bucket,count,mean_return,median_return,win_rate,avg_score
rank_101_150,1936,0.018663784228125105,0.018581458839525465,0.3881874460501887,2.990811758352659
rank_151_200,1080,0.02567317239794777,0.028911507435062374,0.42631706927982504,2.647110297013536
rank_1_50,82321,0.00126640538982539,0.0011470100219841063,0.3662763554387118,583288597.685113
rank_201_250,377,0.0019555685481496532,0.0005848458994478762,0.45323199029843203,2.48627186066493
rank_251_plus,205,-0.012761197029439147,-0.012355821050655115,0.4632352941176471,2.839296631930486
rank_51_100,4313,0.009611094175269914,0.00859823022431003,0.42202094920042693,2.8684941833623707
