group,count,mean_return,median_return,win_rate,pf,avg_score
selected_all,89650,0.003694711764398039,-0.005346922304502599,0.3772559955382041,1.2857547335056718,1663132156.4515598
rejected_all,582,0.00026271238683047316,-0.0036192313109371425,0.4965635738831615,1.0153821631317546,2.875833088980081
selected_when_over200,2600,0.00013146453965948987,-0.0051185368308710785,0.43153846153846154,1.0089609062130427,237870013.09583986
rejected_when_over200,582,0.00026271238683047316,-0.0036192313109371425,0.4965635738831615,1.0153821631317546,2.875833088980081
