period,trades,return_pct,max_return_pct,mdd_pct,cd,pf
PREQ4_ALL_BEFORE_2025_10_01,96936,6918.278276466645,6920.544020203046,5.703236522877465,6618.009410837498,1.933001522860126
TRAIN_2025_FULL,113888,23963.490731121006,23963.490731121006,5.703236522877465,22691.09327841914,1.987708078776279
ALL_TO_2026_END,115610,25888.158091516247,25894.924974594784,5.703236522877465,24505.992273932933,1.984782250960717
2023_FULL_ONLY,12046,61.39019925969455,62.18547238021067,1.9771055940384974,158.19932196532232,1.808436742637036
