year,trades,return_pct,max_return_pct,mdd_pct,cd,pf
2023,12046,61.39019925969455,62.18547238021067,1.9771055940384974,158.19932196532232,1.808436742637036
2024,24041,145.42540667555058,145.627220221189,1.8268668756712835,240.94158507507516,1.8904881896212614
2025,47132,1627.4014071827213,1627.4014071827213,5.703236522877465,1628.883632194469,2.073785865418898
2026,1722,7.998288404703624,8.026409608788754,2.010267680394462,105.82723371752466,1.8152253181026134
