run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_min,range20_max,range60_max,volr_min,volr_max,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,rank60_min,rank120_min,breakout_lb,breakout_buffer,breakout_body_atr_min,breakout_close_pos_min,breakout_uw_max,breakout_volr_min,fail_window,fail_drop_from_breakout_min,fail_close_below_level,fail_upper_wick_min,recovery_window,recover_level_buffer,recover_close_pos_min,recover_body_atr_min,recover_volr_max,recover_rsi_max,ema20_pos_min,ema50_pos_min,require_ema50_hold,fail_bars,fail_pnl,trail_r,trail_atr,verdict,note
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_001_LB20_S80_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27738,9427,18311,33.9858677626361,-25.819481718218718,0.0,85.66370867960727,14.336291320392736,597,0,0.01,0.0004,0.08,FBR_A_001_LB20_S80_RR180,0.8,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_002_LB20_S80_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27708,7951,19757,28.695683557095425,-24.466828650867157,0.0,87.45814737122663,12.541852628773364,597,0,0.01,0.0004,0.08,FBR_A_002_LB20_S80_RR240,0.8,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_003_LB20_S80_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27680,7092,20588,25.621387283236995,-24.497537504371035,0.0,88.35868784055123,11.64131215944877,597,0,0.01,0.0004,0.08,FBR_A_003_LB20_S80_RR300,0.8,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_004_LB20_S95_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27705,9251,18454,33.39108464176142,-24.810053874704973,0.0,88.5796647027314,11.420335297268592,597,0,0.01,0.0004,0.08,FBR_A_004_LB20_S95_RR180,0.95,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_005_LB20_S95_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27663,7951,19712,28.742363445757874,-24.022459911605242,0.0,89.86542688281006,10.134573117189948,597,0,0.01,0.0004,0.08,FBR_A_005_LB20_S95_RR240,0.95,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_006_LB20_S95_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27633,7309,20324,26.450258748597694,-21.72689286632873,0.0,90.43252376660324,9.567476233396766,597,0,0.01,0.0004,0.08,FBR_A_006_LB20_S95_RR300,0.95,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_007_LB20_S110_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27666,9010,18656,32.56704980842912,-24.777864000145023,0.0,90.43140323863355,9.568596761366454,597,0,0.01,0.0004,0.08,FBR_A_007_LB20_S110_RR180,1.1,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_008_LB20_S110_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27620,7923,19697,28.685734974656047,-22.995447398788414,0.0,91.32735562415269,8.672644375847316,597,0,0.01,0.0004,0.08,FBR_A_008_LB20_S110_RR240,1.1,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_009_LB20_S110_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,27596,7450,20146,26.996666183504857,-20.710745139116092,0.0,91.71446407692369,8.285535923076315,597,0,0.01,0.0004,0.08,FBR_A_009_LB20_S110_RR300,1.1,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,20,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_010_LB40_S80_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26114,8807,17307,33.72520487095045,-26.790993049434487,0.0,84.12937693072635,15.870623069273648,597,0,0.01,0.0004,0.08,FBR_A_010_LB40_S80_RR180,0.8,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_011_LB40_S80_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26095,7419,18676,28.43073385706074,-25.995138055652877,0.0,86.01937452660124,13.980625473398756,597,0,0.01,0.0004,0.08,FBR_A_011_LB40_S80_RR240,0.8,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_012_LB40_S80_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26075,6610,19465,25.349952061361456,-26.305673975265186,0.0,86.97311526495069,13.026884735049304,597,0,0.01,0.0004,0.08,FBR_A_012_LB40_S80_RR300,0.8,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_013_LB40_S95_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26090,8639,17451,33.11230356458413,-26.622923425197808,0.0,87.25303308839906,12.746966911600932,597,0,0.01,0.0004,0.08,FBR_A_013_LB40_S95_RR180,0.95,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_014_LB40_S95_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26064,7414,18650,28.445365254757522,-26.340417390070037,0.0,88.6186113677832,11.381388632216794,597,0,0.01,0.0004,0.08,FBR_A_014_LB40_S95_RR240,0.95,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
