run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_min,range20_max,range60_max,volr_min,volr_max,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,rank60_min,rank120_min,breakout_lb,breakout_buffer,breakout_body_atr_min,breakout_close_pos_min,breakout_uw_max,breakout_volr_min,fail_window,fail_drop_from_breakout_min,fail_close_below_level,fail_upper_wick_min,recovery_window,recover_level_buffer,recover_close_pos_min,recover_body_atr_min,recover_volr_max,recover_rsi_max,ema20_pos_min,ema50_pos_min,require_ema50_hold,fail_bars,fail_pnl,trail_r,trail_atr,verdict,note
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_015_LB40_S95_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26043,6808,19235,26.141381561264065,-24.783404663341003,0.0,89.23299972696185,10.767000273038152,597,0,0.01,0.0004,0.08,FBR_A_015_LB40_S95_RR300,0.95,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_016_LB40_S110_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26063,8428,17635,32.33702950542916,-26.716742744958477,0.0,89.22916565328597,10.77083434671402,597,0,0.01,0.0004,0.08,FBR_A_016_LB40_S110_RR180,1.1,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_017_LB40_S110_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26037,7395,18642,28.40188961861966,-26.025393005986743,0.0,90.21368240338616,9.786317596613836,597,0,0.01,0.0004,0.08,FBR_A_017_LB40_S110_RR240,1.1,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_018_LB40_S110_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,26019,6951,19068,26.715092816787735,-24.197963392541133,0.0,90.63717397128742,9.362826028712579,597,0,0.01,0.0004,0.08,FBR_A_018_LB40_S110_RR300,1.1,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,40,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_019_LB60_S80_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25565,8595,16970,33.620183845100726,-26.745871608967754,0.0,83.4578097235258,16.5421902764742,597,0,0.01,0.0004,0.08,FBR_A_019_LB60_S80_RR180,0.8,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_020_LB60_S80_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25548,7237,18311,28.327070612180993,-26.0323987258818,0.0,85.38194285200285,14.618057147997154,597,0,0.01,0.0004,0.08,FBR_A_020_LB60_S80_RR240,0.8,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_021_LB60_S80_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25530,6453,19077,25.276145710928322,-26.300001130771477,0.0,86.3548751975997,13.6451248024003,597,0,0.01,0.0004,0.08,FBR_A_021_LB60_S80_RR300,0.8,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_022_LB60_S95_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25543,8426,17117,32.98751125552989,-26.740178712140672,0.0,86.65351626643564,13.346483733564352,597,0,0.01,0.0004,0.08,FBR_A_022_LB60_S95_RR180,0.95,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_023_LB60_S95_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25520,7230,18290,28.330721003134794,-26.663131534949493,0.0,88.06378066682474,11.936219333175258,597,0,0.01,0.0004,0.08,FBR_A_023_LB60_S95_RR240,0.95,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_024_LB60_S95_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25498,6634,18864,26.017726880539648,-25.42862228489816,0.0,88.69285710051302,11.307142899486976,597,0,0.01,0.0004,0.08,FBR_A_024_LB60_S95_RR300,0.95,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_025_LB60_S110_RR180,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25519,8219,17300,32.207374897135466,-27.104275026383807,0.0,88.71046352221227,11.289536477787731,597,0,0.01,0.0004,0.08,FBR_A_025_LB60_S110_RR180,1.1,1.8,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_026_LB60_S110_RR240,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25494,7213,18281,28.292931670196907,-26.51910502682697,0.0,89.71830592173276,10.281694078267234,597,0,0.01,0.0004,0.08,FBR_A_026_LB60_S110_RR240,1.1,2.4,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_A_027_LB60_S110_RR300,failed_breakout_level_recovery,breakout_failure_then_level_recovery,long,25476,6770,18706,26.57403046004082,-25.31867954161362,0.0,90.16034313697033,9.839656863029678,597,0,0.01,0.0004,0.08,FBR_A_027_LB60_S110_RR300,1.1,3.0,12,42,0.0015,0.07,0.01,0.2,0.32,0.45,4.5,-0.05,0.035,0.05,0.4,1.0,0.66,0.58,60,1.002,0.45,0.72,0.4,1.55,5,0.012,True,0.34,7,1.0,0.6,0.1,2.8,78.0,0.97,0.945,False,4,-0.38,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_028_RSI74_RR160_H8,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7894,2721,5173,34.469217126931845,-10.569479463462173,0.0,48.94689784072459,51.05310215927541,597,0,0.01,0.0004,0.08,FBR_B_028_RSI74_RR160_H8,0.9,1.6,8,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_029_RSI74_RR160_H12,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7894,2669,5225,33.81048897897137,-10.508593427149027,0.0,49.286235006475174,50.713764993524826,597,0,0.01,0.0004,0.08,FBR_B_029_RSI74_RR160_H12,0.9,1.6,12,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_030_RSI74_RR160_H18,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7894,2654,5240,33.62047124398277,-10.520453288560795,0.0,49.36266483599718,50.63733516400282,597,0,0.01,0.0004,0.08,FBR_B_030_RSI74_RR160_H18,0.9,1.6,18,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_031_RSI74_RR220_H8,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7894,2343,5551,29.680770205219154,-10.062563298851012,0.0,50.898315001580755,49.101684998419245,597,0,0.01,0.0004,0.08,FBR_B_031_RSI74_RR220_H8,0.9,2.2,8,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_032_RSI74_RR220_H12,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7892,2221,5671,28.142422706538266,-9.85118162930776,0.0,51.57076415145815,48.42923584854185,597,0,0.01,0.0004,0.08,FBR_B_032_RSI74_RR220_H12,0.9,2.2,12,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_033_RSI74_RR220_H18,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7890,2157,5733,27.338403041825092,-10.132506039557853,0.0,51.87015589983297,48.12984410016703,597,0,0.01,0.0004,0.08,FBR_B_033_RSI74_RR220_H18,0.9,2.2,18,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_034_RSI74_RR280_H8,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7893,2160,5733,27.366020524515395,-9.152157461663602,0.0,51.778041870783774,48.221958129216226,597,0,0.01,0.0004,0.08,FBR_B_034_RSI74_RR280_H8,0.9,2.8,8,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_035_RSI74_RR280_H12,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7890,1975,5915,25.03168567807351,-8.490200290016292,0.0,52.760988876196016,47.239011123803984,597,0,0.01,0.0004,0.08,FBR_B_035_RSI74_RR280_H12,0.9,2.8,12,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_036_RSI74_RR280_H18,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,7887,1863,6024,23.621148725751237,-9.013505167408287,0.0,53.2647757906241,46.7352242093759,597,0,0.01,0.0004,0.08,FBR_B_036_RSI74_RR280_H18,0.9,2.8,18,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,74.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_037_RSI78_RR160_H8,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,8332,2869,5463,34.43350936149784,-11.138146349937516,0.0,50.985668648426355,49.014331351573645,597,0,0.01,0.0004,0.08,FBR_B_037_RSI78_RR160_H8,0.9,1.6,8,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,78.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_038_RSI78_RR160_H12,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,8332,2816,5516,33.797407585213634,-11.13964798349537,0.0,51.313063542580025,48.686936457419975,597,0,0.01,0.0004,0.08,FBR_B_038_RSI78_RR160_H12,0.9,1.6,12,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,78.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_FAILED_BREAKOUT_RECOVERY_V4_1H,FBR_B_039_RSI78_RR160_H18,failed_hot_breakout_recovery,hot_breakout_fails_then_cools_and_recovers,long,8332,2801,5531,33.617378780604895,-11.14715008494398,0.0,51.38796590415865,48.61203409584135,597,0,0.01,0.0004,0.08,FBR_B_039_RSI78_RR160_H18,0.9,1.6,18,50,0.0015,0.06,0.01,0.2,0.32,0.45,4.5,-0.05,0.05,0.06,0.3,1.0,0.7,0.6,40,1.002,0.55,0.76,0.42,1.7,4,0.016,True,0.4,5,1.0,0.62,0.06,2.2,78.0,0.985,0.96,False,3,-0.34,999.0,2.0,invalid_no_peak,max_return <= 0
