strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,score_dev_weight,score_rsi_weight,score_wick_weight,short_dev,short_wick_mult,score_min_short,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,previous_strategy,previous_trades,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,load_errors
smv9_topcombo1_01_tr4_stop205_rr550,short_max,short_max/v10,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,64339,7025,57314,10.918727365983308,3789.4315334640614,3689.4315334640614,3789.4315334640614,3689.4315334640614,4.629389056231814,3614.004004760479,1.726703002070718,309,309,3945,0,0,207,64546,64339,0.0004,0.01,1.3,0.8,0.7,0.032,1.3,2.35,2.05,5.5,0.003,200,4,10,0.0,999.0,-999.0,0.03,5,edge_current,smv8_mix2_13_all_timereduce5,63105,2743.3304850694603,5.686879318598392,2681.6337117546423,932.3702930058366,-1.0574902623665787,1234,0
