batch_label,strategy_name,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,baseline_cd_value,ruined,verdict
7V4_LONG40_REVIEWED,7V4_L09_V09_beartrap_cluster_pressure,long,beartrap with cluster-pressure suppression,5m,597,6863,2598,4265,37.855165379571616,41.15438041883461,42.12913555868629,11.213261720952271,125.32637031188207,121.53,False,candidate_cd_win_mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V03_beartrap_lowanchor_drive,long,beartrap with low-anchor drive reclaim,5m,597,7664,2831,4833,36.93893528183716,39.36173437014365,40.16017183434795,11.91391766575297,122.75829207971937,121.53,False,candidate_cd_win_mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V02_beartrap_extreme_synergy,long,beartrap with extreme synergy reclaim,5m,597,730,344,386,47.12328767123288,15.833038757989426,16.018042675957233,2.532987662495534,112.8990021771559,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V01_beartrap_shockfresh_quality,long,beartrap with shockfresh quality reclaim,5m,597,3044,1138,1906,37.385019710906704,18.620555392000448,18.901730964218277,5.272988105610077,112.36570761537165,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L07_V02_wick_drive_reclaim,long,wick reclaim with drive reclaim,5m,597,1443,583,860,40.4019404019404,15.640973011152548,16.00684763590707,3.2136089039195292,111.92472440588696,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V19_wick_drive_after_pause,long,wick reclaim with drive-after-pause,5m,597,1327,554,773,41.748304446119064,16.127879906930144,16.46477678720908,4.025944949015292,111.45263539141854,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V03_wick_extreme_synergy,long,wick reclaim with extreme synergy,5m,597,754,348,406,46.15384615384615,14.308961693005106,14.527993530789507,3.3181108221372324,110.51606366439681,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V04_wick_shocklow_retake,long,wick reclaim with shock-low retake,5m,597,1868,705,1163,37.74089935760171,16.96024625665793,17.508255425361497,5.512055149845885,110.51333297959539,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L07_V08_wick_cluster_pressure,long,wick reclaim with cluster-pressure suppression,5m,597,2117,803,1314,37.93103448275862,16.953074158666116,17.416849667834967,5.515039180105841,110.50306629647743,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L07_V01_wick_shockfresh_quality,long,wick reclaim with shockfresh quality,5m,597,1822,685,1137,37.596048298572995,15.742004736057712,16.0271452121574,5.2307272796204725,109.68785612034912,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V16_beartrap_norepeat_extreme,long,beartrap with no-repeat extreme reclaim,5m,597,671,288,383,42.92101341281669,6.902501829754337,8.119196103594861,2.4866700588165314,104.24418932462804,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V16_wick_norepeat_extreme,long,wick reclaim with no-repeat extreme reclaim,5m,597,692,288,404,41.61849710982659,5.3817082659201265,7.205826570665841,2.973680604406792,102.2479928466239,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V05_wick_prevhigh_drive,long,wick reclaim with previous-high drive,5m,597,12,9,3,75.0,0.4972807481040009,0.5319465209020047,0.034482345162589745,100.46262692887743,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V13_beartrap_discount_quality,long,beartrap with discount plus quality reclaim,5m,597,258,90,168,34.883720930232556,0.401615408871292,0.5184979962991276,0.25513330694700853,100.14545744725042,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V12_wick_pause_then_drive,long,wick reclaim with pause-then-drive context,5m,597,33,18,15,54.54545454545454,0.3460094337726982,0.6051172698233742,0.2575493603926171,100.0875689282965,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V07_wick_volcap_quality,long,wick reclaim with volume-cap quality,5m,597,242,83,159,34.29752066115703,0.5878621515226001,0.6155304895423042,0.6166854591663884,99.96755143194783,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V15_beartrap_closehold_retake,long,beartrap with close-hold retake,5m,597,5,2,3,40.0,0.0018901800443060779,0.0018901800443060779,0.052720552534923915,99.94916863099603,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V14_wick_shockage_mid,long,wick reclaim with mid-age shock timing,5m,597,36,18,18,50.0,0.10340965956310288,0.29066671055073545,0.2393665026409475,99.86379562883667,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V08_beartrap_midflip_reclaim,long,beartrap with mid-flip reclaim,5m,597,48,20,28,41.66666666666667,0.06664591165508327,0.06664591165508327,0.21215065106692244,99.85435387085268,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V18_wick_volcrush_reclaim,long,wick reclaim with vol-crush reclaim,5m,597,3,0,3,0.0,-0.09251880004407242,0.0,0.09251880004407242,99.81504799719546,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V11_beartrap_reclaim_stack,long,beartrap with stacked reclaim confirmations,5m,597,44,17,27,38.63636363636363,0.026827296531806155,0.061702440609567866,0.22633323781834358,99.8004333396246,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V13_wick_discount_quality,long,wick reclaim with discount plus quality,5m,597,52,15,37,28.846153846153843,-0.04278508884840715,0.13649789240917087,0.24586219733861991,99.71145790617254,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V18_beartrap_volcrush_reclaim,long,beartrap with vol-crush reclaim,5m,597,15,4,11,26.666666666666668,-0.14827237392331938,0.010735483512647193,0.20461650732961356,99.64741450849992,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V15_wick_closehold_retake,long,wick reclaim with close-hold retake,5m,597,10,3,7,30.0,-0.14823426486816338,0.06183304165408021,0.20993749578303023,99.64213943865236,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V11_wick_reclaim_stack,long,wick reclaim with stacked reclaim confirmations,5m,597,47,16,31,34.04255319148936,-0.12310822238889019,0.1661465429539044,0.2887749757037428,99.58847230764665,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V09_wick_deepdiscount_drive,long,wick reclaim with deep-discount drive,5m,597,973,382,591,39.26002055498458,3.1216599353519614,6.8753091538825695,3.529703802583495,99.48177078332662,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V20_beartrap_quality_tiebreak,long,beartrap with quality tie-break stack,5m,597,4363,1539,2824,35.273894109557645,5.9901015326628615,12.207535969772177,6.150652408326851,99.47101880015606,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V19_beartrap_deepdiscount_drive,long,beartrap with deep-discount drive,5m,597,4330,1689,2641,39.006928406466514,10.684431583831678,23.437902845136982,10.569032144126622,98.98615843119266,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V12_beartrap_pause_then_drive,long,beartrap with pause-then-drive context,5m,597,535,182,353,34.018691588785046,0.402936647738783,1.6977832246402924,1.4925431400407252,98.90437950440352,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V14_beartrap_shockage_mid,long,beartrap with mid-age shock timing,5m,597,346,115,231,33.23699421965318,-0.3073519304191197,0.5989482549530134,0.9432416046671999,98.75230553619414,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V07_beartrap_volcap_quality,long,beartrap with volume-cap quality reclaim,5m,597,1833,641,1192,34.96999454446263,1.3539348282066932,2.4259092815268612,2.8126720173422104,98.50318106481846,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V10_beartrap_ultraselective,long,beartrap with ultraselective rarity control,5m,597,311,97,214,31.189710610932476,-0.6758331016557428,0.6652432657299201,1.4313397601610767,97.9025006060795,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V20_wick_quality_tiebreak,long,wick reclaim with quality tie-break stack,5m,597,1884,679,1205,36.04033970276008,3.277011220480852,8.93734353656168,5.429191280442192,97.6699047325972,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L09_V04_beartrap_prevhigh_drive,long,beartrap with previous-high drive reclaim,5m,597,560,157,403,28.035714285714285,-0.6057076689429786,0.20667066564901138,2.434758466311071,96.97428138349665,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V10_wick_ultraselective,long,wick reclaim with ultraselective rarity control,5m,597,381,114,267,29.92125984251969,-1.125668935298385,0.6992291544838602,1.9480079242926385,96.94825126046989,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L09_V06_beartrap_shocklow_retake,long,beartrap with shock-low retake,5m,597,4543,1736,2807,38.21263482280431,9.710216791357595,23.319536307402732,11.66097557463538,96.91693520843788,121.53,False,mdd_fail
7V4_LONG40_REVIEWED,7V4_L07_V17_wick_lowrange_quality,long,wick reclaim with low-range quality,5m,597,1525,504,1021,33.049180327868854,-1.6323969210893297,2.228611336921782,4.030270127121982,94.4031229572554,121.53,False,baseline_fail
7V4_LONG40_REVIEWED,7V4_L07_V06_wick_lowanchor_capped,long,wick reclaim with low-anchor capped firing,5m,597,1344,422,922,31.398809523809522,-2.389379315674567,1.225874046975517,3.9107112840148006,93.79335112682664,121.53,False,baseline_fail
