month,trades,avg_pnl_pct,sum_pnl_pct,wins,losses,win_rate_pct,max_trade_pct,min_trade_pct
2019-09,1,-1.1942876923808998,-1.1942876923808998,0,1,0.0,-1.1942876923808998,-1.1942876923808998
2019-10,1,1.346815745498966,1.346815745498966,1,0,100.0,1.346815745498966,1.346815745498966
2019-11,1,1.1945681047539702,1.1945681047539702,1,0,100.0,1.1945681047539702,1.1945681047539702
2019-12,2,0.1789926234410511,0.3579852468821022,1,1,50.0,1.2821479002262182,-0.924162653344116
2020-01,19,0.33060507276156414,6.281496382469719,9,10,47.368421052631575,3.096417736433179,-2.260561339469589
2020-02,110,2.1387042959436546,235.257472553802,98,12,89.0909090909091,11.46607067273814,-3.818347921838803
2020-03,225,0.9034532897455756,203.2769901927545,136,89,60.44444444444444,9.2531664138516,-4.823691434841447
2020-04,13,1.2894615122351438,16.76299965905687,11,2,84.61538461538461,2.458323135417486,-1.9923751873507456
2020-05,59,-0.1869985047782029,-11.03291178191397,32,27,54.23728813559322,3.9973434216057058,-3.628318693754249
2020-06,74,0.3441949327201727,25.47042502129278,35,39,47.2972972972973,4.950969828609111,-5.2680821066047745
2020-07,65,1.4937263572408799,97.09221322065719,53,12,81.53846153846153,4.789056699720309,-3.266390174762399
2020-08,228,1.3916690082163319,317.3005338733237,157,71,68.85964912280701,9.471770437893282,-5.557112851524213
2020-09,408,1.3156353020753053,536.7792032467246,261,147,63.970588235294116,10.132234094696582,-4.8601509481196326
2020-10,198,1.2138808501513387,240.34840832996505,134,64,67.67676767676768,7.866847316310568,-2.9951747723814792
2020-11,472,1.9000658102258818,896.8310624266162,363,109,76.90677966101694,15.249313543599277,-5.906028541189343
2020-12,436,0.9927077468958423,432.82057764658725,289,147,66.28440366972477,10.68096901932766,-4.923283860864278
2021-01,973,1.9393366589616812,1886.9745691697158,685,288,70.40082219938336,29.732549085276464,-5.854910659877531
2021-02,1209,1.7281744375423127,2089.362894988656,888,321,73.44913151364764,18.24310026516173,-6.1356884689981435
2021-03,574,1.3951883920046857,800.8381370106896,398,176,69.33797909407666,12.001420788468943,-5.996732919937651
2021-04,933,1.8047082079165966,1683.7927579861846,691,242,74.06216505894963,15.019873176691103,-6.769919503600173
2021-05,1838,1.5169106293144028,2788.0817366798724,1121,717,60.99020674646355,14.825541249439015,-8.772487357323998
2021-06,565,1.332953596034744,753.1187817596303,395,170,69.91150442477876,5.4599520140595015,-5.426032207977524
2021-07,323,1.8106874169207152,584.852035665391,285,38,88.23529411764706,5.773453526184915,-3.938675386689836
2021-08,389,1.944387118907313,756.3665892549448,347,42,89.20308483290489,4.491170964387661,-3.3327502189666047
2021-09,941,1.9970506510377408,1879.2246626265141,665,276,70.66950053134963,37.696176753121996,-11.703886062043276
2021-10,231,0.1457112324947454,33.65929470628619,111,120,48.05194805194805,9.091380616768943,-5.494544300864543
2021-11,520,0.6710667773517556,348.9547242229129,281,239,54.03846153846153,10.850076061909899,-5.292897596699451
2021-12,510,0.9223901562790681,470.4189797023247,340,170,66.66666666666666,6.852692307692312,-5.259472472184998
2022-01,525,1.6598937037901313,871.444194489819,389,136,74.09523809523809,10.61554554269092,-4.60239551988447
2022-02,356,0.5486143812966282,195.30671974159964,183,173,51.40449438202247,4.456033533646377,-2.5446226218342005
2022-03,190,2.2096037713853205,419.82471656321087,178,12,93.6842105263158,5.845586593656917,-3.491135752012673
2022-04,388,0.888677969232774,344.8070520623163,256,132,65.97938144329896,6.705139871149481,-3.2091512027064595
2022-05,1067,2.327015965533246,2482.9260352239735,838,229,78.53795688847235,14.065628621240892,-9.311721888112443
2022-06,733,1.66156459187893,1217.9268458472557,548,185,74.7612551159618,18.78022281902731,-4.652846857954859
2022-07,292,0.318063373846772,92.87450516325742,161,131,55.13698630136986,8.192853296254091,-3.7369702129821247
2022-08,353,1.6146172082814814,569.9598745233629,311,42,88.10198300283287,9.427739719376795,-3.9083084652817157
2022-09,423,1.18868951339036,502.8156641641223,285,138,67.37588652482269,6.976132700751427,-4.495982514104943
2022-10,95,1.6712063376026784,158.76460207225446,83,12,87.36842105263159,4.990516357185006,-3.2138997273820724
2022-11,785,1.4259817165511446,1119.3956474926485,534,251,68.02547770700636,20.71823437374877,-9.760510008805577
2022-12,251,1.1997791420990926,301.14456466687227,193,58,76.89243027888446,13.478728212314964,-3.7497964941945328
2023-01,641,0.9826395735623543,629.8719666534691,462,179,72.07488299531981,7.927766533301952,-4.326176420832559
2023-02,434,1.5965053087440144,692.8833039949022,346,88,79.72350230414746,6.605084897411708,-4.808523154251096
2023-03,532,0.6669425224051742,354.81342191955264,268,264,50.37593984962406,7.183701208444351,-5.882170378709947
2023-04,349,0.381798035217941,133.2475142910614,165,184,47.277936962750715,6.2623543836905515,-2.9397890375064772
2023-05,476,0.8358921924343973,397.8846835987731,314,162,65.96638655462185,6.763186081208263,-3.9407563973691695
2023-06,725,-0.6316879490487676,-457.9737630603565,289,436,39.86206896551724,9.422551020408156,-7.193012719146417
2023-07,206,1.6740352835578314,344.85126841291327,171,35,83.00970873786407,6.5712603331907005,-4.947478534511449
2023-08,484,6.001679561473046,2904.8129077529543,458,26,94.62809917355372,33.16675324675324,-7.44133291581389
2023-09,193,1.9636268529681749,378.97998262285773,136,57,70.46632124352331,11.247213370689426,-4.987408058736607
2023-10,420,1.7905808023619432,752.0439369920161,334,86,79.52380952380952,12.14140095591726,-9.126329359595562
