month,trades,avg_pnl_pct,sum_pnl_pct,wins,losses,win_rate_pct,max_trade_pct,min_trade_pct
2023-11,662,2.8244042107584324,1869.7555875220824,577,85,87.16012084592145,9.938704234320275,-5.819374837936784
2023-12,879,3.075015014986514,2702.938198173146,821,58,93.40159271899886,25.157979009031,-6.752947294702835
2024-01,534,0.1900684781332683,101.49656732316527,259,275,48.50187265917603,21.407849101392433,-23.53246405864879
2024-02,455,2.8102878243345244,1278.6809600722086,392,63,86.15384615384616,13.21707314141475,-5.1167578142846875
2024-03,920,2.2303217335536343,2051.8959948693437,745,175,80.97826086956522,12.432183235867447,-5.276084810737133
2024-04,1307,1.3715507557443922,1792.6168377579206,996,311,76.20504973221117,12.838861959957862,-4.744902327784382
2024-05,168,1.7896656604726293,300.6638309594017,133,35,79.16666666666666,7.110240973119999,-5.436006716477435
2024-06,870,1.875389168574466,1631.5885766597853,700,170,80.45977011494253,11.412395043308878,-6.315680732544335
2024-07,646,1.9276564856090121,1245.2660897034218,559,87,86.53250773993808,6.024825763050536,-4.627799917131535
2024-08,495,-0.9222140236471611,-456.49594170534476,192,303,38.78787878787879,6.566214151042851,-5.723653072396571
2024-09,396,2.0036310023402693,793.4378769267466,371,25,93.68686868686868,7.720093414292375,-2.9774373307960156
2024-10,646,1.0294045074014575,664.9953117813416,377,269,58.35913312693498,13.67678603340329,-5.719538686552625
2024-11,1460,2.0697610133379025,3021.8510794733374,1169,291,80.06849315068493,10.096120867066185,-7.832096732556646
2024-12,1649,2.1361555792452007,3522.520550175336,1366,283,82.83808368708308,19.94965892239248,-5.540683233082131
2025-01,1145,1.4745495842685963,1688.3592739875428,712,433,62.18340611353712,13.700980360237915,-9.363509828424851
2025-02,2084,1.4084554193574057,2935.2210939408333,1399,685,67.13051823416507,21.084944302778155,-9.26856744551373
2025-03,1456,1.7816614897996457,2594.099129148284,1099,357,75.48076923076923,20.27059439854927,-13.298574782152558
2025-04,1309,2.0858801507640123,2730.417117350092,975,334,74.48433919022153,25.654399213783755,-9.489311123747855
2025-05,1797,1.7055022825745643,3064.787601786492,1334,463,74.23483583750695,17.081341676648,-10.719967035254061
2025-06,1133,1.617986737536507,1833.1789736288624,911,222,80.40600176522507,19.704219954725346,-13.402621515620913
2025-07,1193,2.3966023467441637,2859.146599665787,979,214,82.06202849958089,22.56851485148516,-12.273430199307464
2025-08,1149,1.9621128489862607,2254.4676634852135,865,284,75.2828546562228,29.16858587277064,-15.425276933853802
2025-09,1465,2.9389286464141327,4305.5304669967045,1224,241,83.54948805460751,22.470980320689343,-13.200941747476778
2025-10,2635,3.097795526317176,8162.691211845759,2158,477,81.89753320683111,203.90351648351646,-19.659037317133627
2025-11,2151,2.263728569967059,4869.280153999143,1598,553,74.29102742910274,38.92450599718237,-28.39649295023599
2025-12,1433,2.09497265893334,3002.0958202514767,1067,366,74.45917655268667,57.550539422233776,-12.24710781763135
2026-01,296,2.1216189714669147,627.9992155542068,220,76,74.32432432432432,16.213213828425104,-13.173110362539328
