strategy,quarter,events,quarter_start_equity,quarter_end_equity,quarter_return_pct,quarter_realized_mdd_pct,quarter_open_equity_mdd_proxy_pct,quarter_max_open_positions,quarter_max_gross_exposure_pct
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2023-Q2,3118,1.203274517661652,1.1472297512176968,-4.657687470425964,10.982004591859457,18.85241020441319,165,165.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2023-Q3,1865,1.148769014495204,1.4846774469124335,29.240728830489516,10.226843659964839,10.440198156811167,185,185.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2023-Q4,4083,1.4848101809324925,2.1309561578771943,43.51707613823797,1.5207281415640275,4.054928751216693,219,219.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2024-Q1,4286,2.1309561578771943,2.179578247729804,2.281702965726229,7.115079558792186,32.41785987053395,206,206.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2024-Q2,4810,2.179578247729804,2.539327483542281,16.5054517399035,8.40411073636324,16.717107318591303,248,248.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2024-Q3,3678,2.539327483542281,3.189057251399414,25.586686714026374,8.689650583040494,20.5021942443701,260,260.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2024-Q4,7882,3.189057251399414,3.5715895860759863,11.99515419513746,10.836578450757145,27.52308686895412,288,288.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2025-Q1,10212,3.5715895860759863,3.5608307543989306,-0.3012337061066406,17.182086050768646,18.43298849545225,264,264.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2025-Q2,8934,3.5608307543989306,4.011730061503375,12.662755918613055,11.643298341585655,11.795019964157161,226,226.00000000000003
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2025-Q3,8198,4.018176405786709,4.711643498271985,17.258254054913856,4.929359494244846,9.409019900715668,450,450.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2025-Q4,13886,4.711643498271985,5.414145775731758,14.909920025091438,10.848691059598517,29.678360086227997,440,440.00000000000006
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,2026-Q1,652,5.414145775731758,5.398792447440862,-0.2835780366261198,3.6255245111927557,3.70824421376681,8,8.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2019-Q3,2,1.0,0.9999230202857098,-0.007697971429021511,0.007697971429021511,0.05225289399456434,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2019-Q4,8,0.9999230202857098,1.0000525723504157,0.012956203835456925,0.007697971429021511,0.02422042811643277,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2020-Q1,826,1.0000525723504157,1.0121675736933842,1.211436446235492,0.7638002402251689,1.2383870609205228,22,22.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2020-Q2,296,1.0121675736933842,1.0118428114915796,-0.03208581367801777,0.8819422984549028,1.7964849798568212,24,24.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2020-Q3,1518,1.0118428114915796,1.0452555565485915,3.3021675578005505,0.7380548595940327,4.702386717480101,40,40.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2020-Q4,2472,1.0452555565485915,1.1241372374626417,7.546640667906668,0.7671244496475282,3.0670217892331624,51,51.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2021-Q1,6050,1.1241372374626417,1.3593690089722497,20.92553859709905,2.1173905618702267,3.4951166381324867,72,72.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2021-Q2,7656,1.3593690089722497,1.5818879690210927,16.369282996754396,3.8054617080471815,6.247876979549668,93,93.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2021-Q3,3472,1.5818879690210927,1.8910919487564142,19.54651566929002,1.301868856398226,2.1315675840979447,83,83.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2021-Q4,2576,1.8910919487564142,1.9888053141395325,5.167034075068377,2.4752558127530673,7.998830402710025,107,107.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2022-Q1,2186,1.9888053141395325,2.097877698354892,5.484316812706735,1.1739263348651159,2.713878622527357,108,108.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2022-Q2,4817,2.1010518730819916,2.4387791595988353,16.074200301463204,1.9573050865724757,4.24937643916542,94,94.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2022-Q3,2187,2.439872751924109,2.4956994796123992,2.2880999693227766,1.6944499171908791,3.654888588977301,119,119.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2022-Q4,2382,2.4956994796123992,2.667229569916896,6.8730266486707325,1.3662450433935598,2.9786828485455885,118,118.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2023-Q1,3286,2.667229569916896,2.8642698889873097,7.387452557244734,1.9588629563930426,9.21736854357932,128,128.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2023-Q2,3136,2.8642698889873097,2.812576441395897,-1.804768740200291,5.582418713042273,13.947016537092189,165,165.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2023-Q3,1816,2.8165173774728522,3.697253512900185,31.270395931928597,4.867759361903282,4.963132288065899,185,185.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2023-Q4,4052,3.697253512900185,5.085028308804405,37.53528912913593,0.3571819831896205,2.438842819056549,219,219.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2024-Q1,4286,5.085028308804405,5.738176918243789,12.844542247847436,4.409651836126874,32.193280320898346,206,206.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2024-Q2,4758,5.738176918243789,7.367118735205748,28.387793547859253,4.21812328121606,11.840533984101294,248,248.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2024-Q3,3634,7.367118735205748,8.531725839595595,15.808176116728777,5.839268040520711,18.280546752472628,260,260.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2024-Q4,7836,8.531725839595595,10.993007934651077,28.848583994960485,6.570555269193683,27.35077462618003,288,288.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2025-Q1,10452,10.993007934651077,15.554967269921876,41.49873594551898,4.754994967209733,6.512123351562489,264,264.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2025-Q2,8874,15.554967269921876,21.868823347060626,40.590609851990145,2.234557245713106,3.98247242680239,224,224.00000000000003
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2025-Q3,8171,21.868823347060626,35.08480157425206,60.43296439617445,4.201968763260498,8.769796924705231,452,452.00000000000006
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2025-Q4,13739,35.09234659550865,74.08709829677396,111.12038801718694,4.959984186946542,28.676376887485162,440,440.00000000000006
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_LONG_MAX2_V6,2026-Q1,652,74.08709829677396,76.23989017721746,2.905758127845637,0.1443878985546473,0.4400342935785116,7,7.000000000000001
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2019-Q3,2,1.0,0.9999044488241701,-0.009555117582993322,0.009555117582993322,0.05225289399456434,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2019-Q4,8,0.9999044488241701,1.0001253852190524,0.02209575076319581,0.009555117582993322,0.02422042811644109,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2020-Q1,706,1.0001253852190524,1.028609980926486,2.8481024607924343,0.5088725920764795,0.9810314170145205,22,22.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2020-Q2,292,1.028609980926486,1.0285082535749184,-0.009889788496497687,0.6845730822632414,1.5955568684298655,24,24.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2020-Q3,1400,1.0285082535749184,1.0909536937787438,6.07145737399537,0.8662099981042577,4.557844680276697,40,40.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2020-Q4,2214,1.0909536937787438,1.2131898357126067,11.20452156960694,0.9317662534044344,3.1140859714278335,51,51.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2021-Q1,5508,1.2131898357126067,1.649075657867069,35.928904885559845,1.3422866704696754,2.311711076896687,72,72.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2021-Q2,6674,1.649075657867069,2.2589805980365507,36.98465484344964,2.3615287051006137,6.24787697954967,92,92.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2021-Q3,3306,2.2589805980365507,2.898836339925607,28.32497731256314,2.1262326715669926,5.176584237893788,83,83.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2021-Q4,2522,2.898836339925607,3.0808217582228914,6.277878326237452,2.650629638061117,7.98665684324082,107,107.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2022-Q1,2142,3.0808217582228914,3.3807184851151684,9.7343095585402,1.2484262933671209,2.7719154429036035,107,107.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2022-Q2,4378,3.381971253154356,4.4324975885459095,31.062544792825484,1.2081925851409456,2.0140117749153252,89,89.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2022-Q3,2134,4.4324975885459095,4.728627843561627,6.68088925261805,1.9004994760889016,3.654888588977211,119,119.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2022-Q4,2262,4.728627843561627,5.253302423248383,11.095704653542104,1.5140851040746148,3.0785032013451286,118,118.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2023-Q1,3214,5.253302423248383,5.8601094202981034,11.550962578592628,2.289940514461376,9.328955440473727,128,128.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2023-Q2,3100,5.8601094202981034,5.8086988515829185,-0.8772970780564271,6.623398729014585,14.094845421078212,165,165.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2023-Q3,1766,5.8086988515829185,7.868688552643396,35.46387502080801,5.20039030738269,5.230435459866008,184,184.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2023-Q4,3922,7.868688552643396,11.923450986006808,51.53034595582335,0.33011768350989223,2.4671397964994775,219,219.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2024-Q1,3818,11.923450986006808,14.927480692148052,25.194297436763314,5.4060335300023095,32.201076864503065,206,206.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2024-Q2,4690,14.927480692148052,20.317328904013475,36.10688449726496,4.844631512203352,11.889617910860666,248,248.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2024-Q3,3074,20.317328904013475,23.01733308747963,13.289169044917104,7.164243608594183,18.31515332772523,260,260.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2024-Q4,7510,23.01733308747963,35.54008288387874,54.405737401484224,6.331701250477997,28.072921546570846,285,285.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2025-Q1,9370,35.54008288387874,56.69327922498744,59.519265642185545,4.457348314194313,6.0980418803877505,259,259.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2025-Q2,8478,56.69327922498744,96.52419078207767,70.25684896268064,2.127085102900679,3.647287926876488,223,223.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2025-Q3,7611,96.52419078207767,191.1914527813427,98.07620372906827,3.7852964125536825,8.751039280474272,429,429.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2025-Q4,12439,191.25359950091027,604.4414176113518,216.0418518598783,5.276584406274183,23.224473983637026,436,436.00000000000006
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP165_FR100,2026-Q1,592,604.4414176113518,630.8124998384945,4.362884716165993,0.10687112098079818,0.44085920054165173,6,6.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2019-Q3,2,1.0,0.9998991426923016,-0.010085730769837653,0.010085730769837653,0.05225289399456434,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2019-Q4,8,0.9998991426923016,1.000135407923694,0.023628906287109785,0.010085730769837653,0.02422042811643975,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2020-Q1,706,1.000135407923694,1.031589936744535,3.1450270205052977,0.5376132322762074,0.9843416077791834,22,22.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2020-Q2,292,1.031589936744535,1.032298691267673,0.06870506369758278,0.6685545117393799,1.5726096196687003,24,24.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2020-Q3,1400,1.032298691267673,1.1038423223119347,6.930516491927863,0.8804897256120603,4.55784468027666,40,40.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2020-Q4,2212,1.1038423223119347,1.2399785230322007,12.332939041070334,0.9855935353668646,3.131607003958826,51,51.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2021-Q1,5508,1.2399785230322007,1.7402995792073306,40.349171125291925,1.3935275762809876,2.323942012026972,72,72.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2021-Q2,6670,1.7402995792073306,2.5004103455590094,43.677006846022046,1.9662089824437912,6.247876979549647,92,92.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2021-Q3,3306,2.5004103455590094,3.267915618717294,30.695172675215264,2.2107478163184027,5.31209450531577,83,83.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2021-Q4,2522,3.267915618717294,3.484512240890209,6.627974753458665,2.662072142994215,7.986656843240772,107,107.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2022-Q1,2143,3.484512240890209,3.8752325937141867,11.213057260609816,1.326666990854012,2.7729548311975476,107,107.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2022-Q2,4377,3.8766660633715877,5.227951138522286,34.85688612486442,1.2063495012905576,2.082928111996369,90,90.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2022-Q3,2134,5.227951138522286,5.64993269547514,8.071643092519999,1.9914180954659748,3.654888588977312,119,119.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2022-Q4,2262,5.64993269547514,6.345895528445235,12.318072983904216,1.5616266082100776,3.251868881114307,118,118.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2023-Q1,3214,6.345895528445235,7.192489628695591,13.340813703212273,2.3393210034344127,9.334796639335854,128,128.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2023-Q2,3100,7.192489628695591,7.1545605849674425,-0.5273423485634865,6.907669646300412,14.197315168399733,165,165.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2023-Q3,1766,7.1545605849674425,9.77944653463936,36.68829019614574,5.178367248045338,5.20841938036938,184,184.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2023-Q4,3922,9.77944653463936,15.177392010932975,55.196840201270916,0.34914736455254036,2.473642078471414,219,219.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2024-Q1,3818,15.177392010932975,19.52177388713748,28.624034175799416,5.54940942156035,32.1230944240831,206,206.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2024-Q2,4690,19.52177388713748,26.975095407895257,38.179530015295505,5.128116889228867,11.918097096446449,248,248.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2024-Q3,3074,26.975095407895257,30.751905488920393,14.001099992104994,7.585348198618067,18.325634273437963,260,260.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2024-Q4,7510,30.751905488920393,50.172770263479514,63.15337038726354,5.737888503794345,28.29803922666682,285,285.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2025-Q1,9370,50.172770263479514,84.51050633671326,68.4389877076969,4.57753356543547,6.5854991112744,259,259.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2025-Q2,8478,84.51050633671326,152.25003407666512,80.15515546677572,2.0321367993589656,3.8426981936366365,224,224.00000000000003
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2025-Q3,7611,152.25003407666512,317.45332537649637,108.50788461344023,3.7422686480733116,8.75103928047428,430,430.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2025-Q4,12439,317.5629204201805,1106.9280305383115,248.56967213731681,5.581328766622679,25.625529076540854,436,436.00000000000006
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP175_FR100,2026-Q1,592,1106.9280305383115,1161.7163995728229,4.94958728327326,0.12292938849214823,0.4238816658088399,6,6.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP185_FR100,2019-Q3,2,1.0,0.9998938365604331,-0.010616343956693086,0.010616343956693086,0.05225289399456434,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP185_FR100,2019-Q4,8,0.9998938365604331,1.0001454305593824,0.025162071186968227,0.010616343956693086,0.024220428116437726,1,1.0
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V62_REF_STOP185_FR100,2020-Q1,706,1.0001454305593824,1.035521792149843,3.537121753450845,0.4940893606550794,0.9491075655359296,22,22.0
