period_label,strategy,candidate_key,audit_mode,slippage_per_side,slippage_per_side_pct,total_round_trip_cost_pct,environment_lock_pass,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,target_expected_trades,delta_vs_target_expected_trades,target_expected_max_return_pct,delta_vs_target_expected_max_return_pct,target_expected_max_drawdown_pct,delta_vs_target_expected_max_drawdown_pct,target_expected_official_cd_value,delta_vs_target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,max_conc_unique_symbols,active_leftover,pending_leftover,climax_score_min,atr_stop_mult,rr_mult,timeout_bars,dd_brake_trigger_pct,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_realized_mdd10_pass,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_mtm_audit_pass,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_baseline_exact_retest_pass,gate_target_exact_retest_pass,gate_run_valid_for_development,gate_beats_v6_cd,gate_beats_v6_mtm_worstbar_cd,gate_realized_mdd_better_or_equal_v6,gate_mtm_worstbar_mdd_better_or_equal_v6,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag,period_loaded_symbols,period_timeline_count,strategy_elapsed_seconds,strategy_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,total_elapsed_seconds,total_elapsed_minutes
2025_Q2_ONLY,SM2V6FILTER_V6F05_compound_quality_slip000000,V6F05_compound_quality,realism_audit_no_position_limit,0.0,0.0,0.08,True,10882,726,10156,6.671567726520861,63.9509036013026,63.98921530172763,4.239208990133392,157.0373697438076,1.8902291988181894,,,139926.24497527332,-139862.2557599716,5.673964657377228,-1.4347556672438362,132081.20532432388,-131924.16795458007,,,65.21964357977667,9.86329150280315,148.9235485136109,65.03251606728114,8.796411156186723,150.51557741260316,19293,10882,0,433,363,363,0,0,2.7,2.65,6.15,390,0.092,-15.4967949351539,-0.7811155185286411,0.013280918261408647,-13.92823012530775,-0.8891002032532338,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,372.41981336546894,,,,,363.3955401689438,,,UNKNOWN,481,26208,5.832216499999049,0.09720360833331748,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q2_ONLY,SM2V6FILTER_V6F01_ret3_share_cap_slip000000,V6F01_ret3_share_cap,realism_audit_no_position_limit,0.0,0.0,0.08,True,10417,695,9722,6.671786502831909,63.109758095504986,63.25155807696143,3.682048141441696,157.24055711691406,1.936324469036461,,,139926.24497527332,-139862.99341719635,5.673964657377228,-1.9919165159355319,132081.20532432388,-131923.96476720696,,,64.51435163286207,9.894058724571074,148.23720507195935,64.32836773197374,8.820499790178825,149.8337844009707,18339,10417,0,374,362,362,0,0,2.7,2.65,6.15,390,0.092,-15.293607562047441,-1.3382763672203368,0.05937618847968018,-14.610023136940214,-0.8650115692611315,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,348.9337237505121,,,,,341.1817771484634,,,UNKNOWN,481,26208,5.7659733000036795,0.09609955500006133,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6_OFFICIAL_V5M01_BASELINE_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,14841,1178,13663,7.937470520854389,133.5324540546358,133.5324540546358,5.348317279663584,221.04239746080927,1.8459053160606675,,,139926.24497527332,-139792.7125212187,5.673964657377228,-0.3256473777136444,132081.20532432388,-131860.16292686306,,,134.06857827745765,4.9419956884445675,222.5009192309822,133.57709951812296,5.58396180368832,220.5342434988679,27480,14841,0,866,223,223,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,552,26496,14.514140600003884,0.24190234333339808,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6FILTER_V6F02_wick_confirm_slip000000,V6F02_wick_confirm,realism_audit_no_position_limit,0.0,0.0,0.08,True,14841,1178,13663,7.937470520854389,133.5324540546358,133.5324540546358,5.348317279663584,221.04239746080927,1.8459053160606675,,,139926.24497527332,-139792.7125212187,5.673964657377228,-0.3256473777136444,132081.20532432388,-131860.16292686306,,,134.06857827745765,4.9419956884445675,222.5009192309822,133.57709951812296,5.58396180368832,220.5342434988679,27480,14841,0,866,223,223,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,552,26496,6.868820000003325,0.11448033333338875,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6FILTER_V6F03_volume_trend_exclusion_slip000000,V6F03_volume_trend_exclusion,realism_audit_no_position_limit,0.0,0.0,0.08,True,14841,1178,13663,7.937470520854389,133.5324540546358,133.5324540546358,5.348317279663584,221.04239746080927,1.8459053160606675,,,139926.24497527332,-139792.7125212187,5.673964657377228,-0.3256473777136444,132081.20532432388,-131860.16292686306,,,134.06857827745765,4.9419956884445675,222.5009192309822,133.57709951812296,5.58396180368832,220.5342434988679,27480,14841,0,866,223,223,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,552,26496,6.3110560000059195,0.10518426666676532,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6FILTER_V6F04_maturity_filter_slip000000,V6F04_maturity_filter,realism_audit_no_position_limit,0.0,0.0,0.08,True,14315,1105,13210,7.719175689835836,116.4669444775262,116.4669444775262,5.186531977785402,205.23981718086432,1.8053210808746967,,,139926.24497527332,-139809.7780307958,5.673964657377228,-0.48743267959182557,132081.20532432388,-131875.965507143,,,116.96184708598709,4.91648356856389,206.29495352395182,116.50889698107933,5.598022984221062,204.38867916519501,25866,14315,0,800,221,221,0,0,2.7,2.65,6.15,390,0.092,-15.802580279944948,-0.1617853018781812,-0.040584235185970874,-16.145564333672894,0.014061180532742412,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,432.48511943261155,,,,,425.4396770445306,,,UNKNOWN,552,26496,6.035248800006229,0.10058748000010383,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6FILTER_V6F05_compound_quality_slip000000,V6F05_compound_quality,realism_audit_no_position_limit,0.0,0.0,0.08,True,12765,946,11819,7.410889150019585,112.31732278091559,112.31732278091559,4.744826479222375,202.2432342296307,1.9409300921587873,,,139926.24497527332,-139813.92765249242,5.673964657377228,-0.9291381781548527,132081.20532432388,-131878.96209009425,,,112.61444167657287,4.859626776151171,202.2821733388938,112.31732278091559,5.304573685096714,201.05479394777728,22874,12765,0,577,201,201,0,0,2.7,2.65,6.15,390,0.092,-18.799163231178568,-0.6034908004412083,0.09502477609811977,-19.479449551090624,-0.27938811859160584,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,372.41981336546894,,,,,363.3955401689438,,,UNKNOWN,552,26496,5.493414500000654,0.09155690833334423,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q3_ONLY,SM2V6FILTER_V6F01_ret3_share_cap_slip000000,V6F01_ret3_share_cap,realism_audit_no_position_limit,0.0,0.0,0.08,True,12206,895,11311,7.3324594461740125,104.31730152331285,104.31730152331285,3.7992350449225665,196.55480700099903,1.9479773600624546,,,139926.24497527332,-139821.92767375,5.673964657377228,-1.8747296124546615,132081.20532432388,-131884.65051732288,,,104.6644404848374,4.172826427057574,196.1241486254966,104.3214844806596,4.6334761079796944,194.85429731377883,21720,12206,0,519,177,177,0,0,2.7,2.65,6.15,390,0.092,-24.487590459810235,-1.5490822347410171,0.10207204400178704,-25.67994618508908,-0.9504856957086254,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,348.9337237505121,,,,,341.1817771484634,,,UNKNOWN,552,26496,7.457641100001638,0.12429401833336064,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6_OFFICIAL_V5M01_BASELINE_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,22827,1760,21067,7.71016778376484,367.33253298576057,367.33253298576057,5.673964657377228,440.8162502317228,2.0711741192600472,,,139926.24497527332,-139558.91244228758,5.673964657377228,0.0,132081.20532432388,-131640.38907409215,,,367.93208044068615,7.220260830003689,434.1461637256059,367.33253298576057,7.312974789031202,433.156622667571,43579,22827,0,1163,200,200,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,597,26496,13.779701699997531,0.22966169499995887,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6FILTER_V6F02_wick_confirm_slip000000,V6F02_wick_confirm,realism_audit_no_position_limit,0.0,0.0,0.08,True,22827,1760,21067,7.71016778376484,367.33253298576057,367.33253298576057,5.673964657377228,440.8162502317228,2.0711741192600472,,,139926.24497527332,-139558.91244228758,5.673964657377228,0.0,132081.20532432388,-131640.38907409215,,,367.93208044068615,7.220260830003689,434.1461637256059,367.33253298576057,7.312974789031202,433.156622667571,43579,22827,0,1163,200,200,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,597,26496,8.088390899996739,0.13480651499994564,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6FILTER_V6F03_volume_trend_exclusion_slip000000,V6F03_volume_trend_exclusion,realism_audit_no_position_limit,0.0,0.0,0.08,True,22827,1760,21067,7.71016778376484,367.33253298576057,367.33253298576057,5.673964657377228,440.8162502317228,2.0711741192600472,,,139926.24497527332,-139558.91244228758,5.673964657377228,0.0,132081.20532432388,-131640.38907409215,,,367.93208044068615,7.220260830003689,434.1461637256059,367.33253298576057,7.312974789031202,433.156622667571,43579,22827,0,1163,200,200,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,597,26496,9.384982300005504,0.1564163716667584,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6FILTER_V6F04_maturity_filter_slip000000,V6F04_maturity_filter,realism_audit_no_position_limit,0.0,0.0,0.08,True,22055,1695,20360,7.685332124234867,357.1120524672879,357.1120524672879,5.387504639562923,432.48511943261155,2.0949145001346143,,,139926.24497527332,-139569.13292280602,5.673964657377228,-0.28646001781430463,132081.20532432388,-131648.72020489126,,,357.69895403341854,7.0391401753948095,425.4808830776904,357.2031964350946,6.9473528702840515,425.4396770445306,41287,22055,0,1071,197,197,0,0,2.7,2.65,6.15,390,0.092,-8.331130799111236,-0.28646001781430463,0.02374038087456709,-7.716945623040431,-0.36562191874715033,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,432.48511943261155,,,,,425.4396770445306,,,UNKNOWN,597,26496,8.29566399999021,0.1382610666665035,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6FILTER_V6F05_compound_quality_slip000000,V6F05_compound_quality,realism_audit_no_position_limit,0.0,0.0,0.08,True,20024,1434,18590,7.16140631242509,285.2174613196308,285.2174613196308,3.3221879170069912,372.41981336546894,2.151238568105635,,,139926.24497527332,-139641.02751395368,5.673964657377228,-2.3517767403702368,132081.20532432388,-131708.7855109584,,,285.7862534192698,5.92617714508159,362.9238766402705,285.3918961818062,5.707529460475669,363.3955401689438,37181,20024,0,803,191,191,0,0,2.7,2.65,6.15,390,0.092,-68.39643686625385,-2.3517767403702368,0.08006444884558794,-69.76108249862722,-1.6054453285555326,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,372.41981336546894,,,,,363.3955401689438,,,UNKNOWN,597,26496,7.282156800007215,0.12136928000012025,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2025_Q4_ONLY,SM2V6FILTER_V6F01_ret3_share_cap_slip000000,V6F01_ret3_share_cap,realism_audit_no_position_limit,0.0,0.0,0.08,True,19297,1356,17941,7.026999015390993,261.31145959023775,261.31145959023775,3.425780033039416,348.9337237505121,2.151544163736405,,,139926.24497527332,-139664.93351568308,5.673964657377228,-2.248184624337812,132081.20532432388,-131732.27160057335,,,261.5983642351253,5.743300633452842,340.8306830914542,261.3376550899259,5.578128284594708,341.1817771484634,35596,19297,0,732,190,190,0,0,2.7,2.65,6.15,390,0.092,-91.88252648121068,-2.248184624337812,0.08037004447635754,-91.97484551910759,-1.7348465044364936,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,348.9337237505121,,,,,341.1817771484634,,,UNKNOWN,597,26496,7.001832399997511,0.11669720666662518,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2026_Q1_ONLY,SM2V6FILTER_V6F04_maturity_filter_slip000000,V6F04_maturity_filter,realism_audit_no_position_limit,0.0,0.0,0.08,True,1843,186,1657,10.092240911557242,12.067512735314455,12.067512735314455,1.915972794139964,109.92032968023649,2.117890243831166,,,139926.24497527332,-139914.177462538,5.673964657377228,-3.757991863237264,132081.20532432388,-131971.28499464365,,,12.250362807497206,1.5223433370424533,110.54152688849129,12.197456057914536,1.465925975976634,110.5527244051766,3330,1843,0,116,52,52,0,0,2.7,2.65,6.15,390,0.092,0.4229885410166929,-0.12529208812637194,0.10140905705805725,0.37108290249085485,-0.07814239720888017,True,True,True,True,True,True,True,False,False,False,False,False,True,False,,,432.48511943261155,,,,,425.4396770445306,,,UNKNOWN,597,3357,0.9743368000054033,0.016238946666756723,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2026_Q1_ONLY,SM2V6_OFFICIAL_V5M01_BASELINE_slip000000,V5M01_D02_D03_rr615_stop265_t390,realism_audit_no_position_limit,0.0,0.0,0.08,True,1924,190,1734,9.875259875259875,11.779047583268841,11.779047583268841,2.041264882266336,109.4973411392198,2.0164811867731087,,,139926.24497527332,-139914.46592769006,5.673964657377228,-3.632699775110892,132081.20532432388,-131971.70798318466,,,11.961306259975846,1.5999098085407337,110.17002633935216,11.909602278018316,1.5440683731855143,110.18164150268575,3526,1924,0,128,54,54,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,597,3357,1.5341769000078784,0.02556961500013131,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
2026_Q1_ONLY,SM2V6FILTER_V6F02_wick_confirm_slip000000,V6F02_wick_confirm,realism_audit_no_position_limit,0.0,0.0,0.08,True,1924,190,1734,9.875259875259875,11.779047583268841,11.779047583268841,2.041264882266336,109.4973411392198,2.0164811867731087,,,139926.24497527332,-139914.46592769006,5.673964657377228,-3.632699775110892,132081.20532432388,-131971.70798318466,,,11.961306259975846,1.5999098085407337,110.17002633935216,11.909602278018316,1.5440683731855143,110.18164150268575,3526,1924,0,128,54,54,0,0,2.7,2.65,6.15,390,0.092,0.0,0.0,0.0,0.0,0.0,True,True,True,True,True,False,False,False,False,False,False,False,True,False,,,440.8162502317228,,,,,433.156622667571,,,UNKNOWN,597,3357,0.9763674999994691,0.016272791666657817,523.1928967999993,8.719881613333321,2378.8887066000025,39.648145110000044
