candidate_key,slippage_per_side,2025_Q1_ONLY,2025_Q2_ONLY,2025_Q3_ONLY,2025_Q4_ONLY,2026_Q1_ONLY,FULL_TO_2026_END
V5M01_D02_D03_rr615_stop265_t390,0.0,7.57631125222985,10.60402839098118,4.9419956884445675,7.220260830003689,1.5999098085407337,14.815878153181938
V6F01_ret3_share_cap,0.0,6.9294671299887645,9.894058724571074,4.172826427057574,5.743300633452842,1.2925217803542277,14.311183811574535
V6F02_wick_confirm,0.0,7.57631125222985,10.60402839098118,4.9419956884445675,7.220260830003689,1.5999098085407337,14.815878153181938
V6F03_volume_trend_exclusion,0.0,7.57631125222985,10.60402839098118,4.9419956884445675,7.220260830003689,1.5999098085407337,14.815878153181938
V6F04_maturity_filter,0.0,7.55941429631406,10.569357772606914,4.91648356856389,7.0391401753948095,1.5223433370424533,14.606444964976607
V6F05_compound_quality,0.0,7.218254574008065,9.86329150280315,4.859626776151171,5.92617714508159,1.267457549224038,14.325602372414892
