candidate_key,slippage_per_side,2025_Q1_ONLY,2025_Q2_ONLY,2025_Q3_ONLY,2025_Q4_ONLY,2026_Q1_ONLY,FULL_TO_2026_END
V5M01_D02_D03_rr615_stop265_t390,0.0,197.79946124237784,172.5341646789615,221.04239746080927,440.8162502317228,109.4973411392198,147549.95034106015
V6F01_ret3_share_cap,0.0,174.84154660727862,157.24055711691406,196.55480700099903,348.9337237505121,109.23153391855995,50886.17186439941
V6F02_wick_confirm,0.0,197.79946124237784,172.5341646789615,221.04239746080927,440.8162502317228,109.4973411392198,147549.95034106015
V6F03_volume_trend_exclusion,0.0,197.79946124237784,172.5341646789615,221.04239746080927,440.8162502317228,109.4973411392198,147549.95034106015
V6F04_maturity_filter,0.0,192.7263372134953,172.42256863478954,205.23981718086432,432.48511943261155,109.92032968023649,121338.45213467287
V6F05_compound_quality,0.0,172.898206646133,157.0373697438076,202.2432342296307,372.41981336546894,109.37658146664023,61134.09657680849
