batch_label,strategy_name,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,baseline_cd_value,ruined,verdict
8V5_LONG300_REVIEWED,8V5_V51P_V002_core_rare22_c1,long,v51 parameter tuning + core + rare22_c1,5m,597,2277,1029,1248,45.19104084321476,41.67629485288913,42.15165474763023,6.310941404585857,132.735186900535,121.53,False,candidate_cd_win_mdd_fail
8V5_LONG300_REVIEWED,8V5_V51P_V001_core_base,long,v51 parameter tuning + core + base,5m,597,2277,1035,1242,45.45454545454545,41.00958862203916,41.49000472429982,6.280084344005021,132.1540675234406,121.53,False,candidate_cd_win_mdd_fail
8V5_LONG300_REVIEWED,8V5_V51P_V032_shocklow_rare22_c1,long,v51 parameter tuning + shocklow + rare22_c1,5m,597,2276,1025,1251,45.03514938488576,41.82197669566141,42.39944728995868,7.229200173454265,131.5693821103824,121.53,False,candidate_cd_win_mdd_fail
8V5_LONG300_REVIEWED,8V5_V51P_V031_shocklow_base,long,v51 parameter tuning + shocklow + base,5m,597,2276,1029,1247,45.210896309314585,41.480783862127765,41.979939187593,7.2419009590016685,131.23488561881325,121.53,False,candidate_cd_win_mdd_fail
8V5_LONG300_REVIEWED,8V5_V51P_V012_strict_rare22_c1,long,v51 parameter tuning + strict + rare22_c1,5m,597,1040,480,560,46.15384615384615,19.53328792134217,19.759578925281108,2.7358768188743943,116.26300440626379,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V011_strict_base,long,v51 parameter tuning + strict + base,5m,597,1040,483,557,46.44230769230769,19.19756519076572,19.424065377154378,2.6504553190876634,116.03828698394408,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V022_lowanchor_rare22_c1,long,v51 parameter tuning + lowanchor + rare22_c1,5m,597,1040,471,569,45.28846153846154,18.985095350632708,19.21506839321745,2.8710930772494314,115.56892251506207,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V021_lowanchor_base,long,v51 parameter tuning + lowanchor + base,5m,597,1040,472,568,45.38461538461539,18.609059762821587,18.83916529162073,2.854435765697594,115.22344033959398,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51C_V019_strict_microguard,long,v51 mdd cover + strict + microguard,5m,597,1036,485,551,46.81467181467182,17.13276616789554,17.343544648840158,2.037801790563698,114.74583256158938,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51C_V012_strict_rare22_c1,long,v51 mdd cover + strict + rare22_c1,5m,597,1037,490,547,47.251687560270014,16.312861493795317,16.52370320280434,1.928278899232505,114.07002512851693,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V062_spring_rare22_c1,long,v51 parameter tuning + spring + rare22_c1,5m,597,675,317,358,46.96296296296296,14.451562541755392,14.614708729726233,1.6221564174145997,112.59497917515301,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V017_strict_refire40,long,v51 parameter tuning + strict + refire40,5m,597,671,319,352,47.540983606557376,14.3755629014239,14.522677065978563,1.6106651926568016,112.53335552086538,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V067_spring_refire40,long,v51 parameter tuning + spring + refire40,5m,597,671,314,357,46.79582712369598,14.254605244018492,14.417470677130172,1.6221564174148329,112.40121683286067,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V061_spring_base,long,v51 parameter tuning + spring + base,5m,597,675,318,357,47.11111111111111,14.189482825672272,14.353064305888186,1.6396979516080434,112.31712021482791,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V037_shocklow_refire40,long,v51 parameter tuning + shocklow + refire40,5m,597,671,313,358,46.6467958271237,14.231621413055873,14.395159661113134,1.772011462362777,112.20742398797367,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V007_core_refire40,long,v51 parameter tuning + core + refire40,5m,597,671,318,353,47.3919523099851,14.026797437321893,14.170693787721467,1.6236858347838279,112.17536047947445,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51P_V027_lowanchor_refire40,long,v51 parameter tuning + lowanchor + refire40,5m,597,671,312,359,46.497764530551414,13.864269024072406,14.024515640474199,1.7654041518120112,111.85410449129104,121.53,False,baseline_fail
8V5_LONG300_REVIEWED,8V5_V51C_V017_strict_refire40,long,v51 mdd cover + strict + refire40,5m,597,671,325,346,48.43517138599106,11.984234367782332,12.093249594690736,1.420954969513566,110.39298882446161,121.53,False,baseline_fail
