all2026_active_months,all2026_avg_month_pnl,all2026_final_asset,all2026_final_return_pct,all2026_losses,all2026_max_conc,all2026_max_conc_unique_symbols,all2026_max_drawdown_pct,all2026_max_month_pnl,all2026_max_return_pct,all2026_median_month_pnl,all2026_min_month_pnl,all2026_negative_months,all2026_official_cd_value,all2026_peak_asset,all2026_positive_month_ratio_pct,all2026_positive_months,all2026_profit_factor,all2026_same_bar_trades,all2026_trades,all2026_win_rate_pct,all2026_wins,atr_pct_max,atr_pct_min,atr_stop_mult,close_position_max,close_position_min,dd_brake_freeze_steps,dd_brake_trigger_pct,fail_fast_bars,fail_fast_min_progress_r,full2025_active_months,full2025_avg_month_pnl,full2025_final_asset,full2025_final_return_pct,full2025_losses,full2025_max_conc,full2025_max_conc_unique_symbols,full2025_max_drawdown_pct,full2025_max_month_pnl,full2025_max_return_pct,full2025_median_month_pnl,full2025_min_month_pnl,full2025_negative_months,full2025_official_cd_value,full2025_peak_asset,full2025_positive_month_ratio_pct,full2025_positive_months,full2025_profit_factor,full2025_same_bar_trades,full2025_trades,full2025_win_rate_pct,full2025_wins,post2025_delta_return_pct,post2025_share_of_all_return_pct,preq4_active_months,preq4_avg_month_pnl,preq4_final_asset,preq4_final_return_pct,preq4_losses,preq4_max_conc,preq4_max_conc_unique_symbols,preq4_max_drawdown_pct,preq4_max_month_pnl,preq4_max_return_pct,preq4_median_month_pnl,preq4_min_month_pnl,preq4_negative_months,preq4_official_cd_value,preq4_peak_asset,preq4_positive_month_ratio_pct,preq4_positive_months,preq4_profit_factor,preq4_same_bar_trades,preq4_trades,preq4_win_rate_pct,preq4_wins,q4_2025_delta_return_pct,q4_2025_share_of_full2025_return_pct,range20_pct_max,require_ema_reject,require_upper_sweep,ret10_ceil,ret20_ceil,ret3_ceil,ret5_ceil,rr_mult,score_dev_cap,score_dev_weight,score_min_short,score_rsi_cap,score_rsi_weight,score_wick_cap,score_wick_weight,short_dev,short_rsi_min,short_wick_mult,strategy,tag,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,upper_body_ratio_max,upper_body_ratio_min
76,275.8524637197848,21064.787242703645,20964.787242703645,98284,325,325,5.655961392725716,5644.852881522234,20970.272210936124,13.085974936278937,-0.45140028877325733,5,19873.371008796516,21070.272210936124,93.42105263157895,71,2.0010696725618833,43108,106337,7.573093090833859,8053,999.0,0.0,2.57,999.0,-999.0,4,0.035,12,0.1,75,259.48386331172026,19561.28974837902,19461.28974837902,96843,325,325,5.655961392725716,5644.852881522234,19461.28974837902,12.992945222159108,-0.45140028877325733,5,18454.91075229149,19561.28974837902,93.33333333333333,70,2.0040638913290496,42397,104753,7.551096388647581,7910,1503.497494324627,7.171537096556454,72,78.28745951117816,5736.697084804827,5636.697084804827,82300,325,325,5.655961392725716,1392.967136477875,5636.742978748657,10.411488882855139,-0.45140028877325733,5,5412.231712470644,5736.742978748657,93.05555555555556,67,1.9410396856986845,33643,88892,7.415740449084282,6592,13824.592663574193,71.03636419947799,999.0,False,False,999.0,999.0,999.0,999.0,5.075,2.0,1.3,2.35,2.0,0.8,2.5,0.7,0.032,76.0,1.3,SMX2V2_C08_EX20_02_N02_stop257_rr5075,solo_N02_stop257_rr5075,3,0.0,320,999.0,0.0
