run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,crash_dd_min,crash_recent_min,crash_recent_max,recovery_min,expansion_min,atr_expansion_min,vol_max,rec_quality_min,overheat_ret20_max,overheat_ret60_max,pump_ret3_max,upper_max,ret20_min,ret20_max,ret60_min,ret60_max,rsi_min,rsi_max,ema20_min,ema50_min,atrp_min,atrp_max,range60_max,close_pos_min,stop_atr,rr,hold,cooldown,fail_bars,fail_pnl,verdict,note
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_001,top_exit_mix,around_D044_D043_exit,long,30788,9574,21214,31.09653111601923,5.710700518545275,5.827306032806412,3.247727582811144,102.39032342463301,597,0,0.01,0.0004,0.08,EM26_A_001,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.82,2.6,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_002,top_exit_mix,around_D044_D043_exit,long,30556,9223,21333,30.183924597460397,6.614642504244594,6.733220345543667,3.2489727878096564,103.26548706096402,597,0,0.01,0.0004,0.08,EM26_A_002,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.82,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_003,top_exit_mix,around_D044_D043_exit,long,30386,8926,21460,29.37537023629303,6.342634869521535,6.494499099208539,3.384545154510976,102.89014469012554,597,0,0.01,0.0004,0.08,EM26_A_003,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.82,3.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_004,top_exit_mix,around_D044_D043_exit,long,30187,8651,21536,28.658031603007917,8.607730482163012,8.708639590844335,2.797384339369824,105.66764113138807,597,0,0.01,0.0004,0.08,EM26_A_004,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.82,3.3,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_005,top_exit_mix,around_D044_D043_exit,long,30243,9473,20770,31.32295076546639,4.80141963330718,4.892821967143446,3.351233773567197,101.37761829133282,597,0,0.01,0.0004,0.08,EM26_A_005,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.9,2.6,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_006,top_exit_mix,around_D044_D043_exit,long,30078,9182,20896,30.527295697852253,5.245912247260964,5.327031804309024,3.2214475354678584,101.93397673406766,597,0,0.01,0.0004,0.08,EM26_A_006,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.9,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_007,top_exit_mix,around_D044_D043_exit,long,29934,9002,20932,30.072826885815463,8.06020969240091,8.07886478278068,3.3861927705425288,104.41910607702174,597,0,0.01,0.0004,0.08,EM26_A_007,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.9,3.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_008,top_exit_mix,around_D044_D043_exit,long,29710,8725,20985,29.36721642544598,5.7908476781492135,5.875144802274801,3.5872595296231546,102.07712858085289,597,0,0.01,0.0004,0.08,EM26_A_008,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.9,3.3,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_009,top_exit_mix,around_D044_D043_exit,long,29693,9508,20185,32.021015054053144,11.566966028410075,11.795794599465825,2.6811224010798607,108.79841250699431,597,0,0.01,0.0004,0.08,EM26_A_009,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.0,2.6,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_010,top_exit_mix,around_D044_D043_exit,long,29518,9329,20189,31.60444474557897,12.766722928231445,12.844791008780664,2.7446932034757565,109.74754769948623,597,0,0.01,0.0004,0.08,EM26_A_010,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.0,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_011,top_exit_mix,around_D044_D043_exit,long,29363,9117,20246,31.049279705752138,11.968957515779245,12.167597739039792,3.7481105522853775,107.96343217193782,597,0,0.01,0.0004,0.08,EM26_A_011,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.0,3.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_012,top_exit_mix,around_D044_D043_exit,long,29185,8865,20320,30.375192735994517,8.817070409543359,8.87422283702537,4.498551327186706,103.97646004062615,597,0,0.01,0.0004,0.08,EM26_A_012,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.0,3.3,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_013,top_exit_mix,around_D044_D043_exit,long,29209,9558,19651,32.72279092060666,14.8673517498197,15.021172459541287,3.6887933338731416,110.778279117311,597,0,0.01,0.0004,0.08,EM26_A_013,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.1,2.6,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_014,top_exit_mix,around_D044_D043_exit,long,29037,9339,19698,32.16241347246616,14.095672653452883,14.316373372838909,4.106944248090361,109.6214636519776,597,0,0.01,0.0004,0.08,EM26_A_014,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.1,2.8,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_015,top_exit_mix,around_D044_D043_exit,long,28915,9185,19730,31.76551962649144,12.499813064299058,12.582971368944307,4.109084939577601,107.95684144789405,597,0,0.01,0.0004,0.08,EM26_A_015,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.1,3.0,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_A_016,top_exit_mix,around_D044_D043_exit,long,28773,9028,19745,31.376637820178637,13.734058400969818,13.852600354550493,4.836508786779192,108.34610933442606,597,0,0.01,0.0004,0.08,EM26_A_016,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,1.1,3.3,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_017,pure_crash_recovery_mix,around_A019,long,30835,9977,20858,32.35608886006162,5.611362188207014,5.712401354531815,2.8021428155968975,102.75018889478085,597,0,0.01,0.0004,0.08,EM26_B_017,-0.22,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_018,pure_crash_recovery_mix,around_A019,long,26064,8472,17592,32.50460405156538,6.206170801094157,6.606800580206529,2.713605216142967,103.71391287889891,597,0,0.01,0.0004,0.08,EM26_B_018,-0.22,12,240,0.1,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_019,pure_crash_recovery_mix,around_A019,long,22038,7183,14855,32.59370178782104,4.566625949893166,4.778425142429832,1.9601560975296972,102.72460445310492,597,0,0.01,0.0004,0.08,EM26_B_019,-0.22,12,240,0.12,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_020,pure_crash_recovery_mix,around_A019,long,23245,7643,15602,32.88018928801893,7.723503231578732,7.8754876097191895,2.1715573473120475,105.53290953258164,597,0,0.01,0.0004,0.08,EM26_B_020,-0.25,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_021,pure_crash_recovery_mix,around_A019,long,20111,6619,13492,32.91233653224603,7.404152045663093,7.470919417687383,2.0864563390265545,105.22858560688692,597,0,0.01,0.0004,0.08,EM26_B_021,-0.25,12,240,0.1,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_022,pure_crash_recovery_mix,around_A019,long,17389,5790,11599,33.29691184081891,7.424642378424129,7.835548388883851,1.7594021221383427,105.93828746211031,597,0,0.01,0.0004,0.08,EM26_B_022,-0.25,12,240,0.12,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_023,pure_crash_recovery_mix,around_A019,long,16734,5522,11212,32.99868531134218,6.482415454993662,6.803195305794363,2.9576043787659323,103.64437932476825,597,0,0.01,0.0004,0.08,EM26_B_023,-0.28,12,240,0.08,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_024,pure_crash_recovery_mix,around_A019,long,14722,4922,9800,33.432957478603456,9.298588682354293,9.505182537041733,1.9055465340495847,107.41851032660246,597,0,0.01,0.0004,0.08,EM26_B_024,-0.28,12,240,0.1,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
LONG_EVENT_MEMORY_V26_MIX_EXTEND_1H,EM26_B_025,pure_crash_recovery_mix,around_A019,long,12969,4338,8631,33.448993754337266,7.025060010435746,7.192020540523814,2.1057126194620412,104.93486463694566,597,0,0.01,0.0004,0.08,EM26_B_025,-0.28,12,240,0.12,0.012,0.9,4.0,0.0,0.18,0.35,0.2,0.82,-0.16,0.18,-0.35,0.35,28,72,0.82,0.74,0.001,0.095,0.58,0.48,0.85,2.4,14,18,6,-0.5,mdd_under5,official candidate pool
