combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sx2,long,309,243,66,78.64077669902912,0.002809021149823668,0.8679875352955133,63
lx2_sx2,short,892,100,792,11.210762331838566,0.00908400329173942,8.102930936231562,48
lx2_sm2,long,309,243,66,78.64077669902912,0.002809021149823668,0.8679875352955133,63
lx2_sm2,short,1932,213,1719,11.024844720496894,0.004843062358755566,9.356796477115752,173
