strategy,axis,baseline_version,engine,data_scope,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,forced_end_trades,active_leftover,pending_leftover,load_errors,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,atr_stop_mult,rr_mult,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,previous_strategy,previous_version,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,delta_pf_vs_previous
smv12_topmix2_07_mix2_07_top1_reduce_frac000,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,66572,5664,60908,8.508081475695487,6864.507074601753,6864.507074601753,3.2701695697124222,6736.755883567657,2.190937542731158,305,305,3524,12,0,0,0,0.0004,0.01,0.032,1.3,2.35,2.15,5.4,3,0.0,240,12,0.035,4,smv11_topcombo1_03_combo03_stop215_rr540_tr4_top1_plus_rr540,short_max/v12,4220.190005886,4.260534220480682,4136.12683229544,1.7783712609125915,2600.629051272217,-0.9903646507682602,2709,0.4125662818185667
