experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
short_div_baseline_dd,28017,411.54561794071856,3.115456179407186,411.8121500140241,3.1181215001402407,0.15062283613520364,1.4456819511935943,-0.047588861718357967,286,286,3341,0
short_div_confirmation24,20676,290.4706563470245,1.9047065634702447,290.60635918682345,1.9060635918682345,0.1451441284581157,1.4143214687535768,-0.04090181025970663,157,157,3341,0
short_div_first_after_quiet48,7346,147.4925260057643,0.4749252600576428,147.51912867034605,0.47519128670346045,0.16811870405662946,1.489746242841088,-0.01690218627673834,130,130,3341,0
short_div_reentry_gap48,8357,153.11003678247803,0.5311003678247803,153.1376526560611,0.531376526560611,0.16620796936699772,1.4743643596430207,-0.01707502744910372,151,151,3341,0
short_div_us_hours_only,9798,125.2312971564133,0.252312971564133,126.17899949156018,0.26178999491560173,0.13563992651561543,1.1899834144443655,-0.025126265619611954,80,80,3341,0
short_div_asia_hours_only,18219,328.62852061106554,2.2862852061106556,328.84135252356185,2.2884135252356184,0.15868049838081125,1.5045432892277963,-0.04758886171836063,286,286,3341,0
short_div_confirmation_plus_reentry,5871,123.18961574185668,0.23189615741856695,123.57487681643306,0.23574876816433066,0.1488673139158576,1.29171453013706,-0.026191632623798977,88,88,3341,0
short_div_quiet_plus_reentry,7346,147.4925260057643,0.4749252600576428,147.51912867034605,0.47519128670346045,0.16811870405662946,1.489746242841088,-0.01690218627673834,130,130,3341,0
short_div_dense_skip30,27373,351.396316522962,2.51396316522962,351.623893697185,2.51623893697185,0.14580060643699996,1.4012582517975627,-0.03680490546466375,55,55,3341,0
short_div_dense_skip30_confirm,20525,273.83915382909083,1.7383915382909083,273.96708672011016,1.7396708672011014,0.14289890377588307,1.3931569722920287,-0.04090181025970663,38,38,3341,0
