label,initial_asset,fee_per_side,round_trip_fee,position_fraction,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,errors,ruined,expected_trades,count_match,raw_candidates,generated_trades_before_guard,expected_generated_before_guard,blocked_by_guard,expected_blocked_by_guard,blocked_by_same_symbol,skipped_invalid,active_leftover,stage
short_main_v6_baseline_trade_generation,100.0,0.0004,0.0008,0.01,36542,0,36542,5020,31522,13.73761698867057,526.7453307093567,527.0510931351978,4.992791082502089,595.7437420744117,284,3938,0,False,33989,0,52481,36856,34019,314,30,15625,0,0,baseline_trade_generation
