run_label,method,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAIN_V6_V4_EMBEDDED_TRADELOG_MERGE,embedded_baselines_generate_tradelogs_then_timeline_merge,100.0,0.0004,0.0008,0.00125,800,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_main_v6_timeout210,597,126615,52481,93577,57035,36542,25471,68106,27.2192953396668,50.06143242284355,50.07058059777785,1.940006672416613,147.1592013208466,453,20682,0,0,0,False
