symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,exit_reason,equity_after_exit,position_fraction,fee_per_side,plan_id
OGN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,195702,195703,195710,1676003700,1676005800,0.1348,0.141304676344682,0.04745427555402073,target,109.11771982319082,0.01,0.0004,19735
ONT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,315209,315210,315217,1676003700,1676005800,0.2245,0.22184407498604822,-0.012630400953014686,stop,109.10393781766636,0.01,0.0004,19736
QTUM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,312617,312618,312626,1676003700,1676006100,2.786,2.75335645217848,-0.01251699491081113,stop,109.03150957905667,0.01,0.0004,19741
REEF,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,206645,206646,206654,1676003700,1676006100,0.00326,0.00322353919345243,-0.011984296486984602,stop,109.01844291968447,0.01,0.0004,19742
RVN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,206358,206359,206364,1676003700,1676005200,0.02928,0.028946987708956515,-0.01217337059574739,stop,109.11186373738258,0.01,0.0004,19731
SKL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,228527,228528,228549,1676003700,1676010000,0.04059,0.0402,-0.01040827790096086,time,108.90607548132333,0.01,0.0004,19763
STORJ,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,252438,252439,252460,1676003700,1676010000,0.3931,0.3911,-0.005887763927753786,time,108.899663348696,0.01,0.0004,19764
SUSHI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255894,255895,255916,1676003700,1676010000,1.297,1.291,-0.005426060138781863,time,108.89375438747176,0.01,0.0004,19765
T,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,2382,2383,2404,1676003700,1676010000,0.0388,0.03902,0.004870103092783485,time,108.89905762557203,0.01,0.0004,19766
VET,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,314346,314347,314355,1676003700,1676006100,0.02404,0.023787049376977263,-0.011322072505105507,stop,109.00609977253318,0.01,0.0004,19743
WAVES,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,262518,262519,262540,1676003700,1676010000,2.432,2.399660736920075,-0.01409739435852173,stop,108.88370569596583,0.01,0.0004,19767
FET,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,6857,6858,6866,1676012400,1676014800,0.3938,0.3865010593788982,-0.019334638448709394,stop,108.86265342513995,0.01,0.0004,19768
MINA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,715,716,716,1676014800,1676014800,0.7471,0.7359882067180745,-0.01567323421486475,stop,108.84559112649612,0.01,0.0004,19769
HIGH,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,818,819,820,1676015100,1676015400,2.941,2.889659288875247,-0.01825688919576782,stop,108.82571930752968,0.01,0.0004,19770
LDO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,40448,40449,40450,1676015100,1676015400,2.4686,2.411061610969574,-0.024108105416197765,stop,108.79948348839909,0.01,0.0004,19771
1000SHIB,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,184383,184384,184387,1676015700,1676016600,0.011694,0.012077316591069007,0.03197891149897449,target,108.83427637893519,0.01,0.0004,19772
ALICE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,200398,200399,200420,1676015700,1676022000,1.666,1.713,0.027411284513805614,time,110.82103592338494,0.01,0.0004,19817
API3,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,101608,101609,101617,1676015700,1676018100,1.599,1.6623213838706092,0.03880061530369563,target,109.21916024128733,0.01,0.0004,19781
APT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,32794,32795,32799,1676015700,1676016900,12.7578,13.309489380767632,0.042443300629233204,target,108.88046923804635,0.01,0.0004,19773
AR,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,143944,143945,143954,1676015700,1676018400,10.066,10.496498289653394,0.04196756304921436,target,109.26499686122341,0.01,0.0004,19782
ARPA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,137896,137897,137910,1676015700,1676019600,0.03693,0.03821297719934022,0.0339407852515631,target,109.51301297487296,0.01,0.0004,19787
ATA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,152008,152009,152022,1676015700,1676019600,0.1424,0.1477305222633466,0.03663344286058003,target,109.55313136190601,0.01,0.0004,19788
ATOM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,316352,316353,316374,1676015700,1676022000,13.199,13.512,0.02291391772103948,time,110.84642936437403,0.01,0.0004,19818
AXS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,233758,233759,233780,1676015700,1676022000,10.007,10.151,0.013589927051064344,time,110.86149331326337,0.01,0.0004,19819
BAKE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,181918,181919,181939,1676015700,1676021700,0.2027,0.2097932413564485,0.034193790609020745,target,110.79066677849954,0.01,0.0004,19816
BAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,314673,314674,314688,1676015700,1676019900,0.2578,0.26647053728314146,0.03283280559791115,target,109.97073325591175,0.01,0.0004,19798
BCH,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,330791,330792,330797,1676015700,1676017200,121.76,126.13059974841526,0.03509520161313442,target,108.91868105824277,0.01,0.0004,19774
BEL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,234334,234335,234351,1676015700,1676020500,0.5381,0.557162175086164,0.03462496763829006,target,110.6742004456476,0.01,0.0004,19813
BLZ,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,252190,252191,252206,1676015700,1676020200,0.08504,0.0888047589237909,0.04347044830422044,target,110.52762598787086,0.01,0.0004,19810
C98,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,154024,154025,154046,1676015700,1676022000,0.2395,0.2439,0.017571607515657697,time,110.88097345975437,0.01,0.0004,19820
CHZ,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,215902,215903,215917,1676015700,1676019900,0.13392,0.13850891247824265,0.03346607286620853,target,110.00753614163467,0.01,0.0004,19799
COMP,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,274918,274919,274940,1676015700,1676022000,47.87,49.19,0.026774681428869764,time,110.91066148716345,0.01,0.0004,19821
COTI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,202078,202079,202092,1676015700,1676019600,0.0834,0.08692304762068791,0.041442777226473736,target,109.59853322208095,0.01,0.0004,19789
CRV,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256798,256799,256820,1676015700,1676022000,0.945,0.982,0.03835343915343916,time,110.95319954023161,0.01,0.0004,19822
CTSI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,135880,135881,135894,1676015700,1676019600,0.1417,0.1471548110689152,0.0376954909591757,target,109.63984692726306,0.01,0.0004,19790
DEFI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,257950,257951,257967,1676015700,1676020500,593.3,612.0877727190136,0.03086656450196137,target,110.70836176911517,0.01,0.0004,19814
DENT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,198082,198083,198096,1676015700,1676019600,0.000863,0.0008941332104182533,0.03527556247769783,target,109.67852299996633,0.01,0.0004,19791
DUSK,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,114856,114857,114870,1676015700,1676019600,0.1408,0.14572077686228324,0.03414869930598887,target,109.71597678898883,0.01,0.0004,19792
EGLD,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,253054,253055,253076,1676015700,1676022000,41.15,42.21,0.024959416767922262,time,110.9808928117222,0.01,0.0004,19823
ENJ,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,248734,248735,248756,1676015700,1676022000,0.4334,0.439,0.01212108906322098,time,110.99434490458306,0.01,0.0004,19824
ETC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,322738,322739,322753,1676015700,1676019900,20.382,20.995700924902685,0.02930994627135144,target,110.03977929137223,0.01,0.0004,19800
FIL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,243850,243851,243857,1676015700,1676017500,4.624,4.784378555009024,0.033883943557314965,target,109.01225488837021,0.01,0.0004,19776
FLM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,248734,248735,248756,1676015700,1676022000,0.0958,0.0977,0.01903298538622136,time,111.01547044202827,0.01,0.0004,19825
FTM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,250174,250175,250189,1676015700,1676019900,0.4344,0.4534730766430061,0.043106714187398996,target,110.0872138245238,0.01,0.0004,19801
GMT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,95554,95555,95576,1676015700,1676022000,0.4183,0.4257,0.016890652641644712,time,111.03422167951913,0.01,0.0004,19826
GRT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,225406,225407,225412,1676015700,1676017200,0.14081,0.14824618707398363,0.05201007793468961,target,108.9753297491466,0.01,0.0004,19775
GTC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,175336,175337,175343,1676015700,1676017500,1.717,1.7877545573252476,0.04040824538453549,target,109.05630482782472,0.01,0.0004,19777
HOOK,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,5134,5135,5156,1676015700,1676022000,2.607,2.751,0.05443590333716899,time,111.0946641611038,0.01,0.0004,19827
IMX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,104776,104777,104786,1676015700,1676018400,0.8428,0.8882093305486507,0.05307912974448361,target,109.32299377067268,0.01,0.0004,19783
INJ,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,50929,50930,50943,1676015700,1676019600,3.205,3.3466844591236162,0.04340731953934975,target,109.76360155361935,0.01,0.0004,19793
IOTX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,157480,157481,157502,1676015700,1676022000,0.02834,0.02885,0.01719576570218764,time,111.11376773926057,0.01,0.0004,19828
JASMY,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,85192,85193,85211,1676015700,1676021100,0.006177,0.006429864584950804,0.040136471580185205,target,110.75279619927352,0.01,0.0004,19815
KAVA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,266877,266878,266899,1676015700,1676022000,0.8465,0.8671,0.023535499113998794,time,111.13991891908238,0.01,0.0004,19829
KSM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,244414,244415,244436,1676015700,1676022000,32.43,32.85,0.01215097132284928,time,111.15342349875849,0.01,0.0004,19830
LIT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,207838,207839,207853,1676015700,1676019900,1.136,1.2008004806167025,0.05624267659921003,target,110.1491298201722,0.01,0.0004,19802
LPT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,131272,131273,131285,1676015700,1676019300,8.403,8.752173646602573,0.040753450744088225,target,109.41834591477475,0.01,0.0004,19785
LUNA2,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,44014,44015,44029,1676015700,1676019900,1.6988,1.784540970948615,0.04967149219956148,target,110.20384253659873,0.01,0.0004,19803
MAGIC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,4558,4559,4574,1676015700,1676020200,1.4694,1.5563485826244179,0.058372847845663454,target,110.59214411081619,0.01,0.0004,19811
MANA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,200638,200639,200660,1676015700,1676022000,0.661,0.6738,0.018564599092284386,time,111.17405868620838,0.01,0.0004,19831
NEAR,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,244114,244115,244136,1676015700,1676022000,2.213,2.242,0.012304383190239543,time,111.18773796839729,0.01,0.0004,19832
NEO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,313513,313514,313529,1676015700,1676020200,8.953,9.314330455386255,0.039558589901290596,target,110.63589280356804,0.01,0.0004,19812
NKN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,193438,193439,193453,1676015700,1676019900,0.09937,0.10327036244159782,0.03845090511822304,target,110.24621691152912,0.01,0.0004,19804
OCEAN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,238654,238655,238667,1676015700,1676019300,0.41984,0.442242590377228,0.052559828451857936,target,109.4758560096824,0.01,0.0004,19786
OGN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,195742,195743,195757,1676015700,1676019900,0.1281,0.13435846804442425,0.0480561127589715,target,110.29919695784062,0.01,0.0004,19805
ONE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,199774,199775,199788,1676015700,1676019600,0.02277,0.02362872138276559,0.03691284070116776,target,109.80411841700871,0.01,0.0004,19794
ONT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,315249,315250,315263,1676015700,1676019600,0.2087,0.2159962792426484,0.03416060969165504,target,109.84162817332651,0.01,0.0004,19795
OP,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,72970,72971,72980,1676015700,1676018400,2.3114,2.420609478647855,0.046448195313599915,target,109.37377232834197,0.01,0.0004,19784
QTUM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,312657,312658,312672,1676015700,1676019900,2.583,2.676296831156627,0.03531956297198082,target,110.33815415216773,0.01,0.0004,19806
REEF,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,206685,206686,206699,1676015700,1676019600,0.003012,0.0031385287615249215,0.041208220957809204,target,109.88689195416784,0.01,0.0004,19796
REN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,244702,244703,244724,1676015700,1676022000,0.07961,0.08149,0.022815123728174982,time,111.21310558838533,0.01,0.0004,19833
ROSE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,116872,116873,116887,1676015700,1676019900,0.0616,0.06475830069645529,0.05047111520219629,target,110.39384304906186,0.01,0.0004,19807
RSR,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,242973,242974,242995,1676015700,1676022000,0.003931,0.003985,0.012936962604935287,time,111.2274931862671,0.01,0.0004,19834
RVN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,206398,206399,206420,1676015700,1676022000,0.02808,0.02876,0.023416524216524206,time,111.25353879914451,0.01,0.0004,19835
SAND,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,214750,214751,214765,1676015700,1676019900,0.7083,0.736509192855783,0.039026617048966504,target,110.43692603143427,0.01,0.0004,19808
SFP,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,206110,206111,206125,1676015700,1676019900,0.4493,0.46702086019339917,0.03864104205074383,target,110.47960001046161,0.01,0.0004,19809
SNX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,261982,261983,261989,1676015700,1676017500,2.289,2.379927941298928,0.0389238712533543,target,109.09875376350956,0.01,0.0004,19778
SOL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,253054,253055,253076,1676015700,1676022000,20.043,20.499,0.021951085166891062,time,111.27796015819749,0.01,0.0004,19836
STG,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,48514,48515,48536,1676015700,1676022000,0.7597,0.7622,0.002490772673423703,time,111.28073183922065,0.01,0.0004,19837
TRB,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256222,256223,256244,1676015700,1676022000,16.08,16.35,0.015991044776119703,time,111.29852679087625,0.01,0.0004,19838
UNFI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,207550,207551,207564,1676015700,1676019600,5.063,5.287041532745977,0.04345074713529087,target,109.93463862972568,0.01,0.0004,19797
WOO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,88648,88649,88670,1676015700,1676022000,0.21083,0.21521,0.019975032016316476,time,111.32075870723642,0.01,0.0004,19839
ZEC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,316978,316979,317000,1676015700,1676022000,42.32,42.85,0.01172362948960295,time,111.33380954053227,0.01,0.0004,19840
ZEN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,232606,232607,232613,1676015700,1676017500,9.516,9.889883812236821,0.038490018099708,target,109.14074589357969,0.01,0.0004,19779
ZIL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,278374,278375,278396,1676015700,1676022000,0.02646,0.027,0.019608163265306146,time,111.35564005567647,0.01,0.0004,19841
ZRX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,276646,276647,276653,1676015700,1676017500,0.222,0.22951105116588538,0.03303356381029445,target,109.17679897151748,0.01,0.0004,19780
DYDX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,149129,149130,149151,1676016000,1676022300,2.454,2.521,0.02650236348818238,time,111.38515193216861,0.01,0.0004,19842
ANKR,short,short_main_v6_timeout210,214480,214481,214489,1676021100,1676023500,0.03213,0.03218598863244904,-0.0025395343386344963,stop,122.67205648773836,0.01,0.0004,66568
T,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,2446,2447,2468,1676022900,1676029200,0.03565,0.03729,0.045202805049088156,time,111.43550114525014,0.01,0.0004,19843
ANKR,short,short_main_v6_timeout210,214489,214490,214498,1676023800,1676026200,0.03278,0.032848017329772265,-0.0028706677389207283,stop,122.66853498058809,0.01,0.0004,66569
MASK,short,short_main_v6_timeout210,153283,153284,153494,1676052600,1676115600,3.687,3.621,0.017427009113504612,timeout,122.4247638864755,0.01,0.0004,66583
MINA,short,short_main_v6_timeout210,849,850,858,1676055000,1676057400,0.8333,0.8347097653605179,-0.0024889287977946976,stop,122.66548184809513,0.01,0.0004,66570
DUSK,short,short_main_v6_timeout210,114989,114990,115000,1676055600,1676058600,0.17692,0.17719734020832378,-0.002365148822198603,stop,122.66258062689595,0.01,0.0004,66571
MINA,short,short_main_v6_timeout210,863,864,872,1676059200,1676061600,0.8834,0.885287809588539,-0.002932424696344226,stop,122.56983645452884,0.01,0.0004,66574
IMX,short,short_main_v6_timeout210,104922,104923,104926,1676059500,1676060400,0.9984,1.0314132740027666,-0.032807804082884175,stop,122.5734308280856,0.01,0.0004,66573
DUSK,short,short_main_v6_timeout210,115003,115004,115005,1676059800,1676060100,0.18534,0.1928784956028683,-0.03988416839993323,stop,122.61365767667502,0.01,0.0004,66572
FET,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,7016,7017,7018,1676060100,1676060400,0.412,0.4058720166173425,-0.015673746074411275,stop,111.41803502776389,0.01,0.0004,19844
DUSK,short,short_main_v6_timeout210,115005,115006,115014,1676060400,1676062800,0.18922,0.18962682631553182,-0.0029454048640505707,stop,122.56622627660404,0.01,0.0004,66575
LRC,short,short_main_v6_timeout210,243124,243125,243142,1676061000,1676066100,0.4049,0.4055926210396964,-0.002507676628635246,stop,122.5631527119931,0.01,0.0004,66576
FXS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,6151,6152,6154,1676061600,1676062200,11.051,10.926254341656986,-0.012088178295449703,stop,111.38855932719382,0.01,0.0004,19846
LDO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,40603,40604,40605,1676061600,1676061900,2.4236,2.390715112141414,-0.014368611923826524,stop,111.4020258026976,0.01,0.0004,19845
MINA,short,short_main_v6_timeout210,887,888,888,1676066400,1676066400,0.9122,0.9549806205772992,-0.045597370392121285,stop,122.50726713728675,0.01,0.0004,66577
DUSK,short,short_main_v6_timeout210,115026,115027,115037,1676066700,1676069700,0.21495,0.21550966583408718,-0.003396940754007959,stop,122.4621529693304,0.01,0.0004,66579
LRC,short,short_main_v6_timeout210,243144,243145,243355,1676067000,1676130000,0.411,0.3887,0.0565707229225624,timeout,122.45270797998772,0.01,0.0004,66588
