label,initial_asset,fee_per_side,round_trip_fee,position_fraction,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,errors,ruined,expected_trades,count_match,raw_candidates,blocked_by_cooldown,skipped_invalid,active_leftover,stage
long_main_v9_baseline_trade_generation,100.0,0.0004,0.0008,0.01,57035,57035,0,20451,36584,35.85692995529061,305.034718108415,311.7378831173343,21.705549509460955,322.36791304809486,441,16744,0,False,57035,1,126615,69580,0,0,baseline_trade_generation
