experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
non_top200_reference_atr020,86832,1196.0060544860653,10.960060544860653,1222.769795270078,11.22769795270078,0.3785816288925742,1.226414423594533,-0.4094334384685051,386,386,7703,0
mdd_short_s21,85220,1180.9166154792497,10.809166154792496,1209.18277821659,11.091827782165899,0.37859657357427834,1.2293680276184686,-0.40796968444914283,386,386,7703,0
mdd_short_s22,83290,1181.8901391039224,10.818901391039224,1211.9901631569624,11.119901631569624,0.37913314923760355,1.2348993293119148,-0.405456550046445,386,386,7703,0
mdd_balanced_l17_s22,82821,1177.9267655722786,10.779267655722785,1206.8430358315286,11.068430358315286,0.3790705255913355,1.2355874051265296,-0.4041260084494839,386,386,7703,0
mdd_balanced_l17_s23,80789,1162.3819224137392,10.623819224137392,1190.3232977808043,10.903232977808043,0.3794823552711384,1.238924187680199,-0.40129767479469547,386,386,7703,0
mdd_asym_short,81419,1102.4476731504174,10.024476731504173,1137.6022428433967,10.376022428433966,0.37846202974735627,1.2361461634620792,-0.4091482141739632,386,386,7241,0
mdd_asym_short_s22,78358,1102.892217461646,10.02892217461646,1143.0068073371792,10.430068073371793,0.3795783455422548,1.2440161764286632,-0.40734838670942897,386,386,7241,0
mdd_asym_both,74923,1037.6149420003849,9.376149420003848,1067.931381794309,9.67931381794309,0.3773874511164796,1.2489732532955593,-0.399584297683804,379,379,6857,0
mdd_asym_both_s22,71862,1038.0375134528306,9.380375134528306,1073.0083017418353,9.730083017418353,0.3785589045670869,1.2578473863457968,-0.3977544900812554,379,379,6857,0
mdd_early_reduce14_r012,86873,1175.3092461688266,10.753092461688265,1187.5918274610865,10.875918274610864,0.35612906196401645,1.2344606530934985,-0.414793271283863,386,386,7702,0
mdd_early_reduce14_r010_asym_short_s22,78401,1098.5124308763714,9.985124308763714,1119.7214678347361,10.197214678347361,0.35283988724633614,1.256385361294187,-0.4114063990139989,386,386,7240,0
mdd_early_reduce12_r010_asym_both_s22,71952,1012.7408743780358,9.127408743780357,1031.9880543658678,9.319880543658678,0.33637702913053147,1.2760130784516532,-0.42665175558080626,379,379,6857,0
mdd_atr025_cap22_asym_short_s22,77330,1107.5805097916382,10.075805097916382,1147.8237649030807,10.478237649030808,0.3799560325876115,1.2474594985544767,-0.4075575668501471,386,386,7241,0
