symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,return,score,same_bar,exit_reason,id,equity_after_exit,position_fraction,fee_per_side
ETC,short,short_max_v7_devw120,3532,3533,3533,1580253900,1580253900,11.39,11.620980030287711,-0.020676123157058,-0.020676123157058,2.4175926394589977,True,stop,18,99.84342567026641,0.01,0.0004
ETC,short,short_max_v7_devw120,3534,3535,3643,1580254500,1580286900,11.553,11.566154290208834,-0.001937308899637368,-0.001937308899637368,2.420647435424713,False,stop,19,99.8414913946952,0.01,0.0004
ETC,short,short_max_v7_devw120,5109,5110,5156,1580727000,1580740800,12.153,12.161397481511612,-0.0014905030054628058,-0.0014905030054628058,3.002055214953069,False,stop,20,99.84000325426526,0.01,0.0004
XRP,short,short_max_v7_devw120,8433,8434,8434,1580861400,1580861400,0.2668,0.2705392773944046,-0.014621569386959332,-0.014621569386959332,3.5163425373673722,True,stop,21,99.82540507891349,0.01,0.0004
BCH,short,short_max_v7_devw120,13845,13846,13854,1580931900,1580934300,416.25,416.56493394914804,-0.0015560260681627184,-0.0015560260681627184,3.7073879671800456,False,stop,22,99.82385176958782,0.01,0.0004
ETC,short,short_max_v7_devw120,5997,5998,6007,1580993400,1580996100,13.012,13.02052104784319,-0.0014544321699476496,-0.0014544321699476496,3.315278773661839,False,stop,23,99.8223998993744,0.01,0.0004
TRX,short,short_max_v7_devw120,6414,6415,6440,1581032400,1581039900,0.0231,0.023139821010941558,-0.0025208867312642483,-0.0025208867312642483,3.391609140707862,False,stop,24,99.8198834897405,0.01,0.0004
DASH,short,short_max_v7_devw120,1123,1124,1132,1581173100,1581175500,128.67,128.82449839419115,-0.0019992935824862715,-0.0019992935824862715,3.4114693988619544,False,stop,25,99.81788779721585,0.01,0.0004
XTZ,short,short_max_v7_devw120,1713,1714,1717,1581522600,1581523500,3.219,3.274191503491428,-0.01765652883546207,-0.01765652883546207,2.9569620326690664,False,stop,26,99.80026342307399,0.01,0.0004
XTZ,short,short_max_v7_devw120,1843,1844,1846,1581561600,1581562200,3.479,3.550736958635821,-0.021003399877692484,-0.021003399877692484,2.976253551866513,False,stop,27,99.77930197466824,0.01,0.0004
XTZ,short,short_max_v7_devw120,3755,3756,3768,1582135200,1582138800,3.693,3.6961009028869007,-0.001638965972081218,-0.001638965972081218,2.8802953653636267,False,stop,28,99.7776666258617,0.01,0.0004
XTZ,short,short_max_v7_devw120,5870,5871,5879,1582769700,1582772100,2.792,2.7971519812487546,-0.002641866757077204,-0.002641866757077204,3.0339297929933675,False,stop,29,99.77503063285613,0.01,0.0004
DASH,short,short_max_v7_devw120,6727,6728,6736,1582854300,1582856700,93.2,93.2620458859337,-0.0014652854904082294,-0.0014652854904082294,3.8529167065722927,False,stop,30,99.77356864380921,0.01,0.0004
LINK,short,short_max_v7_devw120,15952,15953,15961,1584066300,1584068700,2.669,2.676004275515781,-0.00341743808852144,-0.00341743808852144,2.4202736138329244,False,stop,31,99.7701589438721,0.01,0.0004
TRX,short,short_max_v7_devw120,16614,16615,16638,1584092400,1584099300,0.00952,0.009557074103183807,-0.004679231528764238,-0.004679231528764238,2.719971016483738,False,stop,32,99.7654904671385,0.01,0.0004
ETH,short,short_max_v7_devw120,30754,30755,30763,1584099600,1584102000,116.83,118.81101090600241,-0.017473630591104825,-0.017473630591104825,4.15,False,stop,33,99.74805781387687,0.01,0.0004
ADA,short,short_max_v7_devw120,12032,12033,12041,1584099900,1584102300,0.0245,0.024620234438619652,-0.00568356188968897,-0.00568356188968897,2.6523254043238866,False,stop,39,99.74238758048162,0.01,0.0004
ATOM,short,short_max_v7_devw120,9966,9967,9975,1584099900,1584102300,1.607,1.633687048125082,-0.017135471445225512,-0.017135471445225512,2.5848295159534254,False,stop,40,99.72529229335044,0.01,0.0004
IOST,short,short_max_v7_devw120,5983,5984,5992,1584099900,1584102300,0.002137,0.002148993272216399,-0.006380879368705216,-0.006380879368705216,2.5490637383396875,False,stop,41,99.61862602060627,0.01,0.0004
IOTA,short,short_max_v7_devw120,8576,8577,8585,1584099900,1584102300,0.1035,0.10404298856454053,-0.006018886654757227,-0.006018886654757227,3.1411804189842716,False,stop,36,99.61262124881449,0.01,0.0004
LTC,short,short_max_v7_devw120,18367,18368,18376,1584099900,1584102300,33.44,33.61411429258827,-0.005979797125479002,-0.005979797125479002,2.8687631584412228,False,stop,38,99.45492903955287,0.01,0.0004
