run_label,method,initial_asset,fee_per_side,round_trip_fee,position_fraction,leverage,effective_notional_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAX_V7_V7_LEV10_SPLIT500,embedded_baselines_generate_tradelogs_then_timeline_merge,100.0,0.0004,0.0008,0.002,10.0,0.02,500,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_max_v7_devw120,597,126615,70917,100716,57035,43681,26491,74225,26.302672862305894,305709.81003262376,306157.0216115758,26.651281747106438,224635.59991157806,454,20427,0,0,0,False
