batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,legacy_equity_cd_value,official_pass_mdd_lt_5,verdict,description
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P3_SHOCKLOW_RARE22_C1_I078_hybrid_cover_hyb08,8V5_V51P_V032_shocklow_rare22_c1,shocklow_rare22_c1,hybrid_cover,long,5m,597,1227,247,980,20.130399,-6.278021,0.0,6.278021,0.0,87.838094,False,mdd_fail,8V6 improvement from 8V5_V51P_V032_shocklow_rare22_c1; group=hybrid_cover; tag=hyb08; focus=limited hybrid of safe branches without over-suppressing V51 edge
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P2_CORE_BASE_I078_hybrid_cover_hyb08,8V5_V51P_V001_core_base,core_base,hybrid_cover,long,5m,597,1235,252,983,20.404858,-6.318294,0.0,6.318294,0.0,87.762621,False,mdd_fail,8V6 improvement from 8V5_V51P_V001_core_base; group=hybrid_cover; tag=hyb08; focus=limited hybrid of safe branches without over-suppressing V51 edge
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I078_hybrid_cover_hyb08,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,hybrid_cover,long,5m,597,1244,249,995,20.016077,-6.382317,0.0,6.382317,0.0,87.642705,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=hybrid_cover; tag=hyb08; focus=limited hybrid of safe branches without over-suppressing V51 edge
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I066_mdd_compress_mdd31,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,mdd_compress,long,5m,597,1518,174,1344,11.462451,-6.485732,0.0,6.485732,0.0,87.449183,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=mdd_compress; tag=mdd31; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I036_mdd_compress_mdd01,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,mdd_compress,long,5m,597,1730,199,1531,11.50289,-7.46154,0.0,7.46154,0.0,85.633665,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=mdd_compress; tag=mdd01; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P2_CORE_BASE_I062_mdd_compress_mdd27,8V5_V51P_V001_core_base,core_base,mdd_compress,long,5m,597,1608,418,1190,25.995025,-7.454989,0.0,7.477659,0.0,85.62481,False,mdd_fail,8V6 improvement from 8V5_V51P_V001_core_base; group=mdd_compress; tag=mdd27; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P3_SHOCKLOW_RARE22_C1_I062_mdd_compress_mdd27,8V5_V51P_V032_shocklow_rare22_c1,shocklow_rare22_c1,mdd_compress,long,5m,597,1626,417,1209,25.645756,-7.653577,0.0,7.653577,0.0,85.278618,False,mdd_fail,8V6 improvement from 8V5_V51P_V032_shocklow_rare22_c1; group=mdd_compress; tag=mdd27; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I062_mdd_compress_mdd27,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,mdd_compress,long,5m,597,1632,419,1213,25.67402,-7.670243,0.0,7.670243,0.0,85.24784,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=mdd_compress; tag=mdd27; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P2_CORE_BASE_I061_mdd_compress_mdd26,8V5_V51P_V001_core_base,core_base,mdd_compress,long,5m,597,1809,320,1489,17.689331,-9.493724,0.0,9.493724,0.0,81.913861,False,mdd_fail,8V6 improvement from 8V5_V51P_V001_core_base; group=mdd_compress; tag=mdd26; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I061_mdd_compress_mdd26,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,mdd_compress,long,5m,597,1858,328,1530,17.653391,-9.715248,0.0,9.715248,0.0,81.513365,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=mdd_compress; tag=mdd26; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P3_SHOCKLOW_RARE22_C1_I061_mdd_compress_mdd26,8V5_V51P_V032_shocklow_rare22_c1,shocklow_rare22_c1,mdd_compress,long,5m,597,1852,326,1526,17.602592,-9.730942,0.0,9.730942,0.0,81.485028,False,mdd_fail,8V6 improvement from 8V5_V51P_V032_shocklow_rare22_c1; group=mdd_compress; tag=mdd26; focus=bring core/shocklow MDD below 5 using strict and lowanchor gates
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P3_SHOCKLOW_RARE22_C1_I072_hybrid_cover_hyb02,8V5_V51P_V032_shocklow_rare22_c1,shocklow_rare22_c1,hybrid_cover,long,5m,597,2199,348,1851,15.825375,-10.366748,0.0,10.366748,0.0,80.341199,False,mdd_fail,8V6 improvement from 8V5_V51P_V032_shocklow_rare22_c1; group=hybrid_cover; tag=hyb02; focus=limited hybrid of safe branches without over-suppressing V51 edge
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P2_CORE_BASE_I072_hybrid_cover_hyb02,8V5_V51P_V001_core_base,core_base,hybrid_cover,long,5m,597,2702,419,2283,15.507032,-13.054122,0.0,13.054122,0.0,75.595857,False,mdd_fail,8V6 improvement from 8V5_V51P_V001_core_base; group=hybrid_cover; tag=hyb02; focus=limited hybrid of safe branches without over-suppressing V51 edge
8V6_TOP3_300_FROM_8V5_WINDOWS_SAFE_V3,8V6_P1_CORE_RARE22_C1_I072_hybrid_cover_hyb02,8V5_V51P_V002_core_rare22_c1,core_rare22_c1,hybrid_cover,long,5m,597,2710,413,2297,15.239852,-13.128484,0.0,13.128484,0.0,75.466603,False,mdd_fail,8V6 improvement from 8V5_V51P_V002_core_rare22_c1; group=hybrid_cover; tag=hyb02; focus=limited hybrid of safe branches without over-suppressing V51 edge
