combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sm1,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sm1,short,684,121,563,17.690058479532166,0.00967540013876663,6.617973694916375,58
