run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,min_market_count,breadth20_min,breadth60_min,mret20_min,mret20_max,mret60_min,mret60_max,prev_res20_max,prev_res60_max,cur_res20_min,cur_res60_min,d_res20_min,d_res60_min,rel_ret1_min,rel_ret5_min,xret20_min,xret20_max,xret60_min,xret60_max,ret5_min,ret20_min,ret60_min,ret120_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,volr_min,volr_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,close_pos_min,upper_wick_max,body_atr_max,fail_bars,fail_pnl,verdict,note
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_011_D2020_RR260_H8,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_011_D2020_RR260_H8,0.95,2.6,8,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.02,0.008,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_012_D2020_RR260_H12,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_012_D2020_RR260_H12,0.95,2.6,12,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.02,0.008,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_013_D2032_RR150_H8,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_013_D2032_RR150_H8,0.95,1.5,8,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_014_D2032_RR150_H12,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_014_D2032_RR150_H12,0.95,1.5,12,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_015_D2032_RR200_H8,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_015_D2032_RR200_H8,0.95,2.0,8,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_016_D2032_RR200_H12,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_016_D2032_RR200_H12,0.95,2.0,12,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_017_D2032_RR260_H8,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_017_D2032_RR260_H8,0.95,2.6,8,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_A_018_D2032_RR260_H12,residual20_recoupling,market_relative_residual20_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_A_018_D2032_RR260_H12,0.95,2.6,12,24,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.02,-0.035,-0.004,-0.012,0.032,0.0128,-0.001,0.0,0.25,0.72,0.2,0.78,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,4,-0.38,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_019_D6012_S80_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_019_D6012_S80_RR170,0.8,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_020_D6012_S80_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_020_D6012_S80_RR229,0.8,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_021_D6012_S100_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_021_D6012_S100_RR170,1.0,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_022_D6012_S100_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_022_D6012_S100_RR229,1.0,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_023_D6012_S120_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_023_D6012_S120_RR170,1.2,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_024_D6012_S120_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_024_D6012_S120_RR229,1.2,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.006,0.012,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_025_D6022_S80_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_025_D6022_S80_RR170,0.8,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_026_D6022_S80_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_026_D6022_S80_RR229,0.8,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_027_D6022_S100_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_027_D6022_S100_RR170,1.0,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_028_D6022_S100_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_028_D6022_S100_RR229,1.0,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_029_D6022_S120_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_029_D6022_S120_RR170,1.2,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_030_D6022_S120_RR229,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_030_D6022_S120_RR229,1.2,2.3,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.007699999999999999,0.022,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
LONG_CROSS_SECTIONAL_DECOUPLING_RECOUPLING_V10_1H,XDR_B_031_D6035_S80_RR170,residual60_recoupling,market_relative_residual60_recovers,long,0,0,0,0.0,0.0,0.0,0.0,100.0,597,0,0.01,0.0004,0.08,XDR_B_031_D6035_S80_RR170,0.8,1.7,12,28,80,0.34,0.28,-0.045,0.045,-0.1,0.12,-0.015,-0.03,-0.01,-0.006,0.01225,0.035,-0.001,0.0,0.2,0.75,0.2,0.7,-0.08,-0.18,-0.3,-0.65,0.18,0.42,0.001,0.08,0.2,0.34,0.3,3.8,28.0,68.0,0.88,0.82,0.72,0.52,0.72,2.3,5,-0.4,invalid_zero_trade,0 trades
