batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,official_pass_mdd_lt_5,verdict,description
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I103_raw_dryup_reaccel_r003,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,2210,844,1366,38.190045,11.89592,16.575898,4.065283,111.836757705,4.077428,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r003; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I129_raw_absorption_mdd_cut_r029,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,236,103,133,43.644068,0.636776,1.345308,0.702562,100.633294428,1.91486,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r029; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I131_raw_absorption_mdd_cut_r031,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,995,403,592,40.502513,1.200219,2.567655,1.909978,100.608635253,1.344337,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r031; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I137_raw_absorption_mdd_cut_r037,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,355,157,198,44.225352,0.648341,1.480891,0.882048,100.585781219,1.678924,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r037; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I033_safe_absorption_floor_s033,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,296,125,171,42.22973,0.697967,1.395377,0.805134,100.579008571,1.733099,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s033; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I134_raw_absorption_mdd_cut_r034,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,184,79,105,42.934783,1.059512,1.568164,0.984702,100.568019595,1.592526,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r034; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I021_safe_dryup_reaccel_s021,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,2197,919,1278,41.829768,1.502037,2.764119,2.156039,100.548484555,1.282036,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s021; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I049_safe_absorption_floor_s049,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,313,140,173,44.728435,0.540419,1.408509,0.942521,100.452712613,1.494406,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s049; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I050_safe_absorption_floor_s050,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,161,61,100,37.888199,0.503537,0.82599,0.391233,100.431525261,2.111248,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s050; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I040_safe_absorption_floor_s040,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,113,46,67,40.707965,0.446768,0.770532,0.343014,100.424874755,2.246356,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s040; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I036_safe_absorption_floor_s036,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,1208,513,695,42.466887,0.51372,2.947763,2.47391,100.400927362,1.19154,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s036; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I045_safe_absorption_floor_s045,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,77,38,39,49.350649,0.486792,0.576046,0.185387,100.389591065,3.107263,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s045; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I141_raw_absorption_mdd_cut_r041,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,307,128,179,41.693811,0.393902,1.015236,0.636947,100.371822456,1.593909,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r041; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I005_safe_dryup_reaccel_s005,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,555,193,362,34.774775,0.568289,2.275437,1.873644,100.359159829,1.214445,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s005; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I182_raw_followthrough_runner_r082,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_followthrough_runner,long,5m,597,273,129,144,47.252747,1.681478,1.986807,1.602308,100.352663886,1.239966,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_followthrough_runner; tag=r082; focus=raw V51 followthrough runner/fast-cut balance
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I030_safe_absorption_floor_s030,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,209,85,124,40.669856,0.444305,0.964068,0.673443,100.284131866,1.43155,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s030; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I098_safe_followthrough_exit_s098,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_followthrough_exit,long,5m,597,751,317,434,42.210386,0.453597,1.898792,1.601102,100.267288788,1.185928,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_followthrough_exit; tag=s098; focus=official leader reaction-based exits with no trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I008_safe_dryup_reaccel_s008,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,843,335,508,39.739027,0.514871,2.21515,1.91697,100.255716079,1.155547,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s008; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I105_raw_dryup_reaccel_r005,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,346,124,222,35.83815,0.462829,2.473245,2.165001,100.254698179,1.142376,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r005; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I034_safe_absorption_floor_s034,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,151,56,95,37.086093,0.309192,0.776023,0.56277,100.208886184,1.378935,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s034; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I035_safe_absorption_floor_s035,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,60,26,34,43.333333,0.262606,0.40817,0.217545,100.189736903,1.876254,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s035; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I011_safe_dryup_reaccel_s011,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,2304,909,1395,39.453125,0.871395,3.565908,3.283772,100.165039087,1.085918,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s011; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I032_safe_absorption_floor_s032,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,194,79,115,40.721649,0.400193,0.88291,0.741155,100.135211517,1.191263,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s032; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I058_safe_shelf_repair_s058,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,12,6,6,50.0,0.08756,0.117268,0.061675,100.055521243,1.901397,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s058; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I037_safe_absorption_floor_s037,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,934,383,551,41.006424,0.213945,2.344988,2.248099,100.044171327,1.043098,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s037; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I060_safe_shelf_repair_s060,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,5,1,4,20.0,0.01951,0.043868,0.024348,100.01950998,1.801748,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s060; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I001_safe_dryup_reaccel_s001,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,3408,1262,2146,37.030516,1.310787,4.092174,3.924441,100.007138203,1.042741,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s001; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I010_safe_dryup_reaccel_s010,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,15,4,11,26.666667,-0.008555,0.088629,0.097098,99.991445134,0.91278,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s010; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I074_safe_shelf_repair_s074,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,10,3,7,30.0,0.005349,0.062383,0.113962,99.948349978,0.547401,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s074; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I047_safe_absorption_floor_s047,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,1363,563,800,41.305943,0.137273,2.607338,2.596155,99.943492552,1.004308,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s047; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I114_raw_dryup_reaccel_r014,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,30,7,23,23.333333,-0.060223,0.061753,0.152332,99.909326331,0.405381,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r014; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I121_raw_dryup_reaccel_r021,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,1656,578,1078,34.903382,0.66027,4.490733,4.405225,99.887681157,1.019411,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r021; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I072_safe_shelf_repair_s072,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,40,9,31,22.5,-0.139573,0.030321,0.169842,99.860427458,0.178524,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s072; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I056_safe_shelf_repair_s056,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,49,16,33,32.653061,-0.114491,0.051368,0.197733,99.853534264,0.259787,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s056; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I090_safe_followthrough_exit_s090,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_followthrough_exit,long,5m,597,256,93,163,36.328125,-0.162602,1.009321,1.161839,99.835755098,0.868727,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_followthrough_exit; tag=s090; focus=official leader reaction-based exits with no trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I046_safe_absorption_floor_s046,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,2345,993,1352,42.345416,0.672332,2.768845,2.914395,99.773754608,0.950058,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s046; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I009_safe_dryup_reaccel_s009,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,292,105,187,35.958904,-0.177588,0.983847,1.338378,99.632301899,0.735104,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s009; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I198_raw_followthrough_runner_r098,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_followthrough_runner,long,5m,597,201,91,110,45.273632,0.861703,1.481478,1.859293,99.594640253,0.796797,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_followthrough_runner; tag=r098; focus=raw V51 followthrough runner/fast-cut balance
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I025_safe_dryup_reaccel_s025,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,377,125,252,33.156499,-0.244277,1.450211,1.958449,99.463360452,0.74049,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s025; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I012_safe_dryup_reaccel_s012,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,2166,812,1354,37.488458,-0.019213,3.400206,3.815238,99.455242217,0.891217,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s012; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I069_safe_shelf_repair_s069,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,97,9,88,9.278351,-0.664957,0.012661,0.677532,99.335043188,0.018687,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s069; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I007_safe_dryup_reaccel_s007,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,1124,426,698,37.900356,-0.401975,2.131658,2.751819,99.321180093,0.774636,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s007; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I014_safe_dryup_reaccel_s014,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,211,46,165,21.800948,-0.726147,0.162577,0.952517,99.208511324,0.170682,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s014; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I135_raw_absorption_mdd_cut_r035,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_absorption_mdd_cut,long,5m,597,183,58,125,31.693989,-0.851607,1.221444,2.092106,99.103784417,0.583835,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_absorption_mdd_cut; tag=r035; focus=raw V51 absorption floor to cut MDD spikes
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I031_safe_absorption_floor_s031,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_absorption_floor,long,5m,597,1548,536,1012,34.625323,-0.323977,2.553629,3.384446,99.082757259,0.754519,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_absorption_floor; tag=s031; focus=official leader absorption-floor for MDD compression without starving trades
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I070_safe_shelf_repair_s070,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_shelf_repair,long,5m,597,385,91,294,23.636364,-0.919674,0.344343,1.295569,99.044312605,0.265785,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_shelf_repair; tag=s070; focus=official leader EMA shelf repair and runner preservation
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I118_raw_dryup_reaccel_r018,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,243,44,199,18.106996,-0.945962,0.050489,1.029936,99.020032673,0.049021,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r018; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I013_safe_dryup_reaccel_s013,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,875,269,606,30.742857,-0.454167,2.062115,2.988151,99.012345473,0.690097,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s013; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I080_safe_followthrough_exit_s080,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_followthrough_exit,long,5m,597,583,228,355,39.108062,-0.953144,0.579591,1.593516,98.97683899,0.363718,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_followthrough_exit; tag=s080; focus=official leader reaction-based exits with no trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I161_raw_shelf_conversion_r061,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_shelf_conversion,long,5m,597,269,34,235,12.639405,-1.180639,0.025781,1.206109,98.819361358,0.021376,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_shelf_conversion; tag=r061; focus=raw V51 EMA shelf conversion for official promotion
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I122_raw_dryup_reaccel_r022,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_dryup_reaccel,long,5m,597,401,117,284,29.177057,-1.248153,0.086459,1.42238,98.662848432,0.060784,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_dryup_reaccel; tag=r022; focus=raw V51 dryup-to-reaccel MDD compression
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_SAFE6V2_I018_safe_dryup_reaccel_s018,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2_no_trade_cap,safe_dryup_reaccel,long,5m,597,453,97,356,21.412804,-1.32003,0.017838,1.393586,98.624003537,0.0128,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 6V2_L01_doubleflush_core; group=safe_dryup_reaccel; tag=s018; focus=official leader dryup-to-reaccel without trade-count cap
8V9_LONG_DUAL_BEST_200_UNTRIED_NO_TRADE_CAP_FIXED,8V9_RAWV51_I169_raw_shelf_conversion_r069,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51_no_trade_cap,raw_shelf_conversion,long,5m,597,206,21,185,10.194175,-1.42563,0.017057,1.442441,98.574370138,0.011825,True,official_mdd_pass,8V9 long dual-best no-trade-cap improvement from 8V4_V51_V002_core_rare22_c1; group=raw_shelf_conversion; tag=r069; focus=raw V51 EMA shelf conversion for official promotion
