experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
short_lane_hot_asia_quiet_us,7400,135.8250600742938,0.3582506007429378,135.8495583225292,0.35849558322529185,0.15932432432432433,1.3639823018124013,-0.024901420699527832,42,42,3341,0
short_lane_hot_asia_drop_standard_both,7388,137.8377817959552,0.37837781795955205,137.8626430711338,0.37862643071133784,0.16066594477531132,1.3805724418547656,-0.024901420699528498,42,42,3341,0
short_lane_hot_asia_relax_symbol,7400,135.8250600742938,0.3582506007429378,135.8495583225292,0.35849558322529185,0.15932432432432433,1.3639823018124013,-0.024901420699527832,42,42,3341,0
short_lane_hot_asia_drop_entrygap,12910,219.12219357698766,1.1912219357698763,219.16171581161208,1.191617158116121,0.15321456235476374,1.482681070200453,-0.024654019065169952,25,25,3341,0
short_lane_hot_asia_quiet_drop_reentry,7400,135.8250600742938,0.3582506007429378,135.8495583225292,0.35849558322529185,0.15932432432432433,1.3639823018124013,-0.024901420699527832,42,42,3341,0
short_lane_hot_allhours_quiet_us,7409,138.48005575829438,0.38480055758294385,138.5050328779788,0.38505032877978795,0.1614252935618842,1.3875495820305475,-0.02490142069952872,42,42,3341,0
short_lane_hot_asia_quiet12,7400,135.8250600742938,0.3582506007429378,135.8495583225292,0.35849558322529185,0.15932432432432433,1.3639823018124013,-0.024901420699527832,42,42,3341,0
short_lane_hot_asia_broad_and_drop_standard,7388,137.8377817959552,0.37837781795955205,137.8626430711338,0.37862643071133784,0.16066594477531132,1.3805724418547656,-0.024901420699528498,42,42,3341,0
