axis,baseline_version,strategy,train_full_cd,exq4_cd,q4_only_cd,q4_to_full_cd_ratio,exq4_mdd,q4_only_mdd,validation_2026_q1_cd,validation_2026_q1_mdd,full_to_2026_cd,full_to_2026_mdd,profit_factor_2026_q1
short_main2,v6,V5M01_D02_D03_rr615_stop265_t390,132081.20532432388,28599.657911071103,440.8162502317228,0.003337463866636465,5.348317279664672,5.673964657377228,109.4973411392198,2.041264882266336,147549.95034106015,5.673964657376429,2.0164811867731087
