symbol,candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
0G,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,48,43,89.58333333333334,16,27,0,37.2093023255814,0.5696329432593183,0.6498929004194867,9.99000843266077,1.3219666425592618,0.0,100.0,72.0,0.003830221680595343,0.0,-13.073802733952325,57.52685858466877,0.0056963294325931835
0G,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,48,46,95.83333333333334,21,25,0,45.65217391304348,1.0433342036230258,1.1237837171098695,6.968803245461683,2.0118402887932123,0.0,100.0,36.0,0.00358042461446956,0.0,-11.852012046140418,40.54112901760822,0.010433342036230258
0G,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,72,63,87.5,25,38,0,39.682539682539684,-0.9459046957828149,-0.8662511962613192,5.87321926362656,0.5502400899554641,0.0,100.0,72.0,0.005061711972784287,0.0,-28.951066480946253,23.28173654949453,-0.009459046957828149
0G,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,72,70,97.22222222222221,32,38,0,45.714285714285715,0.547246754393533,0.6274977534949309,6.116841949053373,1.46428556855135,0.0,100.0,36.0,0.0049565154187368255,0.0,-11.852012046140418,40.54112901760822,0.00547246754393533
0G,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,53,45,84.90566037735849,14,31,0,31.11111111111111,0.39188463577263916,0.4720734651587029,9.783934422475657,1.2195740556880688,0.0,100.0,72.0,0.0029968534616512756,0.0,-13.073802733952325,57.52685858466877,0.003918846357726392
0G,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,53,49,92.45283018867924,25,24,0,51.02040816326531,0.9385226229089361,1.0189301949869305,6.780503987439857,1.9504950182170484,0.0,100.0,36.0,0.002410023173181823,0.0,-11.852012046140418,40.54112901760822,0.00938522622908936
0G,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,73,62,84.93150684931507,20,42,0,32.25806451612903,-0.2684428051742206,-0.1885182124592038,9.460020644186905,0.8802691924586736,0.0,100.0,72.0,0.00343635600445462,0.0,-28.951066480946253,57.52685858466877,-0.002684428051742206
0G,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,73,68,93.15068493150685,34,34,0,50.0,0.635919284756374,0.716205767063199,6.0736778876445126,1.5963381277463284,0.0,100.0,36.0,0.003926740926718356,0.0,-11.852012046140418,40.54112901760822,0.006359192847563741
1000000BOB,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,95,84,88.42105263157895,39,45,0,46.42857142857143,0.3781501665976284,0.45833349999762757,4.820907439303352,1.2914125930652773,0.0,100.0,72.0,0.020340164093934646,0.0,-10.343761984446921,29.352267692534568,0.003781501665976284
1000000BOB,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,95,87,91.57894736842105,44,43,0,50.57471264367817,0.6934331225142211,0.7737426195620458,4.294208295605138,1.8258916379566832,0.0,100.0,36.0,0.02239717914283217,0.0,-11.168545299316216,27.652338724988272,0.006934331225142211
1000000BOB,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,127,109,85.8267716535433,51,58,0,46.788990825688074,0.24458204825202276,0.32471193302523277,4.636212077392683,1.1818486739495262,0.0,100.0,72.0,0.022503365210671204,0.0,-10.696120310553937,29.352267692534568,0.002445820482520228
1000000BOB,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,127,117,92.1259842519685,55,62,0,47.008547008547005,0.4505305185457447,0.5307428156720136,4.162118131714701,1.4609597302647945,0.0,100.0,36.0,0.022900753556645344,0.0,-11.168545299316216,27.652338724988272,0.004505305185457447
1000000BOB,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,89,80,89.8876404494382,41,39,0,51.24999999999999,0.8813234092223349,0.9617080924593185,4.785226166155195,1.8369318693462822,0.0,100.0,72.0,0.028829597511574045,0.0,-9.790359425595902,29.352267692534568,0.008813234092223348
1000000BOB,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,89,83,93.25842696629213,47,36,0,56.62650602409639,0.9159390093409208,0.9963375443586643,4.346413264833137,2.2271513398394363,0.0,100.0,36.0,0.029012482120679937,0.0,-11.168545299316216,27.652338724988272,0.009159390093409207
1000000BOB,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,116,100,86.20689655172413,51,49,0,51.0,0.6385924598471032,0.7188800118518439,4.604993936875127,1.5675360390636193,0.0,100.0,72.0,0.031166879972826855,0.0,-10.696120310553937,29.352267692534568,0.006385924598471033
1000000BOB,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,116,108,93.10344827586206,58,50,0,53.70370370370371,0.7049423159686133,0.7852564185360275,4.228829055723701,1.8297919718306614,0.0,100.0,36.0,0.029489549840929198,0.0,-11.168545299316216,27.652338724988272,0.007049423159686133
1000000MOG,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,191,170,89.00523560209425,74,96,0,43.529411764705884,-0.3824458822960496,-0.3025669090596735,4.4119601403865305,0.7729088091877783,0.0,100.0,72.0,0.0038601009319392515,0.0,-25.513306829317074,15.452525247192003,-0.003824458822960496
1000000MOG,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,191,179,93.717277486911,78,101,0,43.575418994413404,-0.4956377599124935,-0.41580408154511167,3.947595849304795,0.6596818760845679,0.0,100.0,36.0,0.004764928775200566,0.0,-32.35047259274073,13.300842312369356,-0.004956377599124935
1000000MOG,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,260,230,88.46153846153845,104,126,0,45.21739130434783,-0.18969458153817723,-0.10973847692894868,4.419404732607011,0.882961540884436,0.0,100.0,72.0,0.0013973974964178446,0.0,-25.513306829317074,15.452525247192003,-0.0018969458153817722
1000000MOG,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,260,244,93.84615384615384,110,134,0,45.08196721311475,-0.2695795295231778,-0.1896553916798497,3.7622257401276245,0.7988101844074021,0.0,100.0,36.0,0.0021887352131251332,0.0,-32.35047259274073,13.300842312369356,-0.0026957952952317782
1000000MOG,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,191,170,89.00523560209425,78,92,0,45.88235294117647,-0.3863077735747976,-0.3064303457130827,4.334499279933216,0.765494834645306,0.0,100.0,72.0,0.004583172493569523,0.0,-25.513306829317074,15.452525247192003,-0.0038630777357479763
1000000MOG,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,191,179,93.717277486911,75,104,0,41.899441340782126,-0.5937264696839538,-0.5139320425009543,3.9407733915873076,0.6062949386065262,0.0,100.0,36.0,0.005883201863789691,0.0,-32.35047259274073,13.300842312369356,-0.005937264696839539
1000000MOG,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,249,222,89.1566265060241,99,123,0,44.5945945945946,-0.37628832524372713,-0.29640688799892695,4.235389136942195,0.7684170701892052,0.0,100.0,72.0,0.0037891896310659435,0.0,-25.513306829317074,15.452525247192003,-0.0037628832524372715
1000000MOG,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,249,233,93.57429718875501,103,130,0,44.20600858369099,-0.4680673662121305,-0.38822265527424016,3.7892227611365223,0.6716595921084736,0.0,100.0,36.0,0.004689068860734778,0.0,-32.35047259274073,13.300842312369356,-0.0046806736621213055
1000BONK,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,249,229,91.96787148594377,117,112,0,51.09170305676856,0.32550143868993003,0.4056637041715986,3.9042744764475255,1.2608029300265369,0.0,100.0,72.0,0.0007795467251280034,0.0,-14.6534904022256,13.332186051547968,0.0032550143868993004
1000BONK,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,249,240,96.3855421686747,125,115,0,52.083333333333336,0.17702940337077944,0.25713225627328884,3.8926155443154906,1.1602994443663892,0.0,100.0,36.0,0.0012063984082077521,0.0,-33.23490045942138,15.314363460105824,0.0017702940337077943
1000BONK,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,324,299,92.28395061728395,147,152,0,49.163879598662206,0.5048201166568631,0.5850541383121881,4.6637989650341165,1.3965470201445498,0.0,100.0,72.0,0.0012031975147117691,0.0,-14.6534904022256,30.995665929112242,0.005048201166568631
1000BONK,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,324,314,96.91358024691358,160,154,0,50.955414012738856,0.3189509142817324,0.3991105585051345,3.9227017576328884,1.3055129829286172,0.0,100.0,36.0,0.0015378213512964637,0.0,-33.23490045942138,22.52035350845676,0.003189509142817324
1000BONK,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,253,235,92.88537549407114,112,123,0,47.65957446808511,-0.053405263770215206,0.026605378381137242,3.7971449964366286,0.9616069482690485,0.0,100.0,72.0,0.0008567921386772539,0.0,-14.6534904022256,12.88479536965879,-0.0005340526377021521
1000BONK,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,253,244,96.44268774703558,116,128,0,47.540983606557376,-0.0719134335973614,0.008089802323567975,3.7636992517910226,0.9383911156015696,0.0,100.0,36.0,0.001124096053565991,0.0,-33.23490045942138,15.314363460105824,-0.000719134335973614
1000BONK,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,313,289,92.33226837060703,138,151,0,47.75086505190311,0.21353463445498594,0.2936520952931031,4.844777749629173,1.151032784754233,0.0,100.0,72.0,0.001644858963556138,0.0,-22.09511595426454,30.995665929112242,0.0021353463445498593
1000BONK,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,313,303,96.80511182108627,146,157,0,48.18481848184818,0.07199771611480618,0.15205853953061838,4.050427143053618,1.0616584912010756,0.0,100.0,36.0,0.0017990710539136326,0.0,-33.23490045942138,22.52035350845676,0.0007199771611480618
1000CAT,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,159,149,93.71069182389937,69,80,0,46.308724832214764,-0.004708239034773266,0.07532188972111516,4.574274047615643,0.9969916165025734,0.0,100.0,72.0,0.0003271925682411849,0.0,-16.058329184216095,25.79355804419558,-4.708239034773266e-05
1000CAT,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,159,154,96.85534591194968,78,76,0,50.649350649350644,-0.12237860234303842,-0.0423955605672653,2.9129884842788005,0.8866530662159454,0.0,100.0,36.0,0.0003165694329086789,0.0,-10.515901333349513,14.54106707660849,-0.0012237860234303843
1000CAT,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,239,216,90.3765690376569,97,119,0,44.907407407407405,-0.15955809724566095,-0.07958993321894862,4.537082524392326,0.9029250440105556,0.0,100.0,72.0,0.0031662994738326376,0.0,-16.058329184216095,25.79355804419558,-0.0015955809724566095
