symbol,candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
1000CAT,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,239,231,96.65271966527197,111,120,0,48.05194805194805,-0.15749356443112117,-0.07752457426082543,3.2520749953288473,0.8628612664917366,0.0,100.0,36.0,0.003444443887691989,0.0,-10.515901333349513,24.356197939302383,-0.0015749356443112118
1000CAT,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,173,161,93.0635838150289,69,92,0,42.857142857142854,-0.33155282540439873,-0.2516534867991184,4.514355432772702,0.8071673634927126,0.0,100.0,72.0,0.011499067311340191,0.0,-16.058329184216095,25.79355804419558,-0.0033155282540439875
1000CAT,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,173,170,98.26589595375722,79,91,0,46.470588235294116,-0.38673054829922265,-0.3068532896150685,2.733642595314926,0.6824035966394147,0.0,100.0,36.0,0.011859450002924217,0.0,-10.515901333349513,6.940677698979,-0.0038673054829922266
1000CAT,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,237,220,92.82700421940928,97,123,0,44.09090909090909,-0.3806577501261642,-0.3007780613507045,4.378178335834781,0.7824037629392495,0.0,100.0,72.0,0.010671601459465946,0.0,-16.058329184216095,25.79355804419558,-0.0038065775012616422
1000CAT,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,237,231,97.46835443037975,107,124,0,46.320346320346324,-0.39412851166397117,-0.3142542133493109,2.9036181741926708,0.6941458701118721,0.0,100.0,36.0,0.010988471098805555,0.0,-10.515901333349513,8.243058536902494,-0.003941285116639712
1000CHEEMS,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,228,191,83.77192982456141,90,101,0,47.12041884816754,0.07404159494162388,0.15410323623611824,4.1273038620611855,1.0593769801252908,0.0,100.0,72.0,0.004325637238337685,0.0,-12.334590143331976,26.23965766224251,0.0007404159494162388
1000CHEEMS,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,228,205,89.91228070175438,105,100,0,51.21951219512195,0.1111882982225216,0.19126480414417923,3.2550090732336234,1.1283409439382437,0.0,100.0,36.0,0.004540302395093983,0.0,-11.695071529793767,26.37734954732097,0.0011118829822252161
1000CHEEMS,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,336,276,82.14285714285714,131,145,0,47.46376811594203,0.34564756347578657,0.42581789063203923,5.588249868169623,1.2726439533606277,0.0,100.0,72.0,0.00476331255591937,0.0,-15.980529817311167,53.29579967775939,0.0034564756347578657
1000CHEEMS,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,336,300,89.28571428571429,143,157,0,47.66666666666667,0.1125836870205098,0.19266075132103824,3.2681870880372172,1.127431909777718,0.0,100.0,36.0,0.004877858246386979,0.0,-11.695071529793767,26.37734954732097,0.0011258368702050982
1000CHEEMS,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,231,192,83.11688311688312,89,103,0,46.35416666666667,-0.03591209534110832,0.04410554687764264,4.018856354730854,0.9714310314656376,0.0,100.0,72.0,0.00456252706221693,0.0,-12.334590143331976,26.23965766224251,-0.0003591209534110832
1000CHEEMS,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,231,209,90.47619047619048,101,108,0,48.32535885167464,-0.060631042616758925,0.019376708066467737,3.324036335820622,0.9375012640262989,0.0,100.0,36.0,0.005287678955194052,0.0,-15.493863202972191,26.37734954732097,-0.0006063104261675893
1000CHEEMS,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,324,268,82.71604938271605,127,141,0,47.38805970149254,0.28245599878641836,0.36260103920209913,5.498122485018542,1.2248178418286932,0.0,100.0,72.0,0.004715696745007579,0.0,-12.334590143331976,53.29579967775939,0.0028245599878641836
1000CHEEMS,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,324,294,90.74074074074075,139,155,0,47.27891156462585,-0.04225372956441762,0.037761374985576635,3.3886254869335137,0.9578916131929692,0.0,100.0,36.0,0.005220919685340504,0.0,-15.493863202972191,26.37734954732097,-0.0004225372956441762
1000FLOKI,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,306,273,89.2156862745098,143,130,0,52.38095238095239,0.24767762053587755,0.327808744033491,3.696459410081003,1.2207874044792761,0.0,100.0,72.0,0.00444099462849676,0.0,-22.34266482174623,12.561485710799062,0.0024767762053587755
1000FLOKI,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,306,287,93.79084967320262,157,130,0,54.70383275261324,0.014113106975012222,0.09415076728192504,3.54857869304439,1.0142738381636567,0.0,100.0,36.0,0.004372127431213693,0.0,-33.861610509672175,11.512619343890703,0.00014113106975012222
1000FLOKI,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,402,365,90.79601990049751,188,177,0,51.50684931506849,0.2813781018659087,0.3615227109502889,3.948707874401519,1.2567421524378914,0.0,100.0,72.0,0.004584503183790148,0.0,-22.34266482174623,34.148159684031626,0.0028137810186590873
1000FLOKI,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,402,383,95.27363184079603,201,182,0,52.48041775456919,0.08092798577580006,0.16099238272889163,3.40987623330708,1.0889430213082603,0.0,100.0,36.0,0.004173798591806121,0.0,-33.861610509672175,16.012787121287875,0.0008092798577580006
1000FLOKI,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,339,302,89.08554572271386,165,137,0,54.63576158940398,0.15908416361367744,0.23917983554789657,3.671131391709296,1.1385776011130746,0.0,100.0,72.0,0.0032898555133119133,0.0,-22.34266482174623,13.885847014721744,0.0015908416361367745
1000FLOKI,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,339,318,93.80530973451327,169,149,0,53.144654088050316,-0.06385467828694563,0.016151782426024785,3.5270324816117657,0.9394180570779108,0.0,100.0,36.0,0.0032192621242287593,0.0,-33.861610509672175,11.42207033797238,-0.0006385467828694564
1000FLOKI,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,404,364,90.0990099009901,192,172,0,52.74725274725275,0.04608032734148588,0.12613077965334704,3.514987538995508,1.039485919739351,0.0,100.0,72.0,0.003625232007289589,0.0,-22.34266482174623,13.885847014721744,0.0004608032734148588
1000FLOKI,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,404,381,94.3069306930693,196,185,0,51.44356955380578,-0.09551181872613547,-0.015518025936510079,3.299376096478608,0.9050615396456926,0.0,100.0,36.0,0.0035427124439316483,0.0,-33.861610509672175,11.42207033797238,-0.0009551181872613547
1000LUNC,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,479,427,89.14405010438414,239,188,0,55.97189695550351,0.2291763692204201,0.30930008925612257,3.4895641148113374,1.2570713092531,0.0,100.0,72.0,0.005813702130737156,0.0,-29.861684361423574,22.949312001802312,0.002291763692204201
1000LUNC,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,479,455,94.98956158663883,268,187,0,58.901098901098905,0.177244717995701,0.2573476570585244,3.329199334475301,1.2378135182750423,0.0,100.0,36.0,0.006098941961372539,0.0,-37.73271120102418,24.079044676177556,0.00177244717995701
1000LUNC,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,610,541,88.68852459016394,287,254,0,53.04990757855823,0.042865850765947275,0.12291501677265633,3.458270384005483,1.0433125056863142,0.0,100.0,72.0,0.005580815439266673,0.0,-29.861684361423574,22.949312001802312,0.0004286585076594728
1000LUNC,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,610,578,94.75409836065573,323,255,0,55.88235294117647,0.11147576065706173,0.19155238160970564,3.1834899562602175,1.1432619635559846,0.0,100.0,36.0,0.005162146332952005,0.0,-37.73271120102418,24.079044676177556,0.0011147576065706174
1000LUNC,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,468,424,90.5982905982906,238,186,0,56.132075471698116,0.14438670335168047,0.22447649394926023,3.4505679499558717,1.1600771448607095,0.0,100.0,72.0,0.007956638442011915,0.0,-29.861684361423574,22.949312001802312,0.0014438670335168047
1000LUNC,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,468,446,95.2991452991453,263,183,0,58.96860986547085,0.10914475022311862,0.18922043839847794,3.3162571656486874,1.1431606920221922,0.0,100.0,36.0,0.00781267033994097,0.0,-37.73271120102418,24.079044676177556,0.0010914475022311863
1000LUNC,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,572,517,90.38461538461539,275,242,0,53.191489361702125,0.05725241384632456,0.13730733678103696,3.3677747195788004,1.0606188413131448,0.0,100.0,72.0,0.007315463627133054,0.0,-29.861684361423574,22.949312001802312,0.0005725241384632456
1000LUNC,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,572,545,95.27972027972028,311,234,0,57.064220183486235,0.06668432726398518,0.14674302447377466,3.1681913145649228,1.085627453622829,0.0,100.0,36.0,0.007415450079183926,0.0,-37.73271120102418,24.079044676177556,0.0006668432726398519
1000PEPE,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,72,380,351,92.36842105263158,197,154,0,56.12535612535613,0.4907668794222877,0.5709952775333009,4.255891665013525,1.4469776928460796,0.0,100.0,72.0,-0.002966825327922818,0.0,-19.67988430335619,27.98515829386961,0.004907668794222877
1000PEPE,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,36,380,364,95.78947368421052,204,160,0,56.043956043956044,0.3550185773244128,0.4351926543861672,2.924137927592838,1.4530498002798642,0.0,100.0,36.0,-0.002669923507004401,0.0,-9.786635199136782,19.40829995080491,0.003550185773244128
1000PEPE,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,477,442,92.66247379454927,246,196,0,55.65610859728507,0.6251345399001844,0.7054167065828174,4.316627865578121,1.593264271708849,0.0,100.0,72.0,-0.0017246881297913904,0.0,-19.67988430335619,27.98515829386961,0.006251345399001844
1000PEPE,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,477,458,96.0167714884696,249,209,0,54.366812227074234,0.36570333822094664,0.44588169089730556,2.9322664360212216,1.4772025238428748,0.0,100.0,36.0,-0.0015062972586984932,0.0,-9.786635199136782,19.40829995080491,0.0036570333822094664
1000PEPE,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,389,357,91.77377892030847,191,166,0,53.50140056022409,0.29664541204688577,0.37679613049908534,4.276241030094628,1.2470718931510352,0.0,100.0,72.0,-0.001093599852707316,0.0,-19.67988430335619,35.44524910654051,0.002966454120468858
