period,candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
ALL,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,276718,239296,86.47648508589972,119531,119765,0,49.95110657929928,0.05969692655213,0.13975282768320332,4.612153165268409,1.050864222737983,0.0,100.0,72.0,0.006468358680698948,0.0,-83.41965461958478,634.274683249677,0.0005969692655213
EX_2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,246756,213321,86.4501775032826,106744,106577,0,50.03914288794821,0.06820278615716734,0.14826209099356483,3.72531629613827,1.0611710230511093,0.0,100.0,72.0,0.0059053452583533225,0.0,-83.41965461958478,125.68279833229244,0.0006820278615716734
PRE_2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,242591,209720,86.45003318342395,104783,104937,0,49.96328437917223,0.06551751674178065,0.14557574704059695,3.733264179410639,1.0584402903496961,0.0,100.0,72.0,0.005820841454326191,0.0,-83.41965461958478,125.68279833229244,0.0006551751674178065
2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,29962,25975,86.69314464988986,12787,13188,0,49.22810394610202,-0.010157875249840081,0.06987007277927168,9.054826272621101,0.9938650165871065,0.0,100.0,72.0,0.011092134860417565,0.0,-73.92384047607085,634.274683249677,-0.00010157875249840081
2026,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time72,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,72,4165,3601,86.45858343337335,1961,1640,0,54.457095251319075,0.2245912065389773,0.3047130917756877,3.2250082402883704,1.296756395025767,0.0,100.0,72.0,0.01082679423935027,0.0,-64.00594237541665,40.03255940408098,0.002245912065389773
ALL,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,276718,257978,93.22776255971783,130117,127861,0,50.43724658691826,-0.02422122058981582,0.05580109985012419,3.608218189658666,0.973977499600331,0.0,100.0,36.0,0.006409246968591495,0.0,-91.58393430386143,380.29656699128867,-0.0002422122058981582
EX_2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,246756,230151,93.27068034819823,116555,113596,0,50.64283883189732,0.0035312181592106213,0.08356464401681736,2.920676550903496,1.0040586481971292,0.0,100.0,36.0,0.005901993921035733,0.0,-91.58393430386143,200.7343182869213,3.531218159210622e-05
PRE_2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,242591,226279,93.27592532286853,114367,111912,0,50.54247190415372,0.0017069446727394032,0.08173964052895101,2.9243394780154155,1.0019526194508952,0.0,100.0,36.0,0.005813991307809156,0.0,-91.58393430386143,200.7343182869213,1.706944672739403e-05
2025Q4,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,29962,27827,92.87430745611107,13562,14265,0,48.736838322492545,-0.2537555408732524,-0.17382507090161325,7.077201416671957,0.8229301259399562,0.0,100.0,36.0,0.010604625419305047,0.0,-73.03674893281381,380.29656699128867,-0.0025375554087325243
2026,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,4165,3872,92.96518607442977,2188,1684,0,56.50826446280992,0.11014144032997997,0.19021752734091626,2.695849102229205,1.1752582401425398,0.0,100.0,36.0,0.011044851182992494,0.0,-59.248420888327544,62.29910253644688,0.0011014144032997998
ALL,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,198584,173750,87.49446078233896,88845,84905,0,51.13381294964029,0.053090552907031005,0.13314381043120352,4.709251886166682,1.0448206276826402,0.0,100.0,72.0,0.007767395253269148,0.0,-83.41965461958478,634.274683249677,0.00053090552907031
EX_2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,177425,155047,87.38734676623926,79123,75924,0,51.03162266925513,0.05443042964582832,0.13448422333516247,3.6097546044846016,1.0484357648021787,0.0,100.0,72.0,0.006951667750532208,0.0,-83.41965461958478,115.6291535221478,0.0005443042964582832
PRE_2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,174738,152686,87.37996314482254,77703,74983,0,50.890716896113595,0.046928299003842135,0.12697909064009824,3.610635704646522,1.0414745696497851,0.0,100.0,72.0,0.006814622502233005,0.0,-83.41965461958478,115.6291535221478,0.00046928299003842137
2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,21159,18703,88.39264615530034,9722,8981,0,51.980965620488696,0.04198303706891378,0.12203184980883712,9.899638378846271,1.0248700551151282,0.0,100.0,72.0,0.014529738306087104,0.0,-73.92384047607085,634.274683249677,0.0004198303706891378
2026,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,72,2687,2361,87.86751023446222,1420,941,0,60.144006776789496,0.5395936313410007,0.6198415679681879,3.5185055957682927,1.864963138710611,0.0,100.0,72.0,0.01581439150394685,0.0,-64.00594237541665,78.06709258227657,0.005395936313410007
ALL,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,198584,185356,93.33883897997825,96214,89142,0,51.90768035563996,-0.029329316623685903,0.05069095976021816,3.669112127091854,0.9686913319500509,0.0,100.0,36.0,0.007698773133763388,0.0,-92.97892451549748,328.80421217399595,-0.00029329316623685905
EX_2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,177425,165601,93.33577567986472,86102,79499,0,51.99364738135639,-0.002250386165399019,0.07778072612505099,2.884597970935673,0.9974132209338985,0.0,100.0,36.0,0.0069396651753657656,0.0,-92.97892451549748,200.7343182869213,-2.250386165399019e-05
PRE_2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,174738,163079,93.32772493676246,84507,78572,0,51.81967022118115,-0.007617283282159857,0.07241168139039628,2.8872518722993643,0.9913051672783592,0.0,100.0,36.0,0.006806274699149059,0.0,-92.97892451549748,200.7343182869213,-7.617283282159856e-05
2025Q4,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,21159,19755,93.36452573373033,10112,9643,0,51.18704125537838,-0.2563249107934033,-0.17639546898099573,7.516939452633874,0.8287669288912259,0.0,100.0,36.0,0.014062176678111906,0.0,-73.03674893281381,328.80421217399595,-0.002563249107934033
2026,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,2687,2522,93.8593226646818,1595,927,0,63.243457573354476,0.3447869710527771,0.4249569538343112,2.6847927176854407,1.7263933313552824,0.0,100.0,36.0,0.015565036099610139,0.0,-59.248420888327544,65.68330771986092,0.0034478697105277713
ALL,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,260736,226083,86.70954528718704,113449,112634,0,50.18024353887731,0.047003179356718085,0.12705400095710087,4.603159111222245,1.0396705023511545,0.0,100.0,72.0,0.007532600429506899,0.0,-83.41965461958478,634.274683249677,0.00047003179356718087
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,233240,202082,86.64122791973932,101391,100691,0,50.17319701903188,0.047614962041822036,0.1276660284532033,3.6883050068598258,1.0422162394376384,0.0,100.0,72.0,0.006904966360085783,0.0,-83.41965461958478,125.68279833229244,0.00047614962041822036
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,229274,198659,86.64698134110279,99458,99201,0,50.06468370423691,0.043748783494466335,0.12379830281559254,3.697927176741616,1.0385532651282698,0.0,100.0,72.0,0.006797084246113565,0.0,-83.41965461958478,125.68279833229244,0.00043748783494466334
2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,27496,24001,87.28906022694211,12058,11943,0,50.239573351110366,0.04185213279319254,0.12190089315045283,9.222621997865703,1.025145453112971,0.0,100.0,72.0,0.01281711140891435,0.0,-73.92384047607085,634.274683249677,0.0004185213279319254
2026,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,72,3966,3423,86.30862329803328,1933,1490,0,56.470931931054636,0.27199450163841415,0.35213535578072663,3.070445097361588,1.3733001385322912,0.0,100.0,72.0,0.013166068574402702,0.0,-64.00594237541665,38.846983819652955,0.0027199450163841415
ALL,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,260736,242607,93.04699005891017,123201,119406,0,50.78212912240785,-0.026204772017774422,0.053816754684099216,3.5600679309506336,0.971860177133438,0.0,100.0,36.0,0.00747842357701478,0.0,-92.97892451549748,328.80421217399595,-0.0002620477201777442
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,233240,217023,93.04707597324644,110555,106468,0,50.94160526764444,-0.006549879225587402,0.07347951257944436,2.868074631963012,0.992488936569188,0.0,100.0,36.0,0.006893974985017263,0.0,-92.97892451549748,69.36817735667556,-6.549879225587403e-05
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,229274,213359,93.05852386227832,108432,104927,0,50.82138555205077,-0.008290895066183768,0.07173780005383774,2.8740660381179093,0.9905351199652539,0.0,100.0,36.0,0.006786600068549497,0.0,-92.97892451549748,69.36817735667556,-8.290895066183768e-05
2025Q4,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,27496,25584,93.04626127436718,12646,12938,0,49.42933083176986,-0.1929325627635063,-0.11297775386505222,7.097626452227366,0.8654062935435309,0.0,100.0,36.0,0.012436162272335165,0.0,-73.03674893281381,328.80421217399595,-0.001929325627635063
2026,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,3966,3664,92.38527483610692,2123,1541,0,57.94213973799127,0.09483150689171617,0.17490146747870772,2.4923967556139304,1.1474840490868954,0.0,100.0,36.0,0.013146541797966486,0.0,-59.248420888327544,38.1863142365009,0.0009483150689171617
