symbol,file,accepted_nonoverlap_trades
KGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KGEN_5m.csv,383
KITE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KITE_5m.csv,220
KLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KLAY_5m.csv,4829
KMNO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KMNO_5m.csv,1846
KNC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KNC_5m.csv,9677
KOMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KOMA_5m.csv,1886
KSM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KSM_5m.csv,8290
LA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LA_5m.csv,744
LAB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAB_5m.csv,394
LAYER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAYER_5m.csv,1222
LDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LDO_5m.csv,4113
LEVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LEVER_5m.csv,3133
LIGHT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIGHT_5m.csv,388
LINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINA_5m.csv,5228
LINEA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINEA_5m.csv,333
LINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINK_5m.csv,8224
LISTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LISTA_5m.csv,2213
LIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIT_5m.csv,5496
LOKA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOKA_5m.csv,1156
LOOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOOM_5m.csv,1871
LPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LPT_5m.csv,6510
LQTY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LQTY_5m.csv,3914
LRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LRC_5m.csv,8222
LSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LSK_5m.csv,3320
LTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LTC_5m.csv,9652
LUMIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUMIA_5m.csv,1467
LUNA2,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUNA2_5m.csv,4389
LYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LYN_5m.csv,350
M,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\M_5m.csv,602
MAGIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAGIC_5m.csv,3401
MANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANA_5m.csv,6998
MANTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANTA_5m.csv,2197
MASK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MASK_5m.csv,6302
MAV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAV_5m.csv,3230
MAVIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAVIA_5m.csv,1028
MBOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MBOX_5m.csv,1582
MDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MDT_5m.csv,1365
ME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ME_5m.csv,1651
MELANIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MELANIA_5m.csv,1200
MEME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEME_5m.csv,2221
MEMEFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEMEFI_5m.csv,466
MERL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MERL_5m.csv,808
MET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MET_5m.csv,293
METIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\METIS_5m.csv,2302
MEW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEW_5m.csv,1821
MILK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MILK_5m.csv,1072
MINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MINA_5m.csv,3604
MIRA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MIRA_5m.csv,433
MITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MITO_5m.csv,524
MKR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MKR_5m.csv,7608
MLN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MLN_5m.csv,871
MMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MMT_5m.csv,178
MOCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOCA_5m.csv,1871
MON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MON_5m.csv,254
MOODENG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOODENG_5m.csv,1440
MORPHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MORPHO_5m.csv,1600
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,1265
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,2718
MTL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MTL_5m.csv,8758
MUBARAK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MUBARAK_5m.csv,989
MYRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYRO_5m.csv,2184
MYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYX_5m.csv,832
NAORIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NAORIS_5m.csv,582
NEAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEAR_5m.csv,6730
NEIRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIRO_5m.csv,1270
NEIROETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIROETH_5m.csv,1462
NEO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEO_5m.csv,9811
NEWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEWT_5m.csv,682
NFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NFP_5m.csv,2185
NIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NIL_5m.csv,1315
NKN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NKN_5m.csv,7730
NMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NMR_5m.csv,3508
NOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOM_5m.csv,450
NOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NOT_5m.csv,1948
NTRN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NTRN_5m.csv,2652
NULS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NULS_5m.csv,871
NXPC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NXPC_5m.csv,1049
OBOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OBOL_5m.csv,1101
OCEAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OCEAN_5m.csv,6314
OG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OG_5m.csv,1150
OGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OGN_5m.csv,6365
OL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OL_5m.csv,769
OM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OM_5m.csv,2255
OMG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMG_5m.csv,7632
OMNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OMNI_5m.csv,1739
ON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ON_5m.csv,275
ONDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONDO_5m.csv,2007
ONE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONE_5m.csv,6630
ONG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONG_5m.csv,3541
ONT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ONT_5m.csv,10066
OP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OP_5m.csv,4174
OPEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OPEN_5m.csv,460
ORBS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORBS_5m.csv,1932
ORCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORCA_5m.csv,1290
ORDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDER_5m.csv,540
ORDI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ORDI_5m.csv,2385
OXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\OXT_5m.csv,3688
PARTI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PARTI_5m.csv,923
PAXG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PAXG_5m.csv,2211
PENDLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENDLE_5m.csv,2797
PENGU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PENGU_5m.csv,1106
PEOPLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PEOPLE_5m.csv,5391
PERP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PERP_5m.csv,3609
PHA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHA_5m.csv,1121
PHB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PHB_5m.csv,3713
PIEVERSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIEVERSE_5m.csv,142
PIPPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIPPIN_5m.csv,1223
PIXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PIXEL_5m.csv,1969
PLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLAY_5m.csv,837
PLUME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PLUME_5m.csv,1062
PNUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PNUT_5m.csv,1165
POL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POL_5m.csv,1712
POLYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POLYX_5m.csv,3477
PONKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PONKE_5m.csv,1462
POPCAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POPCAT_5m.csv,1290
PORT3,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORT3_5m.csv,993
PORTAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PORTAL_5m.csv,1847
POWR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\POWR_5m.csv,3381
PROM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROM_5m.csv,1789
PROMPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROMPT_5m.csv,1020
PROVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PROVE_5m.csv,664
PTB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PTB_5m.csv,579
PUFFER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUFFER_5m.csv,1033
PUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMP_5m.csv,876
PUMPBTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUMPBTC_5m.csv,715
PUNDIX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PUNDIX_5m.csv,1316
PYTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\PYTH_5m.csv,2465
Q,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\Q_5m.csv,599
QNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QNT_5m.csv,5850
QTUM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QTUM_5m.csv,10294
QUICK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\QUICK_5m.csv,1521
RAD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAD_5m.csv,1370
RARE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RARE_5m.csv,1970
RAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAY_5m.csv,2180
RAYSOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RAYSOL_5m.csv,1286
RDNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RDNT_5m.csv,3275
RECALL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RECALL_5m.csv,304
RED,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RED_5m.csv,1290
REEF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REEF_5m.csv,6119
REI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REI_5m.csv,1592
REN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REN_5m.csv,6665
RENDER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RENDER_5m.csv,1605
RESOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RESOLV_5m.csv,716
REZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\REZ_5m.csv,2050
RIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIF_5m.csv,2814
RIVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RIVER_5m.csv,251
RLC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLC_5m.csv,8351
RLS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RLS_5m.csv,152
RONIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RONIN_5m.csv,2779
ROSE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ROSE_5m.csv,5497
RPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RPL_5m.csv,1765
RSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RSR_5m.csv,7103
RUNE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RUNE_5m.csv,7806
RVN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVN_5m.csv,7481
RVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\RVV_5m.csv,294
S,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\S_5m.csv,1214
SAFE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAFE_5m.csv,1862
SAGA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAGA_5m.csv,2082
SAHARA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAHARA_5m.csv,777
SAND,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAND_5m.csv,7352
SANTOS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SANTOS_5m.csv,1675
SAPIEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SAPIEN_5m.csv,498
SC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SC_5m.csv,2572
SCR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCR_5m.csv,1570
SCRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SCRT_5m.csv,1515
SEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SEI_5m.csv,2265
SENT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SENT_5m.csv,291
SFP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SFP_5m.csv,8560
SHELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SHELL_5m.csv,1201
SIGN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIGN_5m.csv,1317
SIREN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SIREN_5m.csv,1209
SKATE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKATE_5m.csv,689
SKL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKL_5m.csv,8481
SKY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKY_5m.csv,570
SKYAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SKYAI_5m.csv,1247
SLERF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLERF_5m.csv,1177
SLP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SLP_5m.csv,619
SNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNT_5m.csv,958
SNX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SNX_5m.csv,8011
SOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOL_5m.csv,7470
SOLV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOLV_5m.csv,1443
SOMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOMI_5m.csv,485
SONIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SONIC_5m.csv,1414
SOON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOON_5m.csv,894
SOPH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SOPH_5m.csv,954
SPELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPELL_5m.csv,5048
SPK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPK_5m.csv,629
SPX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SPX_5m.csv,1135
SQD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SQD_5m.csv,951
SSV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SSV_5m.csv,3495
STABLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STABLE_5m.csv,226
STBL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STBL_5m.csv,448
STEEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STEEM_5m.csv,3802
STG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STG_5m.csv,5278
STMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STMX_5m.csv,5878
STO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STO_5m.csv,1057
STORJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STORJ_5m.csv,9200
STPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STPT_5m.csv,1004
STRAX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRAX_5m.csv,621
STRK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STRK_5m.csv,1784
STX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\STX_5m.csv,3183
SUI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUI_5m.csv,2881
SUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUN_5m.csv,2028
SUPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUPER_5m.csv,2474
SUSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SUSHI_5m.csv,7265
SWARMS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWARMS_5m.csv,1196
SWELL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SWELL_5m.csv,1800
SXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXP_5m.csv,9457
SXT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SXT_5m.csv,987
SYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYN_5m.csv,1752
SYRUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYRUP_5m.csv,897
SYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\SYS_5m.csv,1657
T,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\T_5m.csv,5038
TA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TA_5m.csv,562
TAC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAC_5m.csv,730
TAG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAG_5m.csv,773
TAIKO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAIKO_5m.csv,1147
TAKE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAKE_5m.csv,797
TANSSI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TANSSI_5m.csv,768
TAO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TAO_5m.csv,1954
THE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THE_5m.csv,1495
THETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\THETA_5m.csv,8716
TIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TIA_5m.csv,2426
TLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TLM_5m.csv,3270
TNSR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TNSR_5m.csv,1976
TOKEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOKEN_5m.csv,2807
TON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TON_5m.csv,2932
TOSHI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOSHI_5m.csv,456
TOWNS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TOWNS_5m.csv,563
TRADOOR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRADOOR_5m.csv,447
TRB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRB_5m.csv,8269
TREE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TREE_5m.csv,504
TROY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TROY_5m.csv,542
TRU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRU_5m.csv,3401
TRUMP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUMP_5m.csv,1298
TRUST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUST_5m.csv,180
TRUTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRUTH_5m.csv,401
TRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TRX_5m.csv,12478
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,1235
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,1722
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,270
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,1325
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,3823
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,269
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,682
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,3600
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,6115
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,7872
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,16048
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,435
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,2816
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,1297
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,1861
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,1581
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,2257
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,1339
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,922
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,9105
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,444
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,1208
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,867
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,1100
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,1062
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,1523
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,1368
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,1485
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,1948
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,1096
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,6498
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,3513
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,932
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,1968
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,2360
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,444
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,5002
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,2070
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,431
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,880
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,4030
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,9982
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,11732
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,568
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,469
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,502
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,9111
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,8082
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,3186
XVS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVS_5m.csv,4730
YALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YALA_5m.csv,691
YB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YB_5m.csv,347
YFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YFI_5m.csv,8128
YGG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YGG_5m.csv,2769
