symbol,file,bars,first_ts,last_ts,raw_profile_events,eligible_scenario_events
DMC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DMC_5m.csv,56246,2025-06-24 22:00:00,2026-01-12 06:50:00,291,29460
DODOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DODOX_5m.csv,253883,2023-08-08 21:00:00,2026-01-12 09:15:00,908,93780
DOGE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOGE_5m.csv,579411,2020-07-10 18:00:00,2026-01-12 14:10:00,2590,274380
DOGS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOGS_5m.csv,143251,2024-08-26 21:30:00,2026-01-12 07:50:00,426,45720
DOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOLO_5m.csv,71920,2025-05-01 12:00:00,2026-01-12 07:00:00,316,31020
DOOD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOOD_5m.csv,69490,2025-05-09 22:30:00,2026-01-12 07:00:00,348,34800
DOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOT_5m.csv,567046,2020-08-22 16:00:00,2026-01-12 13:45:00,2414,260100
DRIFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DRIFT_5m.csv,121893,2024-11-09 00:45:00,2026-01-12 07:35:00,664,66960
DUSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DUSK_5m.csv,422190,2022-01-07 12:30:00,2026-01-12 10:55:00,2121,221100
DYDX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYDX_5m.csv,456467,2021-09-10 12:30:00,2026-01-12 11:20:00,1372,149460
DYM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYM_5m.csv,201217,2024-02-07 16:00:00,2026-01-12 08:20:00,674,72000
EDEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDEN_5m.csv,28044,2025-09-30 20:00:00,2026-01-12 06:35:00,92,9420
EDU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDU_5m.csv,282693,2023-04-30 21:00:00,2026-01-12 09:35:00,1169,123120
EGLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EGLD_5m.csv,560419,2020-09-14 16:00:00,2026-01-12 13:30:00,2614,275520
EIGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EIGEN_5m.csv,132955,2024-10-01 15:00:00,2026-01-12 07:40:00,366,39720
ENA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENA_5m.csv,185307,2024-04-02 21:30:00,2026-01-12 08:10:00,493,52680
ENJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENJ_5m.csv,556095,2020-09-29 16:00:00,2026-01-12 13:10:00,2736,288120
ENS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENS_5m.csv,433135,2021-11-30 12:30:00,2026-01-12 11:00:00,1824,196320
ENSO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENSO_5m.csv,24035,2025-10-14 18:00:00,2026-01-12 06:35:00,122,12000
EPIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPIC_5m.csv,85976,2025-03-13 17:00:00,2026-01-12 07:10:00,366,36840
EPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPT_5m.csv,74681,2025-04-21 22:00:00,2026-01-12 07:00:00,382,39480
ERA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ERA_5m.csv,49592,2025-07-18 00:30:00,2026-01-12 06:50:00,245,24420
ESPORTS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ESPORTS_5m.csv,46201,2025-07-29 19:00:00,2026-01-12 06:45:00,234,22920
ETC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETC_5m.csv,630125,2020-01-16 17:00:00,2026-01-12 15:20:00,2854,307140
ETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETH_5m.csv,644531,2019-11-27 16:45:00,2026-01-12 15:35:00,3117,329820
ETHFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHFI_5m.csv,189591,2024-03-19 00:30:00,2026-01-12 08:10:00,452,49500
ETHW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHW_5m.csv,221606,2023-11-28 21:30:00,2026-01-12 08:35:00,995,104640
EUL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EUL_5m.csv,24257,2025-10-13 23:30:00,2026-01-12 06:35:00,142,13860
EVAA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EVAA_5m.csv,27186,2025-10-03 19:30:00,2026-01-12 06:35:00,132,14040
F,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\F_5m.csv,57977,2025-06-18 21:45:00,2026-01-12 06:50:00,284,29460
FARTCOIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FARTCOIN_5m.csv,109755,2024-12-21 03:45:00,2026-01-12 07:20:00,270,29700
FET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FET_5m.csv,314195,2023-01-17 11:30:00,2026-01-12 10:20:00,915,97500
FF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FF_5m.csv,28303,2025-09-29 22:30:00,2026-01-12 06:40:00,117,11940
FHE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FHE_5m.csv,77250,2025-04-13 00:00:00,2026-01-12 07:05:00,357,36660
FIDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIDA_5m.csv,136336,2024-09-19 21:30:00,2026-01-12 07:45:00,439,44940
FIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIL_5m.csv,551209,2020-10-16 15:00:00,2026-01-12 13:00:00,2287,248820
FIO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIO_5m.csv,136060,2024-09-20 20:30:00,2026-01-12 07:45:00,566,57540
FIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIS_5m.csv,73595,2025-04-25 16:30:00,2026-01-12 07:00:00,271,28200
FLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLM_5m.csv,556095,2020-09-29 16:00:00,2026-01-12 13:10:00,2240,235320
FLOCK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOCK_5m.csv,34143,2025-09-09 15:45:00,2026-01-12 06:40:00,170,17580
FLOW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOW_5m.csv,412397,2022-02-10 12:30:00,2026-01-12 10:50:00,1251,134940
FLUID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUID_5m.csv,29781,2025-09-24 19:15:00,2026-01-12 06:40:00,149,15360
FLUX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUX_5m.csv,141012,2024-09-03 16:00:00,2026-01-12 07:50:00,559,57360
FOLKS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FOLKS_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,60,6060
FORM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORM_5m.csv,84248,2025-03-19 17:00:00,2026-01-12 07:10:00,389,40680
FORTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORTH_5m.csv,78480,2025-04-08 17:30:00,2026-01-12 07:05:00,315,32340
FTM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTM_5m.csv,557536,2020-09-24 16:00:00,2026-01-12 13:15:00,1822,195660
FTT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTT_5m.csv,393963,2022-04-15 12:30:00,2026-01-12 10:40:00,429,45780
FUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FUN_5m.csv,80785,2025-03-31 17:30:00,2026-01-12 07:05:00,368,36660
FXS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FXS_5m.csv,313325,2023-01-20 12:00:00,2026-01-12 10:20:00,1436,144960
G,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\G_5m.csv,146421,2024-08-15 21:30:00,2026-01-12 07:55:00,785,79800
GALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GALA_5m.csv,454162,2021-09-18 12:30:00,2026-01-12 11:15:00,1538,168240
GAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GAS_5m.csv,231523,2023-10-25 11:45:00,2026-01-12 08:55:00,1147,117780
GHST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GHST_5m.csv,135177,2024-09-23 22:00:00,2026-01-12 07:45:00,615,61620
GIGGLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GIGGLE_5m.csv,25466,2025-10-09 18:45:00,2026-01-12 06:35:00,93,9720
GLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLM_5m.csv,196860,2024-02-22 19:00:00,2026-01-12 08:15:00,971,97200
GLMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLMR_5m.csv,239894,2023-09-26 10:30:00,2026-01-12 09:05:00,262,27600
GMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMT_5m.csv,402886,2022-03-15 13:00:00,2026-01-12 10:45:00,1566,166500
GMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMX_5m.csv,305120,2023-02-17 23:30:00,2026-01-12 10:05:00,1394,147240
GOAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GOAT_5m.csv,126242,2024-10-24 22:30:00,2026-01-12 07:40:00,380,40260
GPS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GPS_5m.csv,92781,2025-02-18 02:00:00,2026-01-12 07:10:00,358,36960
GRASS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRASS_5m.csv,121896,2024-11-09 00:30:00,2026-01-12 07:35:00,445,46980
GRIFFAIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRIFFAIN_5m.csv,106074,2025-01-02 22:30:00,2026-01-12 07:20:00,384,39960
GRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRT_5m.csv,532761,2020-12-19 16:00:00,2026-01-12 12:40:00,2190,235800
GTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GTC_5m.csv,482678,2021-06-11 12:30:00,2026-01-12 11:35:00,1906,202500
GUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GUN_5m.csv,80731,2025-03-31 22:00:00,2026-01-12 07:05:00,309,31740
H,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\H_5m.csv,56000,2025-06-25 18:30:00,2026-01-12 06:50:00,231,22200
HAEDAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HAEDAL_5m.csv,71917,2025-05-01 12:15:00,2026-01-12 07:00:00,312,31800
HANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HANA_5m.csv,29190,2025-09-26 20:30:00,2026-01-12 06:40:00,125,12600
HBAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HBAR_5m.csv,507410,2021-03-17 16:00:00,2026-01-12 12:05:00,2263,239460
HEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEI_5m.csv,94029,2025-02-13 18:00:00,2026-01-12 07:15:00,452,46980
HEMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEMI_5m.csv,37338,2025-08-29 13:30:00,2026-01-12 06:40:00,113,12300
HFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HFT_5m.csv,289607,2023-04-06 21:00:00,2026-01-12 09:40:00,1131,118560
HIFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIFI_5m.csv,242619,2023-09-16 23:30:00,2026-01-12 09:10:00,1016,102540
HIGH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIGH_5m.csv,308146,2023-02-07 11:30:00,2026-01-12 10:15:00,1120,116220
HIPPO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIPPO_5m.csv,120491,2024-11-13 21:30:00,2026-01-12 07:35:00,474,45960
HIVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIVE_5m.csv,108978,2024-12-23 20:30:00,2026-01-12 07:20:00,612,61920
HMSTR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HMSTR_5m.csv,134319,2024-09-26 21:30:00,2026-01-12 07:45:00,446,46140
HOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOLO_5m.csv,33504,2025-09-11 21:00:00,2026-01-12 06:40:00,149,15840
HOME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOME_5m.csv,60296,2025-06-10 20:30:00,2026-01-12 06:50:00,290,29880
HOOK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOOK_5m.csv,312460,2023-01-23 12:00:00,2026-01-12 10:15:00,1111,118020
HOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOT_5m.csv,503663,2021-03-30 16:00:00,2026-01-12 11:50:00,2041,219960
HUMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HUMA_5m.csv,64600,2025-05-26 22:00:00,2026-01-12 06:55:00,261,26580
HYPE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPE_5m.csv,63477,2025-05-30 19:30:00,2026-01-12 06:55:00,229,23160
HYPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPER_5m.csv,74393,2025-04-22 22:00:00,2026-01-12 07:00:00,303,31380
ICNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICNT_5m.csv,53654,2025-07-03 22:00:00,2026-01-12 06:50:00,302,30540
ICP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICP_5m.csv,346452,2022-09-27 11:30:00,2026-01-12 10:25:00,1251,132120
ICX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICX_5m.csv,560131,2020-09-15 15:55:00,2026-01-12 13:25:00,2852,294660
ID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ID_5m.csv,293612,2023-03-23 23:30:00,2026-01-12 09:50:00,1138,118380
IDEX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDEX_5m.csv,281829,2023-05-03 21:00:00,2026-01-12 09:35:00,565,57480
IDOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDOL_5m.csv,53411,2025-07-04 18:15:00,2026-01-12 06:50:00,328,32760
ILV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ILV_5m.csv,226744,2023-11-11 01:30:00,2026-01-12 08:40:00,964,100620
IMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IMX_5m.csv,412109,2022-02-11 12:30:00,2026-01-12 10:50:00,1731,181440
IN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IN_5m.csv,43603,2025-08-07 19:30:00,2026-01-12 06:45:00,199,19320
INIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INIT_5m.csv,76200,2025-04-16 15:30:00,2026-01-12 07:05:00,249,27180
INJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INJ_5m.csv,358259,2022-08-17 11:45:00,2026-01-12 10:35:00,1210,126600
IO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IO_5m.csv,165125,2024-06-11 23:00:00,2026-01-12 08:00:00,502,52620
IOST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOST_5m.csv,619746,2020-02-21 17:05:00,2026-01-12 14:30:00,3705,383340
IOTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTA_5m.csv,622342,2020-02-12 17:00:00,2026-01-12 14:45:00,3301,345420
IOTX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTX_5m.csv,464821,2021-08-12 12:30:00,2026-01-12 11:30:00,2349,244500
IP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IP_5m.csv,93934,2025-02-14 02:00:00,2026-01-12 07:15:00,372,37320
IRYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IRYS_5m.csv,13316,2025-11-27 01:00:00,2026-01-12 06:35:00,63,6780
JASMY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JASMY_5m.csv,392523,2022-04-20 12:30:00,2026-01-12 10:40:00,1512,163800
JCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JCT_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,69,7440
JELLYJELLY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JELLYJELLY_5m.csv,82134,2025-03-27 01:00:00,2026-01-12 07:05:00,355,34800
JOE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JOE_5m.csv,291912,2023-03-29 21:10:00,2026-01-12 09:50:00,1117,119400
JST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JST_5m.csv,72707,2025-04-28 18:30:00,2026-01-12 07:00:00,500,49500
JTO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JTO_5m.csv,218756,2023-12-08 19:00:00,2026-01-12 08:35:00,693,71460
JUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JUP_5m.csv,203096,2024-02-01 03:30:00,2026-01-12 08:20:00,604,62700
KAIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAIA_5m.csv,114424,2024-12-04 23:00:00,2026-01-12 07:30:00,516,52380
KAITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAITO_5m.csv,91964,2025-02-20 22:00:00,2026-01-12 07:10:00,329,32580
KAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAS_5m.csv,224902,2023-11-17 11:00:00,2026-01-12 08:40:00,1140,120480
KAVA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAVA_5m.csv,574249,2020-07-28 16:05:00,2026-01-12 14:05:00,3346,345240
KDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KDA_5m.csv,136612,2024-09-18 22:30:00,2026-01-12 07:45:00,434,44820
KERNEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KERNEL_5m.csv,76710,2025-04-14 21:00:00,2026-01-12 07:05:00,248,25140
KEY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KEY_5m.csv,275778,2023-05-24 21:00:00,2026-01-12 09:30:00,716,72120
KGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KGEN_5m.csv,25986,2025-10-07 23:30:00,2026-01-12 06:35:00,124,12420
KITE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KITE_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,70,7200
KLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KLAY_5m.csv,447249,2021-10-12 12:30:00,2026-01-12 11:10:00,1522,159120
KMNO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KMNO_5m.csv,109753,2024-12-21 04:00:00,2026-01-12 07:20:00,628,62520
KNC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KNC_5m.csv,584599,2020-06-22 17:50:00,2026-01-12 14:20:00,3179,325140
KOMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KOMA_5m.csv,112715,2024-12-10 21:15:00,2026-01-12 07:25:00,598,62280
KSM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KSM_5m.csv,551774,2020-10-14 16:00:00,2026-01-12 13:05:00,2631,276300
LA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LA_5m.csv,61766,2025-06-05 18:00:00,2026-01-12 06:50:00,237,23820
LAB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAB_5m.csv,23105,2025-10-17 23:30:00,2026-01-12 06:35:00,123,12480
LAYER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAYER_5m.csv,94524,2025-02-12 00:45:00,2026-01-12 07:15:00,387,39780
LDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LDO_5m.csv,347778,2022-09-22 21:00:00,2026-01-12 10:25:00,1269,134340
LEVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LEVER_5m.csv,291621,2023-03-30 21:15:00,2026-01-12 09:45:00,977,103020
LIGHT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIGHT_5m.csv,28903,2025-09-27 20:30:00,2026-01-12 06:40:00,134,12600
LINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINA_5m.csv,506833,2021-03-19 16:00:00,2026-01-12 12:00:00,1626,174300
LINEA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINEA_5m.csv,36426,2025-09-01 17:30:00,2026-01-12 06:40:00,98,10800
LINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINK_5m.csv,629837,2020-01-17 17:00:00,2026-01-12 15:20:00,2511,267420
LISTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LISTA_5m.csv,162550,2024-06-20 21:30:00,2026-01-12 08:00:00,709,74160
LIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIT_5m.csv,511086,2021-02-18 16:00:00,2026-01-12 12:30:00,1732,180900
LOKA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOKA_5m.csv,134907,2024-09-24 20:30:00,2026-01-12 07:45:00,367,37500
LOOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOOM_5m.csv,235418,2023-10-11 23:30:00,2026-01-12 09:05:00,627,64140
LPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LPT_5m.csv,438607,2021-11-11 12:30:00,2026-01-12 11:00:00,2080,217920
LQTY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LQTY_5m.csv,297388,2023-03-10 21:00:00,2026-01-12 09:55:00,1254,128760
LRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LRC_5m.csv,550331,2020-10-19 16:05:00,2026-01-12 12:55:00,2640,276480
LSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LSK_5m.csv,204876,2024-01-25 23:15:00,2026-01-12 08:25:00,1075,110760
LTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LTC_5m.csv,632141,2020-01-09 17:05:00,2026-01-12 15:25:00,3030,321960
LUMIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUMIA_5m.csv,110419,2024-12-18 20:30:00,2026-01-12 07:25:00,475,47760
LUNA2,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUNA2_5m.csv,351343,2022-09-10 12:00:00,2026-01-12 10:30:00,1349,144000
LYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LYN_5m.csv,26358,2025-10-06 16:30:00,2026-01-12 06:35:00,114,11700
M,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\M_5m.csv,52544,2025-07-07 18:30:00,2026-01-12 06:50:00,193,19380
MAGIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAGIC_5m.csv,311884,2023-01-25 12:00:00,2026-01-12 10:15:00,1065,111300
MANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANA_5m.csv,507987,2021-03-15 16:00:00,2026-01-12 12:10:00,2200,233340
MANTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANTA_5m.csv,206895,2024-01-18 23:00:00,2026-01-12 08:25:00,656,70560
MASK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MASK_5m.csv,460500,2021-08-27 12:30:00,2026-01-12 11:25:00,1999,207060
MAV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAV_5m.csv,265408,2023-06-29 21:00:00,2026-01-12 09:25:00,991,104640
MAVIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAVIA_5m.csv,82122,2025-03-27 02:00:00,2026-01-12 07:05:00,317,32700
MBOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MBOX_5m.csv,142711,2024-08-28 18:30:00,2026-01-12 07:50:00,496,52140
MDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MDT_5m.csv,265120,2023-06-30 21:00:00,2026-01-12 09:25:00,443,46140
ME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ME_5m.csv,112657,2024-12-11 02:00:00,2026-01-12 07:25:00,504,53040
MELANIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MELANIA_5m.csv,100936,2025-01-20 18:30:00,2026-01-12 07:15:00,388,40320
MEME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEME_5m.csv,228817,2023-11-03 21:00:00,2026-01-12 08:45:00,673,71100
MEMEFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEMEFI_5m.csv,73598,2025-04-25 16:15:00,2026-01-12 07:00:00,150,14760
MERL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MERL_5m.csv,63789,2025-05-29 17:30:00,2026-01-12 06:55:00,284,27720
MET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MET_5m.csv,24857,2025-10-11 21:30:00,2026-01-12 06:35:00,88,9180
METIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\METIS_5m.csv,191404,2024-03-12 17:30:00,2026-01-12 08:15:00,741,76020
MEW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEW_5m.csv,163396,2024-06-17 23:00:00,2026-01-12 08:00:00,565,58260
MILK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MILK_5m.csv,70352,2025-05-06 22:45:00,2026-01-12 07:00:00,334,35820
MINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MINA_5m.csv,308043,2023-02-07 20:00:00,2026-01-12 10:10:00,1158,119400
MIRA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MIRA_5m.csv,29184,2025-09-26 21:00:00,2026-01-12 06:40:00,135,14280
MITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MITO_5m.csv,37483,2025-08-29 01:30:00,2026-01-12 06:45:00,177,16980
MKR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MKR_5m.csv,569639,2020-08-13 16:00:00,2026-01-12 13:50:00,2433,255480
MLN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MLN_5m.csv,80782,2025-03-31 17:45:00,2026-01-12 07:05:00,284,28440
MMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MMT_5m.csv,15649,2025-11-18 22:35:00,2026-01-12 06:35:00,57,5820
MOCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOCA_5m.csv,110996,2024-12-16 20:30:00,2026-01-12 07:25:00,626,61860
MON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MON_5m.csv,25208,2025-10-10 16:15:00,2026-01-12 06:35:00,78,8400
MOODENG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOODENG_5m.csv,125996,2024-10-25 19:00:00,2026-01-12 07:40:00,447,47280
MORPHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MORPHO_5m.csv,116433,2024-11-27 23:30:00,2026-01-12 07:30:00,516,52740
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,112982,2024-12-09 23:00:00,2026-01-12 07:25:00,386,40860
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,213540,2023-12-26 21:30:00,2026-01-12 08:30:00,867,90300
MTL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MTL_5m.csv,503375,2021-03-31 16:00:00,2026-01-12 11:50:00,2861,294480
