rank,candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct,eligible_symbols,positive_symbols,positive_symbol_pct,eligible_quarters,positive_quarter_pct,ex_q4_trades,ex_q4_avg_net_return_pct,ex_q4_profit_factor,ex_q4_win_rate_pct,q4_2025_trades,q4_2025_avg_net_return_pct,q4_2025_profit_factor,q4_2025_win_rate_pct,y2026_trades,y2026_avg_net_return_pct,y2026_profit_factor,y2026_win_rate_pct,robust_pass
15,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds2atr__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,2.0,2atr,36,198583,198583,100.0,66296,132287,0,33.38452939073335,-0.04991633070379894,0.030095707579232783,3.315134048950245,0.932007518485482,62.29485907655741,37.70514092344259,18.65717105693841,0.007809917635935469,1.1133195642326956,-46.562469397336564,317.7092417958204,-0.0004991633070379894,597,203,34.003350083752096,26,26.923076923076923,177425.0,-0.09379192030641774,0.869841209696238,33.205579822460194,21158.0,0.31801194631882357,1.3751199544369408,34.885149825125254,2687.0,0.2147257001808116,1.4526599744094089,48.120580573129885,False
16,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds3atr__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,3.0,3atr,36,199759,199759,100.0,82799,116960,0,41.449446583132676,-0.04145213697514209,0.038563288340193964,3.539680411873432,0.9513955071453968,48.666142701955856,51.33385729804414,23.608458192121507,0.006963800310173305,1.6558531593074826,-52.05836583294825,380.29656699128867,-0.00041452136975142094,596,223,37.41610738255034,26,38.46153846153847,178126.0,-0.09312017290563268,0.8889219919886174,41.38306591962993,21633.0,0.3839821794929657,1.3948980127141521,41.996024592058426,2681.0,0.2069517174222781,1.4096241943120649,55.054084296904136,False
17,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time24,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,24,198584,198584,100.0,103411,95173,0,52.074185231438584,-0.01776221930653526,0.062262685767771844,4.648214703812797,0.9797412066634871,0.0,100.0,24.0,0.00781203953211905,0.0,-90.52024212464255,358.23192619199614,-0.00017762219306535263,597,260,43.551088777219434,26,53.84615384615385,177425.0,0.006553422735394287,1.0084899532574858,52.14541355502325,21159.0,-0.2216566750600842,0.873777049982238,51.476912897584945,2687.0,0.18192113916892233,1.4199431831105678,59.2110160029773,False
18,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds2atr__time72,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,2.0,2atr,72,199764,199764,100.0,53431,146333,0,26.74706153260848,-0.049184392440395915,0.030827938735098127,3.6374603884507435,0.939935082714883,71.08788370276928,28.91211629723073,30.38516950001001,0.006953711783034776,1.1058726479037786,-46.562469397336564,340.6045895410458,-0.0004918439244039591,596,205,34.395973154362416,26,38.46153846153847,178126.0,-0.0984694692517092,0.8776203588922816,26.47283383672232,21638.0,0.3565348788458591,1.3809115441186086,29.004529069230056,2681.0,0.1789940174638532,1.314330899179597,36.851920925027976,False
19,bear_body20_range22_vol20_cp20__all__slip1bps__ds3atr__time72,bear_body20_range22_vol20_cp20,all,1.0,3.0,3atr,72,260728,260728,100.0,91825,168903,0,35.21869534534074,-0.048528211965897315,0.03148438178681739,3.818538344506301,0.9525988788585132,58.15370807891749,41.8462919210825,41.22250391212298,0.00753563568439598,1.7256257285557357,-52.05836583294825,263.9496852038934,-0.0004852821196589732,597,221,37.018425460636514,26,38.46153846153847,233239.0,-0.09153574441538422,0.9087820552381567,35.090615205861795,27489.0,0.31638262003911805,1.2645413708854247,36.305431263414455,3965.0,0.1673592103162289,1.2226837336114125,45.49810844892812,False
20,bear_body20_range22_vol20_cp20__all__slip1bps__ds5atr__time72,bear_body20_range22_vol20_cp20,all,1.0,5.0,5atr,72,260702,260702,100.0,115555,145147,0,44.324554472155945,-0.034256675721710705,0.04576162892986118,3.929743654845578,0.9708619648188753,38.243665180934556,61.75633481906545,54.277059631303175,0.0075112694806862045,2.8640219074372104,-65.1624329017058,229.95281421989958,-0.00034256675721710704,597,241,40.36850921273032,26,46.15384615384615,233238.0,-0.06459014703213378,0.9438819573819871,44.32811119971875,27464.0,0.22335030729243252,1.1612139591419732,44.29434896591902,3965.0,0.16092721095692294,1.1909612481468512,52.43379571248423,False
21,bear_body20_range22_vol20_cp20__all__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,1.0,0.0,no_stop,36,260736,260736,100.0,132349,128387,0,50.75977233676976,0.016785835911005638,0.09682456573730056,4.301227035203288,1.0178426039305517,0.0,100.0,36.0,0.0075326690353270526,0.0,-92.97892451549748,346.70038657672694,0.0001678583591100564,597,275,46.06365159128978,26,46.15384615384615,233240.0,0.011006468653430312,1.0126217233863593,50.94194820785457,27496.0,0.0658104074543891,1.0431846163063094,49.214431189991274,3966.0,0.15422645391955847,1.242708446146109,58.87544125063036,False
22,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time24,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,24,199766,199766,100.0,103898,95868,0,52.00985152628576,-0.011170015213732344,0.0688575277973866,4.7083919438374915,0.9871956325951982,0.0,100.0,24.0,0.006956930887179586,0.0,-90.52024212464255,358.23192619199614,-0.00011170015213732344,596,272,45.63758389261745,26,53.84615384615385,178126.0,0.022350930173128235,1.0295382512920461,52.10300573751165,21640.0,-0.2870920077266677,0.8426530091494844,51.243068391866906,2681.0,0.1495714370827131,1.3378649749713638,56.95635956732562,False
23,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds2atr__time36,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,2.0,2atr,36,199764,199764,100.0,66353,133411,0,33.21569451953305,-0.05112387461037247,0.02888768046181228,3.301060385017279,0.9301476695884506,62.43567409543262,37.56432590456739,18.590111331371016,0.006953711783034776,1.1058726479037786,-46.562469397336564,317.7092417958204,-0.0005112387461037247,596,202,33.89261744966443,26,26.923076923076923,178126.0,-0.09342258576977412,0.8698355382091926,33.02606020457429,21638.0,0.29708299404567634,1.3501549911878512,34.776781587947134,2681.0,0.14317405046629852,1.2959160552024709,45.84110406564715,False
24,bear_range25_body08_vol15_cp20__all__slip1bps__dsno_stop__time36,bear_range25_body08_vol15_cp20,all,1.0,0.0,no_stop,36,276718,276718,100.0,139257,137461,0,50.32451810146069,0.01759003144036409,0.09762908307359354,4.3639534995280345,1.0186946721287442,0.0,100.0,36.0,0.006493508652187033,0.0,-91.58393430386143,380.29656699128867,0.00017590031440364092,597,292,48.91122278056951,26,46.15384615384615,246756.0,0.014788296445765578,1.016993101404504,50.51589424370634,29962.0,0.04066408925783793,1.026702989094011,48.74841465856752,4165.0,0.13677227667076508,1.2173758976872158,56.97478991596638,False
25,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds5atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,5.0,5atr,24,198553,198553,100.0,99052,99501,0,49.88693195267762,-0.039200018814251114,0.040816307708832426,3.192975780100426,0.9533696878544033,23.22251489526726,76.77748510473275,20.561613272023088,0.007788092523726069,2.7632561085671514,-65.1624329017058,235.5001451713859,-0.00039200018814251116,597,226,37.85594639865997,26,42.30769230769231,177424.0,-0.07274016440856855,0.9117603581683801,49.956601136261156,21129.0,0.2424425952198337,1.2479999462004354,49.30190733115623,2687.0,0.13372515213641079,1.2814614507127484,58.57834015630815,False
26,bear_body20_range22_vol20_cp20__all__slip1bps__ds3atr__time36,bear_body20_range22_vol20_cp20,all,1.0,3.0,3atr,36,260728,260728,100.0,107814,152914,0,41.35113988524439,-0.05252393783738666,0.02748705698540759,3.3448442354286407,0.9393358000908268,47.047114233990975,52.95288576600902,24.29499708508484,0.00753563568439598,1.7256257285557357,-52.05836583294825,263.7582292460409,-0.0005252393783738666,597,209,35.00837520938023,26,34.61538461538461,233239.0,-0.09248254694017627,0.8908566657582802,41.35071750436248,27489.0,0.2865173524432918,1.2802164556207334,41.35472370766489,3965.0,0.12105894410848864,1.1980002843820818,52.55989911727617,False
27,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds3atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,3.0,3atr,24,198578,198578,100.0,87941,110637,0,44.28536897340088,-0.03280885257542978,0.04721003143714516,3.334740286372423,0.9577602756585014,42.15371289870983,57.84628710129017,17.07959089123669,0.007820087720848851,1.6670062359997595,-52.05836583294825,285.96712035692985,-0.0003280885257542978,597,222,37.185929648241206,26,30.76923076923077,177425.0,-0.0794150505796198,0.8960064053932938,44.23333803015358,21153.0,0.35810991454476215,1.4039995695844594,44.721788871554864,2687.0,0.11760892091383553,1.252644430662672,55.60104205433569,False
28,bear_body20_range22_vol20_cp20__all__slip1bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,1.0,2.0,2atr,72,260734,260734,100.0,69847,190887,0,26.78860447812713,-0.05886871977930686,0.021139736115139238,3.582936672064023,0.9305533225100975,70.6773953531185,29.322604646881494,31.176724170994195,0.007531856725068123,1.1522932520993692,-46.562469397336564,340.6045895410458,-0.0005886871977930687,597,184,30.82077051926298,26,30.76923076923077,233240.0,-0.0959684999305291,0.8841021226760419,26.597067398387924,27494.0,0.25586004731427997,1.2522570256978125,28.41347203026115,3966.0,0.11084272482699528,1.1658861723189662,36.157337367624805,False
29,bear_body20_range22_vol20_cp20__all__slip1bps__ds5atr__time36,bear_body20_range22_vol20_cp20,all,1.0,5.0,5atr,36,260702,260702,100.0,124914,135788,0,47.91447706576858,-0.051024644534889446,0.028986950245208695,3.346591151595272,0.9459652169515861,26.956064778943006,73.04393522105698,30.059692675928837,0.0075112694806862045,2.8640219074372104,-65.1624329017058,232.56504942985873,-0.0005102464453488945,597,211,35.34338358458962,26,34.61538461538461,233238.0,-0.08081720854531795,0.9123941343520762,48.05006045327091,27464.0,0.20198868362795427,1.178863634415484,46.7630352461404,3965.0,0.11073655943348741,1.1656535084791673,57.553593947036575,False
30,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,12,198584,198584,100.0,101902,96682,0,51.31430528139226,0.015283723324883855,0.09532185206571002,3.6489505445479202,1.0228239522710973,0.0,100.0,12.0,0.00781203953211905,0.0,-82.71277106881737,336.450129140932,0.00015283723324883855,597,275,46.06365159128978,26,50.0,177425.0,-0.024415858239514837,0.9617987739108929,51.432999859095396,21159.0,0.34817744510112253,1.3762600048496156,50.31901318587835,2687.0,0.09590868011583846,1.2564662362682035,58.913286192780056,False
31,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds5atr__time24,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,5.0,5atr,24,199734,199734,100.0,99532,100202,0,49.832276928314656,-0.02903979921850604,0.0509805930187015,3.2153396950089794,0.9650747946088748,23.198854476453683,76.80114552354632,20.571034475852883,0.006931887117829556,2.7447545317968194,-65.1624329017058,235.5001451713859,-0.0002903979921850604,596,236,39.59731543624161,26,46.15384615384615,178125.0,-0.06001844439241974,0.92606869857332,49.92729824561403,21609.0,0.22632005878525946,1.2277684008068404,49.04900735804526,2681.0,0.09385280677265782,1.1909889454884142,56.21036926519955,False
32,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds3atr__time24,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,3.0,3atr,24,199759,199759,100.0,88219,111540,0,44.16271607286781,-0.030195700661956627,0.04982422902965522,3.3551550064977578,0.9609635500733131,42.28345155912875,57.71654844087125,17.055827271862594,0.006963800310173305,1.6558531593074826,-52.05836583294825,285.96712035692985,-0.0003019570066195663,596,233,39.09395973154363,26,38.46153846153847,178126.0,-0.07609634941127334,0.8997056016515267,44.1350504698921,21633.0,0.34774998228173093,1.3883930581357327,44.39051449174872,2681.0,0.09088858785317597,1.191735348916759,53.45020514733309,False
33,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds2atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,2.0,2atr,24,198583,198583,100.0,73151,125432,0,36.836486506901394,-0.04013515403525218,0.03988079828406145,3.265511060986942,0.9411520503308747,56.839205772901,43.160794227099,13.801332440339808,0.007809917635935469,1.1133195642326956,-46.562469397336564,334.1080004257639,-0.00040135154035252183,597,203,34.003350083752096,26,30.76923076923077,177425.0,-0.07890749959495687,0.8819429766845006,36.694941524587854,21158.0,0.2849987627305384,1.3578989935113117,38.023442669439454,2687.0,0.08796192663354194,1.1973676571041714,49.60922962411611,False
34,bear_range25_body08_vol15_cp20__all__slip1bps__ds3atr__time36,bear_range25_body08_vol15_cp20,all,1.0,3.0,3atr,36,276709,276709,100.0,113379,163330,0,40.97409191605622,-0.055372119116439376,0.024637735977951783,3.435844001780733,0.9363851753588047,47.096046749473274,52.903953250526726,24.316007068797905,0.006495474176514859,1.724737574339765,-52.05836583294825,380.29656699128867,-0.0005537211911643937,597,214,35.845896147403685,26,30.76923076923077,246755.0,-0.09253494586926189,0.89111793116963,40.989240339608116,29954.0,0.25076773917937184,1.2411623310496673,40.849302263470655,4164.0,0.08375511734140212,1.133725569913387,50.50432276657061,False
35,bear_range25_body08_vol15_cp20__all__slip1bps__ds3atr__time72,bear_range25_body08_vol15_cp20,all,1.0,3.0,3atr,72,276709,276709,100.0,96658,180051,0,34.93128159908062,-0.05544281444591206,0.024567012359031574,3.8787429342704005,0.9460818323774274,58.251448272372784,41.74855172762722,41.1985949137903,0.006495474176514859,1.724737574339765,-52.05836583294825,307.950793069445,-0.0005544281444591206,597,211,35.34338358458962,26,38.46153846153847,246755.0,-0.09373690199655832,0.9067004484190482,34.85562602581508,29954.0,0.2600161417388951,1.212674354108754,35.55451692595313,4164.0,0.08226482172685849,1.1067496572656779,42.72334293948127,False
36,bear_range25_body08_vol15_cp20__all__slip1bps__ds5atr__time36,bear_range25_body08_vol15_cp20,all,1.0,5.0,5atr,36,276683,276683,100.0,131596,145087,0,47.56201139932703,-0.048136928815928924,0.03187582151267614,3.4487128094438213,0.9490070990479743,26.703483770235252,73.29651622976475,30.149510450587858,0.006472417601883417,2.8632358336117445,-65.1624329017058,380.29656699128867,-0.00048136928815928923,597,225,37.68844221105528,26,34.61538461538461,246754.0,-0.07543135081117606,0.9180360324403761,47.71959117177432,29929.0,0.17689590906756852,1.1552617402247622,46.26282201209529,4164.0,0.07978029817621339,1.1185807568940906,55.403458213256485,False
37,bear_range25_body08_vol15_cp20__all__slip1bps__ds5atr__time72,bear_range25_body08_vol15_cp20,all,1.0,5.0,5atr,72,276683,276683,100.0,121895,154788,0,44.0558328484222,-0.03553125149534759,0.044486543121901194,4.00737153689567,0.9697694785590685,38.00811759305776,61.991882406942246,54.42618447826574,0.006472417601883417,2.8632358336117445,-65.1624329017058,307.950793069445,-0.0003553125149534759,597,239,40.03350083752093,26,46.15384615384615,246754.0,-0.059917846284787926,0.9477577430860127,44.13261791095585,29929.0,0.16552758143169868,1.1174236108761622,43.42276721574393,4164.0,0.07293747698443137,1.084443162228327,49.9759846301633,False
38,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__dsno_stop__time12,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,0.0,no_stop,12,199766,199766,100.0,102472,97294,0,51.29601633911677,0.02181748828506729,0.10185823157769845,3.6401774973866248,1.0330942894271171,0.0,100.0,12.0,0.006956930887179586,0.0,-82.71277106881737,336.450129140932,0.0002181748828506729,596,283,47.48322147651007,26,46.15384615384615,178126.0,-0.0182236856200142,0.9710127478280978,51.44785152083357,21640.0,0.3514096390714136,1.3857789829410518,50.04621072088724,2681.0,0.0724338366137221,1.1892093020115428,57.590451324132786,False
39,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds5atr__time12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,5.0,5atr,12,198553,198553,100.0,100088,98465,0,50.40870699510962,-0.0440788236187252,0.035935550601515404,2.778330855401286,0.9363017765603461,15.842117721716619,84.15788227828338,10.901734045821518,0.007788092523726069,2.7632561085671514,-65.1624329017058,234.5902654915125,-0.000440788236187252,597,217,36.348408710217754,26,38.46153846153847,177424.0,-0.07443258070151097,0.890355361146301,50.577148525565875,21129.0,0.21080711498017585,1.2627379580762674,48.994273273699655,2687.0,0.06764212361411572,1.1693705433245218,58.466691477484176,False
40,bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__ds3atr__time12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,3.0,3atr,12,198578,198578,100.0,93689,104889,0,47.179949440522115,-0.03596866583667862,0.04404895374481932,2.913950854670478,0.945215616888386,32.5776269274542,67.42237307254581,9.574263010001108,0.007820087720848851,1.6670062359997595,-52.05836583294825,236.34811794682605,-0.0003596866583667862,597,204,34.17085427135678,26,34.61538461538461,177425.0,-0.0763990307348654,0.8814538315655464,47.23404255319149,21153.0,0.3031490712247685,1.3999858802525895,46.726232685671064,2687.0,0.06734337081282822,1.1715432654323545,56.419799032378116,False
41,bear_range25_body08_vol15_cp20__long_counter_trend__slip1bps__ds2atr__time24,bear_range25_body08_vol15_cp20,long_counter_trend,1.0,2.0,2atr,24,199764,199764,100.0,73157,126607,0,36.62171362207405,-0.04272450290553496,0.03729041325976895,3.252257344865456,0.9372325493556993,57.06183296289622,42.93816703710378,13.75511603692357,0.006953711783034776,1.1058726479037786,-46.562469397336564,334.1080004257639,-0.0004272450290553496,596,197,33.053691275167786,26,26.923076923076923,178126.0,-0.08122795670527248,0.8781011600134302,36.46239179008118,21638.0,0.27423945917654535,1.343402721544718,37.93326555134486,2681.0,0.06265393393899528,1.138024659165985,47.29578515479299,False
