period,candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,0.0,0.0,no_stop,72,229274,229274,100.0,115178,114096,0,50.23596221115346,0.06932902787747439,0.14938878339083064,3.7531334666068275,1.0615970231240317,0.0,100.0,72.0,0.0067463196795315246,0.0,-83.41633021806854,125.7279474068663,0.0006932902787747439
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,0.0,0.0,no_stop,72,27496,27496,100.0,13666,13830,0,49.7017748036078,0.025362005651561208,0.1054041673184885,11.454776053635346,1.0131707711025173,0.0,100.0,72.0,0.013261664487324269,0.0,-73.91861672179063,634.4215608740894,0.0002536200565156121
2026,bear_body20_range22_vol20_cp20__all__slip0bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,0.0,0.0,no_stop,72,3966,3966,100.0,2294,1672,0,57.8416540595058,0.37549390857418935,0.4556761790458073,3.3355942569863903,1.5319339336167435,0.0,100.0,72.0,0.013272710198349798,0.0,-63.99873484313851,78.10271756329114,0.0037549390857418937
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,6,260734,260734,100.0,118769,141965,0,45.55178841271181,-0.032530924870035526,0.04748807035810771,2.5696764320701115,0.9348088137324699,34.54900396572752,65.45099603427248,4.81245637316192,0.007531856725068121,1.1524084814245792,-46.561768821558466,347.3616129032258,-0.00032530924870035526
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,6,233240,233240,100.0,106388,126852,0,45.61310238381067,-0.05643545189697042,0.023573977694107216,1.456411735693992,0.8836315491278044,34.7513291030698,65.24867089693021,4.800518778940147,0.006857294061274078,1.1106778231310475,-24.836642784242922,53.842907231555884,-0.0005643545189697042
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,6,229274,229274,100.0,104554,124720,0,45.6022052216998,-0.05594079623679922,0.02406883129571906,1.4589464830503154,0.8850512811365716,34.87879131519492,65.12120868480508,4.794259270567094,0.0067463196795315246,1.1119797169253907,-24.836642784242922,53.842907231555884,-0.0005594079623679922
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,6,27494,27494,100.0,12381,15113,0,45.03164326762203,0.17025847950045606,0.25035862294963585,6.676848406437065,1.275463928424141,32.83261802575107,67.16738197424893,4.913726631265003,0.013254377846160816,1.5064224022939823,-46.561768821558466,347.3616129032258,0.0017025847950045605
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,6,3966,3966,100.0,1834,2132,0,46.243066061522946,-0.08503143823839528,-0.005033451619042906,1.3011939780532482,0.7805463725036292,27.382753403933435,72.61724659606656,5.16238023197176,0.013272710198349798,1.0354154938813567,-20.46788118811882,44.05779667721518,-0.0008503143823839528
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,12,260734,260734,100.0,109314,151420,0,41.92548727822225,-0.03819812172564741,0.041818605716639236,2.6859626361019058,0.9354090488446346,44.81770693503724,55.182293064962764,8.45488121994063,0.007531856725068121,1.1524084814245792,-46.561768821558466,316.9078494623655,-0.00038198121725647414
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,12,233240,233240,100.0,97730,135510,0,41.90104613273881,-0.06439833671353537,0.015607906449044235,1.685172976548194,0.8881876085194724,44.96184187960899,55.03815812039101,8.431148173555137,0.006857294061274078,1.1106778231310475,-25.358721334108324,70.22690663032752,-0.0006439833671353537
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,12,229274,229274,100.0,95815,133459,0,41.79060861676422,-0.06482478719961401,0.015181285314511786,1.6869883540509378,0.887844100820593,45.10236660066122,54.89763339933879,8.416859303715205,0.0067463196795315246,1.1119797169253907,-25.358721334108324,70.22690663032752,-0.0006482478719961401
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,12,27494,27494,100.0,11584,15910,0,42.13282898086855,0.18406630483196468,0.2641719736214133,6.653580306268405,1.2548244580821137,43.59496617443806,56.405033825561944,8.656215901651269,0.013254377846160816,1.5064224022939823,-46.561768821558466,316.9078494623655,0.0018406630483196469
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,12,3966,3966,100.0,1915,2051,0,48.285426122037315,-0.039745283575564214,0.04027082475433749,1.576480973247863,0.9132418936525429,36.83812405446293,63.16187594553706,9.257186081694403,0.013272710198349798,1.0354154938813567,-19.557354455445548,55.25782436708858,-0.00039745283575564217
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,24,260734,260734,100.0,97300,163434,0,37.317726111669366,-0.033693393094434816,0.046325136960349345,3.072360404148671,0.9507261139165047,54.709780849448094,45.290219150551906,14.454800678085713,0.007531856725068121,1.1524084814245792,-46.561768821558466,334.1948387096774,-0.0003369339309443482
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,24,233240,233240,100.0,86806,146434,0,37.21745841193621,-0.06404135075077415,0.015965035263331217,1.9568154703111216,0.9039361816637701,54.85637111987652,45.14362888012348,14.415164637283485,0.006857294061274078,1.1106778231310475,-28.66262178217822,68.70503077862882,-0.0006404135075077415
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,24,229274,229274,100.0,85001,144273,0,37.07398134982597,-0.06500718696248582,0.014998812562539229,1.9588495858128474,0.9028270804824681,55.02630040911748,44.973699590882525,14.382271866849273,0.0067463196795315246,1.1119797169253907,-25.358721334108324,68.70503077862882,-0.0006500718696248582
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,24,27494,27494,100.0,10494,17000,0,38.16832763512039,0.22375760144126688,0.30387915310250796,7.547115510983168,1.269836029460749,53.466210809631185,46.53378919036881,14.791045318978686,0.013254377846160816,1.5064224022939823,-46.561768821558466,334.1948387096774,0.0022375760144126688
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,24,3966,3966,100.0,1805,2161,0,45.51185073121533,-0.008206471375085159,0.07182225752792597,1.8345311422753863,0.9845724342072169,45.03277861825517,54.967221381744835,16.3166918809884,0.013272710198349798,1.0354154938813567,-28.66262178217822,51.45198971518985,-8.206471375085159e-05
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,36,260734,260734,100.0,88153,172581,0,33.80955303105848,-0.04067094661532064,0.039344791301199875,3.1842713761898698,0.9451404912789154,60.61273174959921,39.387268250400794,19.53963426327215,0.007531856725068121,1.1524084814245792,-46.561768821558466,317.79279999999994,-0.0004067094661532064
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,36,233240,233240,100.0,78612,154628,0,33.70433887840851,-0.07436229232215681,0.0056399636633085205,2.1193619731581985,0.8971850595672954,60.76359115074601,39.23640884925399,19.48175698850969,0.006857294061274078,1.1106778231310475,-27.752095049504966,86.91587237441848,-0.0007436229232215681
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,36,229274,229274,100.0,76847,152427,0,33.51753796767187,-0.0770836864779127,0.0029174805142930266,2.118384502134381,0.8938139992705213,60.96330155185499,39.03669844814501,19.42666852761325,0.0067463196795315246,1.1119797169253907,-25.369281437125757,86.91587237441848,-0.000770836864779127
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,36,27494,27494,100.0,9541,17953,0,34.7021168254892,0.2451430299854821,0.32527313924117873,7.613214356611506,1.2739241529669258,59.33294536989888,40.66705463010111,20.030624863606604,0.013254377846160816,1.5064224022939823,-46.561768821558466,317.79279999999994,0.002451430299854821
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,36,3966,3966,100.0,1765,2201,0,44.50327786182552,0.08296118817879546,0.16302639873829072,2.1693272593950117,1.145784441432653,49.21835602622289,50.7816439737771,22.66641452344932,0.013272710198349798,1.0354154938813567,-27.752095049504966,65.71645569620253,0.0008296118817879546
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,72,260734,260734,100.0,70771,189963,0,27.142988639763132,-0.039516644964362295,0.04049955485758073,3.5876042767128635,0.9528315850722519,69.94024561430423,30.059754385695765,31.87766459303351,0.007531856725068121,1.1524084814245792,-46.561768821558466,340.6927272727272,-0.00039516644964362297
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,72,233240,233240,100.0,62873,170367,0,26.95635397015949,-0.07651697835943226,0.0034844154067304152,2.547141215954972,0.9064673614127016,70.12219173383639,29.87780826616361,31.76580346424284,0.006857294061274078,1.1106778231310475,-28.464681188118824,125.7279474068663,-0.0007651697835943227
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,72,229274,229274,100.0,61412,167862,0,26.785418320437554,-0.08017229655760205,-0.00017236550380360783,2.5468501424593555,0.9023299534900476,70.31412196760208,29.685878032397916,31.6412589303628,0.0067463196795315246,1.1119797169253907,-25.358721334108324,125.7279474068663,-0.0008017229655760206
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,72,27494,27494,100.0,7898,19596,0,28.72626754928348,0.27436848492092614,0.35451028903654075,8.17982288368,1.2730313303019227,68.39674110715065,31.60325889284935,32.82661671637448,0.013254377846160816,1.5064224022939823,-46.561768821558466,340.6927272727272,0.002743684849209261
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,0.0,2.0,2atr,72,3966,3966,100.0,1461,2505,0,36.83812405446293,0.1347965427114666,0.21488249570975046,2.555037917980215,1.2048845624552114,59.02672718103883,40.97327281896117,38.96570852244075,0.013272710198349798,1.0354154938813567,-28.464681188118824,78.10271756329114,0.001347965427114666
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,6,260728,260728,100.0,128212,132516,0,49.17461875978031,-0.026378868934241205,0.05364258810099923,2.567146323485866,0.9499199680172125,20.299699303488694,79.7003006965113,5.357966923383756,0.007535635684395979,1.7257982911285914,-52.05876454638619,248.0805966055203,-0.0002637886893424121
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,6,233239,233239,100.0,115025,118214,0,49.31636647387444,-0.056783673373334995,0.02322561687341435,1.6163281000729208,0.8894775827629574,20.49442846179241,79.50557153820759,5.349817140358174,0.006852862731726252,1.6654006175402107,-33.49863924721465,53.842907231555884,-0.00056783673373335
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,6,229274,229274,100.0,113100,116174,0,49.32962307108525,-0.05668944706380696,0.023319880888548437,1.6204878335146868,0.8901755363948549,20.648220033671503,79.3517799663285,5.344029414586913,0.0067463196795315246,1.6679695753880857,-33.49863924721465,53.842907231555884,-0.0005668944706380696
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,6,27489,27489,100.0,13187,14302,0,47.97191603914293,0.2316001838712374,0.31172487382076586,6.34555605291108,1.3637567081022652,18.647458983593438,81.35254101640656,5.4271163010658805,0.01332883589930865,2.2382612032054348,-52.05876454638619,248.0805966055203,0.002316001838712374
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,6,3965,3965,100.0,1925,2040,0,48.54981084489281,-0.062232259222195385,0.017774850718091848,1.3542233521811666,0.8338623395283816,11.601513240857503,88.39848675914249,5.684489281210593,0.013013657624259446,1.5168520067927354,-25.737728254535984,44.05779667721518,-0.0006223225922219539
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,12,260728,260728,100.0,123375,137353,0,47.31942867662852,-0.029978007489123146,0.05004200931460277,2.7332447737986065,0.9531744007531997,29.254241968641647,70.74575803135835,9.900716455463165,0.007535635684395979,1.7257982911285914,-52.05876454638619,236.41540229885058,-0.0002997800748912315
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,12,233239,233239,100.0,110586,122653,0,47.4131684666801,-0.060966896103299986,0.019040720184773943,1.885063581573153,0.9024447279339519,29.37844871569506,70.62155128430494,9.881580696195748,0.006852862731726252,1.6654006175402107,-33.49863924721465,70.22690663032752,-0.0006096689610329999
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,12,229274,229274,100.0,108491,120783,0,47.31936460305137,-0.06162412772296111,0.018383225567265817,1.8882110805389347,0.9018176604910766,29.522754433559843,70.47724556644015,9.866770763366103,0.0067463196795315246,1.6679695753880857,-33.49863924721465,70.22690663032752,-0.0006162412772296111
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,12,27489,27489,100.0,12789,14700,0,46.524064171122994,0.23295688979640894,0.3130821226454678,6.374145446166888,1.3026713667684673,28.200371057513912,71.79962894248608,10.063079777365491,0.01332883589930865,2.2382612032054348,-52.05876454638619,236.41540229885058,0.0023295688979640895
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,12,3965,3965,100.0,2095,1870,0,52.83732660781841,-0.022962829932761462,0.05705999406486444,1.692705001362414,0.951004355281945,21.034047919293823,78.96595208070619,10.73795712484237,0.013013657624259446,1.5168520067927354,-25.737728254535984,55.25782436708858,-0.00022962829932761462
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,24,260728,260728,100.0,116065,144663,0,44.51574054186739,-0.024020387105151652,0.05600201370032851,3.1678792591797142,0.9687706416062901,39.344834463502195,60.655165536497805,17.776272590592495,0.007535635684395979,1.7257982911285914,-52.05876454638619,286.04432950191574,-0.00024020387105151654
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,24,233239,233239,100.0,103805,129434,0,44.50585022230416,-0.06018319210697822,0.019824737788137047,2.21121735088603,0.9199711157867199,39.43594338854137,60.564056611458625,17.74668901856036,0.006852862731726252,1.6654006175402107,-37.998082001162494,68.70503077862882,-0.0006018319210697822
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,24,229274,229274,100.0,101764,127510,0,44.385320620742,-0.061463933984454544,0.018543483408909038,2.2150449611217553,0.9186261854258075,39.61853502795781,60.38146497204219,17.712810872580405,0.0067463196795315246,1.6679695753880857,-37.998082001162494,68.70503077862882,-0.0006146393398445455
2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,24,27489,27489,100.0,12260,15229,0,44.59965804503619,0.2828142185851619,0.36295940234610047,7.320714583651266,1.309219190198179,38.57179235330496,61.42820764669504,18.027283640729017,0.01332883589930865,2.2382612032054348,-52.05876454638619,286.04432950191574,0.0028281421858516193
2026,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,24,3965,3965,100.0,2041,1924,0,51.47540983606558,0.013875020557966331,0.09391258559220325,1.9759150370451968,1.0247488889401568,28.877679697351827,71.12232030264816,19.705674653215638,0.013013657624259446,1.5168520067927354,-25.737728254535984,51.45198971518985,0.0001387502055796633
ALL,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time36,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,36,260728,260728,100.0,109116,151612,0,41.85051087723605,-0.03272448429655996,0.047294433476830745,3.347313865094285,0.9617630819210411,46.140805743917035,53.859194256082965,24.656983523058514,0.007535635684395979,1.7257982911285914,-52.05876454638619,263.8309961685824,-0.00032724484296559964
EX_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time36,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,36,233239,233239,100.0,97613,135626,0,41.851062643897464,-0.07266999527359683,0.0073329379015638005,2.4196909303724428,0.9132143564826799,46.24226651632017,53.75773348367983,24.615360209913437,0.006852862731726252,1.6654006175402107,-37.998082001162494,86.91587237441848,-0.0007266999527359683
PRE_2025Q4,bear_body20_range22_vol20_cp20__all__slip0bps__ds3atr__time36,bear_body20_range22_vol20_cp20,all,0.0,3.0,3atr,36,229274,229274,100.0,95501,133773,0,41.65365457923707,-0.07638150738106682,0.0036199405951712503,2.4206087185151395,0.9092220122404323,46.464056107539456,53.535943892460544,24.55766026675506,0.0067463196795315246,1.6679695753880857,-37.998082001162494,86.91587237441848,-0.0007638150738106682
