candidate_id,profile,trend_state,slippage_bps,disaster_stop_atr,stop_mode,max_hold_bars,eligible_events,trades,acceptance_rate_pct,wins,losses,flats,win_rate_pct,avg_net_return_pct,avg_gross_return_pct,std_net_return_pct,profit_factor,stop_exit_rate_pct,time_exit_rate_pct,avg_hold_bars,avg_gap_pct,avg_stop_distance_pct,min_net_return_pct,max_net_return_pct,mean_account_contribution_pct,eligible_symbols,positive_symbols,positive_symbol_pct,eligible_quarters,positive_quarter_pct,ex_q4_trades,ex_q4_avg_net_return_pct,ex_q4_profit_factor,ex_q4_win_rate_pct,q4_2025_trades,q4_2025_avg_net_return_pct,q4_2025_profit_factor,q4_2025_win_rate_pct,y2026_trades,y2026_avg_net_return_pct,y2026_profit_factor,y2026_win_rate_pct
bear_body20_range22_vol20_cp20__all__slip2bps__dsno_stop__time24,bear_body20_range22_vol20_cp20,all,2.0,0.0,no_stop,24,260736,260736,100.0,130988,129748,0,50.23778841433481,-0.03923262717807373,0.04078368629644489,4.278481807737568,0.9545004184662129,0.0,100.0,24.0,0.0075326690353270526,0.0,-90.52214588587955,358.1402809694472,-0.0003923262717807373,597,229,38.358458961474035,26,46.15384615384615,233240.0,-0.021170619250578556,0.9726813661570259,50.35671411421711,27496.0,-0.19244701214348625,0.8799384395089693,49.22897876054699,3966.0,0.012098618837456358,1.0213169462518124,53.35350479072113
bear_body20_range22_vol20_cp20__all__slip2bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,all,2.0,0.0,no_stop,36,260736,260736,100.0,131013,129723,0,50.24737665684831,-0.0032235207206982954,0.07680720216016583,4.300366875794987,0.9966085563041256,0.0,100.0,36.0,0.0075326690353270526,0.0,-92.98033658941523,346.6110474315393,-3.2235207206982955e-05,597,252,42.211055276381906,26,46.15384615384615,233240.0,-0.009001732220374807,0.9897906780372281,50.42702795403876,27496.0,0.04579124688857396,1.0298540866478805,48.72345068373581,3966.0,0.13418961191224035,1.2084966907313035,58.24508320726173
bear_body20_range22_vol20_cp20__all__slip2bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,all,2.0,0.0,no_stop,72,260736,260736,100.0,129060,131676,0,49.49834315169367,0.029313747619448927,0.10935749061569522,5.135470832208919,1.0239671610194072,0.0,100.0,72.0,0.0075326690353270526,0.0,-83.42297835635365,634.1278349949157,0.0002931374761944893,597,300,50.25125628140703,26,46.15384615384615,233240.0,0.03449723204266078,1.0303149596319008,49.55753730063454,27496.0,-0.01465613552246026,0.9924651675393386,48.99621763165551,3966.0,0.33533574264395055,1.4639660270570962,56.55572365103379
bear_body20_range22_vol20_cp20__all__slip2bps__ds2atr__time6,bear_body20_range22_vol20_cp20,all,2.0,2.0,2atr,6,260734,260734,100.0,113611,147123,0,43.573527042886624,-0.0719086621499718,0.00809457568030038,2.5662527732803424,0.8614436465120323,36.40875374903158,63.591246250968425,4.721202451540651,0.007531856725068123,1.1521780458154163,-46.56317183182778,347.18268804303653,-0.000719086621499718,597,133,22.278056951423785,26,19.230769230769234,233240.0,-0.09589541309872282,0.810095550896735,43.61344537815126,27494.0,0.13157827286445684,1.2062657707214834,43.23488761184258,3966.0,-0.1271799729600003,0.6902811188623854,43.46949067070096
bear_body20_range22_vol20_cp20__all__slip2bps__ds2atr__time12,bear_body20_range22_vol20_cp20,all,2.0,2.0,2atr,12,260734,260734,100.0,105318,155416,0,40.3928908389393,-0.07708897999782294,0.002912184876127467,2.6815392845824584,0.8738969720715433,46.54475442404903,53.45524557595097,8.25524097355926,0.007531856725068123,1.1521780458154163,-46.56317183182778,316.74110367173876,-0.0007708897999782294,597,132,22.110552763819097,26,15.384615384615385,233240.0,-0.10338779871423598,0.826516441985462,40.36357400102899,27494.0,0.14601193210722405,1.19686892488228,40.641594529715576,3966.0,-0.08412558599510339,0.8247250677301448,46.01613716591024
bear_body20_range22_vol20_cp20__all__slip2bps__ds2atr__time24,bear_body20_range22_vol20_cp20,all,2.0,2.0,2atr,24,260734,260734,100.0,94260,166474,0,36.15178687858124,-0.07277857694746456,0.007224312777646389,3.0667013994697476,0.8965886098970737,56.240459625518724,43.75954037448127,14.059163745426373,0.007531856725068123,1.1521780458154163,-46.56317183182778,334.0211795060343,-0.0007277857694746457,597,158,26.46566164154104,26,23.076923076923077,233240.0,-0.103207403542788,0.8497031168125376,36.042702795403876,27494.0,0.1853584534989312,1.2183948428592621,37.077180475740164,3966.0,-0.053545766817104753,0.9031458210522245,43.79727685325265
bear_body20_range22_vol20_cp20__all__slip2bps__ds2atr__time36,bear_body20_range22_vol20_cp20,all,2.0,2.0,2atr,36,260734,260734,100.0,85688,175046,0,32.86414506738669,-0.07976183811307831,0.00023825718979761935,3.176582802739091,0.8952251779517738,61.96736904277923,38.03263095722077,18.97120820453029,0.007531856725068123,1.1521780458154163,-46.56317183182778,317.6257002999401,-0.0007976183811307831,597,161,26.968174204355112,26,23.076923076923077,233240.0,-0.11348438683342821,0.8473152179562842,32.759818212999484,27494.0,0.20631684318227375,1.2257167663395474,33.749181639630464,3966.0,0.0353206634849667,1.0599173665214543,43.141704488149266
bear_body20_range22_vol20_cp20__all__slip2bps__ds2atr__time72,bear_body20_range22_vol20_cp20,all,2.0,2.0,2atr,72,260734,260734,100.0,68931,191803,0,26.43728857763084,-0.07828766653436381,0.0017130186731054526,3.578491565761955,0.9087298234544815,71.0160546764135,28.98394532358649,30.877269554411775,0.007531856725068123,1.1521780458154163,-46.56317183182778,340.5164694333861,-0.0007828766653436381,597,168,28.14070351758794,26,30.76923076923077,233240.0,-0.115366316788981,0.8623530642917671,26.24292574172526,27494.0,0.23626184919222817,1.2306694008107637,28.08612788244708,3966.0,0.08628005190787329,1.1269224945201222,35.45133635905194
bear_body20_range22_vol20_cp20__all__slip2bps__ds3atr__time6,bear_body20_range22_vol20_cp20,all,2.0,3.0,3atr,6,260728,260728,100.0,122820,137908,0,47.10656316160903,-0.06637665021034482,0.01362880131017917,2.5646399515276874,0.8786029175382744,21.82274247491639,78.1772575250836,5.284231076063944,0.00753563568439598,1.7254532004884955,-52.0579691980373,247.94137621095703,-0.0006637665021034482,597,155,25.963149078726964,26,19.230769230769234,233239.0,-0.09686354199062222,0.8185539467343407,47.22880821817964,27489.0,0.19229889826141075,1.292919983687273,46.06933682563935,3965.0,-0.10260492755805485,0.7408709799587124,45.82597730138714
bear_body20_range22_vol20_cp20__all__slip2bps__ds3atr__time12,bear_body20_range22_vol20_cp20,all,2.0,3.0,3atr,12,260728,260728,100.0,119158,141570,0,45.70203430394894,-0.07002101068644134,0.009982982506561346,2.73003145037044,0.8939692898357692,30.76923076923077,69.23076923076923,9.734481912184345,0.00753563568439598,1.7254532004884955,-52.0579691980373,236.28084704898106,-0.0007002101068644134,597,156,26.13065326633166,26,19.230769230769234,233239.0,-0.10113055822413163,0.8432467162587495,45.78651083223646,27489.0,0.19393765489409523,1.2456212084097904,44.98526683400633,3965.0,-0.06361137769554119,0.8696749186682206,50.61790668348045
bear_body20_range22_vol20_cp20__all__slip2bps__ds3atr__time24,bear_body20_range22_vol20_cp20,all,2.0,3.0,3atr,24,260728,260728,100.0,112951,147777,0,43.321392408947254,-0.06386671152727479,0.01613974437047334,3.1635368876382963,0.9190627836396449,40.75856831640637,59.241431683593625,17.433095026234238,0.00753563568439598,1.7254532004884955,-52.0579691980373,285.8899266506852,-0.0006386671152727478,597,181,30.318257956448914,26,23.076923076923077,233239.0,-0.10004052384978515,0.8704057216008323,43.31479726803836,27489.0,0.2430612892108382,1.2600974225522539,43.377350940376154,3965.0,-0.027329030945743925,0.9528988088647332,49.886506935687265
bear_body20_range22_vol20_cp20__all__slip2bps__ds3atr__time36,bear_body20_range22_vol20_cp20,all,2.0,3.0,3atr,36,260728,260728,100.0,106534,154194,0,40.86020680555982,-0.07272292469450686,0.0072799873004132385,3.3419786435533125,0.9169749278029801,47.460955478506335,52.53904452149366,24.14883326685281,0.00753563568439598,1.7254532004884955,-52.0579691980373,263.68547687397387,-0.0007272292469450687,597,188,31.490787269681743,26,26.923076923076923,233239.0,-0.11273125771141092,0.8685333288127144,40.864520942038,27489.0,0.2667402636546388,1.258405116859747,40.823602168139985,3965.0,0.09991918205526769,1.160886369005727,51.97982345523329
bear_body20_range22_vol20_cp20__all__slip2bps__ds3atr__time72,bear_body20_range22_vol20_cp20,all,2.0,3.0,3atr,72,260728,260728,100.0,90833,169895,0,34.838222208585194,-0.06883580141183987,0.01116866605458207,3.81465524470403,0.9334287678601811,58.519606639869906,41.480393360130094,40.93278819305943,0.00753563568439598,1.7254532004884955,-52.0579691980373,263.8768945444628,-0.0006883580141183987,597,196,32.83082077051927,26,38.46153846153847,233239.0,-0.11183915012544057,0.8896788901050899,34.706459897358506,27489.0,0.2960395323802779,1.245493745495928,35.95620066208301,3965.0,0.14494270919239616,1.190263273742406,44.89281210592686
bear_body20_range22_vol20_cp20__all__slip2bps__ds5atr__time6,bear_body20_range22_vol20_cp20,all,2.0,5.0,5atr,6,260702,260702,100.0,127141,133561,0,48.76870910081242,-0.07080825582890134,0.009195422340034756,2.3871217096547843,0.8736978758865025,9.563793143128937,90.43620685687105,5.688122837569332,0.0075112694806862045,2.8637355625154544,-65.15941571538383,193.99777986252963,-0.0007080825582890134,597,166,27.80569514237856,26,19.230769230769234,233238.0,-0.09403988859797313,0.8280432317207543,48.941424639209735,27464.0,0.12648636854456158,1.1867355659438994,47.3019225167492,3965.0,-0.09362700130208013,0.7592787248629485,46.27994955863809
bear_body20_range22_vol20_cp20__all__slip2bps__ds5atr__time12,bear_body20_range22_vol20_cp20,all,2.0,5.0,5atr,12,260702,260702,100.0,126633,134069,0,48.5738506033709,-0.07037360411888975,0.009630247980302367,2.6345755692426205,0.8971865234037505,14.428351144218302,85.5716488557817,10.994000813189006,0.0075112694806862045,2.8637355625154544,-65.15941571538383,234.52334612901203,-0.0007037360411888975,597,167,27.97319932998325,26,23.076923076923077,233238.0,-0.09411201271919391,0.859252392469114,48.76563853231463,27464.0,0.13122481363226593,1.1602582938474593,46.94509175648121,3965.0,-0.08077084320108004,0.8420201326914667,52.232030264817155
bear_body20_range22_vol20_cp20__all__slip2bps__ds5atr__time24,bear_body20_range22_vol20_cp20,all,2.0,5.0,5atr,24,260702,260702,100.0,126237,134465,0,48.42195303449916,-0.059971128397844416,0.020036886356698255,3.078649742564307,0.9284145705276509,21.59246956294927,78.40753043705074,20.841435815605557,0.0075112694806862045,2.8637355625154544,-65.15941571538383,235.4330438511416,-0.0005997112839784441,597,191,31.993299832495815,26,26.923076923076923,233238.0,-0.08685284365794659,0.8939120593033995,48.5319716341248,27464.0,0.16832181887260877,1.16837264791489,47.487620157296824,3965.0,-0.0369153994041819,0.9396699126628149,52.81210592686002
bear_body20_range22_vol20_cp20__all__slip2bps__ds5atr__time36,bear_body20_range22_vol20_cp20,all,2.0,5.0,5atr,36,260702,260702,100.0,123607,137095,0,47.41313837254797,-0.07091400575268507,0.00908963009935465,3.344738794324185,0.9256731738228583,27.3507683101779,72.64923168982209,29.92690888447346,0.0075112694806862045,2.8637355625154544,-65.15941571538383,232.49853507007847,-0.0007091400575268507,597,194,32.49581239530988,26,34.61538461538461,233238.0,-0.10075933061435662,0.8919278269118422,47.546283195705676,27464.0,0.1825473939009177,1.1602988067780637,46.282406058840664,3965.0,0.08925116300540066,1.1316730556032815,56.94829760403531
bear_body20_range22_vol20_cp20__all__slip2bps__ds5atr__time72,bear_body20_range22_vol20_cp20,all,2.0,5.0,5atr,72,260702,260702,100.0,114575,146127,0,43.94864634717033,-0.05426212724700344,0.025748172021805304,3.9271412739022193,0.9542335360635575,38.617655407323305,61.382344592676695,54.0063635875444,0.0075112694806862045,2.8637355625154544,-65.15941571538383,229.88682225493227,-0.0005426212724700343,597,222,37.185929648241206,26,42.30769230769231,233238.0,-0.08464607911472233,0.9270901726592806,43.94395424416261,27464.0,0.20377356186321402,1.1460671979079637,43.98849402854646,3965.0,0.13817637850695066,1.161797722364533,51.85372005044137
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__dsno_stop__time6,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,0.0,no_stop,6,198584,198584,100.0,104472,94112,0,52.608467953108004,-0.002567872031823951,0.07746311321346136,3.8416829451645222,0.9955051159399554,0.0,100.0,6.0,0.00781203953211905,0.0,-87.36964735516372,371.99333333333334,-2.567872031823951e-05,597,263,44.0536013400335,26,46.15384615384615,177425.0,-0.018482359407869835,0.9642846571468943,52.770466394251095,21159.0,0.1308802078724693,1.128013658447375,51.25005907651591,2687.0,0.023256467868091303,1.0775346635902097,54.03796055080014
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__dsno_stop__time12,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,0.0,no_stop,12,198584,198584,100.0,103472,95112,0,52.104902711195265,0.035296781375351666,0.11534291854276872,3.6496804076431397,1.0534713946403147,0.0,100.0,12.0,0.00781203953211905,0.0,-82.7093052764519,336.5374358974359,0.00035296781375351665,597,299,50.083752093802346,26,61.53846153846154,177425.0,-0.00441074089943096,0.9929946635188484,52.21981118782584,21159.0,0.36825708855448597,1.402163212511603,51.141358287253645,2687.0,0.11593786477032425,1.3168363152128546,60.104205433569035
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__dsno_stop__time24,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,0.0,no_stop,24,198584,198584,100.0,104680,93904,0,52.71320952342585,0.0022442288944213404,0.08227713975032143,4.649144439727151,1.0025872553851283,0.0,100.0,24.0,0.00781203953211905,0.0,-90.51833798265326,358.3235897435897,2.2442288944213404e-05,597,279,46.733668341708544,26,53.84615384615385,177425.0,0.026564734551120725,1.0348367983419766,52.7879385655911,21159.0,-0.20169100982857552,0.8845351978674543,52.08658254170801,2687.0,0.20196752803564078,1.4749650188566827,60.29028656494232
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,0.0,no_stop,36,198584,198584,100.0,104121,94463,0,52.43171655319663,0.04654557943784839,0.12659621792501827,4.564482703072173,1.049583452302478,0.0,100.0,36.0,0.00781203953211905,0.0,-92.97751215916496,346.78974358974364,0.0004654557943784839,597,302,50.58626465661642,26,61.53846153846154,177425.0,0.03850742840040049,1.044771360748858,52.54163731154009,21159.0,0.11394805345926666,1.0712992530858212,51.50999574649086,2687.0,0.3827249740624562,1.8151926302679384,64.53293636025307
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__dsno_stop__time72,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,0.0,no_stop,72,198584,198584,100.0,101876,96708,0,51.301212585102526,0.07774615310995843,0.15780927682068646,5.363618436032047,1.0641671687451477,0.0,100.0,72.0,0.00781203953211905,0.0,-83.41633021806854,634.4215608740894,0.0007774615310995844,597,329,55.10887772194305,26,57.692307692307686,177425.0,0.0810761215136903,1.0725765719028164,51.295476962096664,21159.0,0.04982330023259463,1.0248607632691478,51.34930762323361,2687.0,0.5696893831497745,1.9276468398701871,61.146259769259395
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds2atr__time6,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,2.0,2atr,6,198583,198583,100.0,91449,107134,0,46.05076970334822,-0.017939292629585907,0.06208554158704888,2.8132205082600077,0.9642930164415703,36.66628059803709,63.33371940196291,4.714431748941249,0.007809917635935469,1.1134308961891184,-46.561768821558466,347.3616129032258,-0.00017939292629585906,597,199,33.33333333333333,26,30.76923076923077,177425.0,-0.04984942753873976,0.8983024460809271,46.08595181062421,21158.0,0.24965006771905873,1.4126741749852434,45.75574250874374,2687.0,-0.03016305313269802,0.9103844336506034,50.24190547078526
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds2atr__time12,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,2.0,2atr,12,198583,198583,100.0,83721,114862,0,42.159197917243674,-0.022398980555880667,0.05762406907174803,2.889775611965371,0.9619465572709571,46.55937315883031,53.44062684116969,8.240775897231888,0.007809917635935469,1.1134308961891184,-46.561768821558466,316.9078494623655,-0.00022398980555880669,597,208,34.84087102177554,26,38.46153846153847,177425.0,-0.05646771987906658,0.9019716542735973,42.09553332393969,21158.0,0.2632918254946092,1.3793019165799565,42.69307117875035,2687.0,0.05228506650870108,1.1351419485817587,52.47487904726461
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds2atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,2.0,2atr,24,198583,198583,100.0,74271,124312,0,37.400482417931045,-0.02054494912354001,0.05947884241342547,3.268236448308479,0.9694355518264847,55.795813337496156,44.204186662503844,14.0724533318562,0.007809917635935469,1.1134308961891184,-46.561768821558466,334.1948387096774,-0.0002054494912354001,597,216,36.18090452261307,26,38.46153846153847,177425.0,-0.0592252943617128,0.910057822361878,37.26475975764407,21158.0,0.30381747898321937,1.3860004341848513,38.53861423575007,2687.0,0.11158096655827046,1.256306208684066,50.42798660215853
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds2atr__time36,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,2.0,2atr,36,198583,198583,100.0,67206,131377,0,33.84277606844493,-0.03040401425724706,0.049615832075583184,3.3183631224984578,0.958023557705959,61.352180196693574,38.647819803306426,19.047607297704236,0.007809917635935469,1.1134308961891184,-46.561768821558466,317.79279999999994,-0.0003040401425724706,597,222,37.185929648241206,26,34.61538461538461,177425.0,-0.07418590149377842,0.895613247417467,33.66831055375511,21158.0,0.336738501242402,1.401551239763346,35.30579449853483,2687.0,0.23927768715594408,1.5159219205613768,48.71604019352438
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds2atr__time72,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,2.0,2atr,72,198583,198583,100.0,54126,144457,0,27.256109536063004,-0.025698954704796953,0.054322774404965087,3.6560043876072545,0.9683591697966897,70.22454087207868,29.775459127921323,31.196643217193817,0.007809917635935469,1.1134308961891184,-46.561768821558466,340.6927272727272,-0.00025698954704796953,597,229,38.358458961474035,26,38.46153846153847,177425.0,-0.07467261530163671,0.9065099921840147,26.997886430886293,21158.0,0.3849803028523588,1.4160620104494357,29.42149541544569,2687.0,0.3213383436647552,1.5849279228745743,40.15630815035355
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds3atr__time6,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,3.0,3atr,6,198578,198578,100.0,99591,98987,0,50.15208129802898,-0.010974403379987393,0.06905321790717547,2.7932681604232954,0.9795412171291046,22.435516522474796,77.5644834775252,5.2794770820534,0.007820087720848851,1.6671729366233594,-52.05876454638619,248.0805966055203,-0.00010974403379987394,597,229,38.358458961474035,26,30.76923076923077,177425.0,-0.051577381945807514,0.9019061888908958,50.27363674792166,21153.0,0.3295911651937675,1.5269392378267104,49.132510754975655,2687.0,-0.0062736561304230455,0.9807164445821042,53.10755489393375
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds3atr__time12,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,3.0,3atr,12,198578,198578,100.0,95218,103360,0,47.94992395935099,-0.016070054836620256,0.06395552737432955,2.915648644048695,0.9751566472606573,31.548308473244767,68.45169152675523,9.690167087995649,0.007820087720848851,1.6671729366233594,-52.05876454638619,236.41540229885058,-0.00016070054836620257,597,230,38.52596314907873,26,42.30769230769231,177425.0,-0.05646056790675043,0.9110538707542357,48.00169085529097,21153.0,0.3227134170807364,1.431318965134938,47.515718810570604,2687.0,0.08679503670256074,1.2256302625649653,57.53628582061779
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds3atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,3.0,3atr,24,198578,198578,100.0,89086,109492,0,44.861968596722704,-0.013017570176787127,0.06700923351661953,3.336959298210316,0.9830295816483979,41.20295299580014,58.79704700419987,17.314546425082334,0.007820087720848851,1.6671729366233594,-52.05876454638619,286.04432950191574,-0.00013017570176787128,597,247,41.37353433835846,26,42.30769230769231,177425.0,-0.05961562944237021,0.9209316387293559,44.808228829082715,21153.0,0.37783293165255555,1.430853873584816,45.312721599773084,2687.0,0.13794670105683177,1.3017217274505155,56.53144771120209
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds3atr__time36,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,3.0,3atr,36,198578,198578,100.0,83500,115078,0,42.04896816364351,-0.02548171543830031,0.05454010060194048,3.455518295056014,0.9699049726649722,47.673458288430744,52.32654171156925,23.98792414063995,0.007820087720848851,1.6671729366233594,-52.05876454638619,263.8309961685824,-0.00025481715438300314,597,238,39.86599664991625,26,42.30769230769231,177425.0,-0.0778552782967392,0.9065730766333563,41.973791742989995,21153.0,0.41381197293491095,1.4315308602901455,42.67952536283269,2687.0,0.3066693086144355,1.6329540573040278,57.83401563081504
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds3atr__time72,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,3.0,3atr,72,198578,198578,100.0,70698,127880,0,35.60213115249423,-0.020112708767076236,0.05991125573521784,3.848699869661313,0.9797510565008627,58.44000846015168,41.559991539848326,40.75093414174783,0.007820087720848851,1.6671729366233594,-52.05876454638619,264.022490421456,-0.00020112708767076236,597,241,40.36850921273032,26,42.30769230769231,177425.0,-0.07749338557963824,0.9209608644782019,35.40030999013668,21153.0,0.46117914503469226,1.4189201895042405,37.294946343308276,2687.0,0.3897485981096731,1.6235885582889686,49.57201339784146
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds5atr__time6,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,5.0,5atr,6,198553,198553,100.0,103526,95027,0,52.140234597311554,-0.02240919395226934,0.057613851588365995,2.570864056892082,0.9599362947946922,9.779252894693105,90.2207471053069,5.703686169435868,0.007788092523726069,2.763532434178005,-65.16545269066505,194.11541850220263,-0.00022409193952269342,597,235,39.36348408710218,26,42.30769230769231,177424.0,-0.05358835512984383,0.9021789424771108,52.32493912886645,21129.0,0.23940781076967568,1.3649151248819056,50.589237540820676,2687.0,0.005145673418800696,1.0162507534581562,53.88909564570152
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds5atr__time12,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,5.0,5atr,12,198553,198553,100.0,101634,96919,0,51.1873404078508,-0.024190027962107206,0.055832304959876726,2.779672132116956,0.9645545599979811,15.103272174180194,84.89672782581981,10.984608643535983,0.007788092523726069,2.763532434178005,-65.16545269066505,234.65719823788538,-0.00024190027962107206,597,239,40.03350083752093,26,50.0,177424.0,-0.054511606920721434,0.9185554552165193,51.351000991974026,21129.0,0.23042570516076527,1.2906225221103549,49.81305314969946,2687.0,0.08758022841871364,1.223797995029457,59.65761071827317
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds5atr__time24,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,5.0,5atr,24,198553,198553,100.0,100289,98264,0,50.50993941164323,-0.01921183822025302,0.060812486774456775,3.1946526151027275,0.9768838834600494,22.494749512724564,77.50525048727543,20.733134226126023,0.007788092523726069,2.763532434178005,-65.16545269066505,235.56725991189427,-0.0001921183822025302,597,250,41.87604690117253,26,46.15384615384615,177424.0,-0.05270122280045269,0.9353163027115998,50.58165749842186,21129.0,0.2620045264802697,1.27055845321478,49.90770978276303,2687.0,0.15363445922089897,1.3288029268921941,59.65761071827317
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds5atr__time36,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,5.0,5atr,36,198553,198553,100.0,97436,101117,0,49.07304346950185,-0.03488331730081244,0.04513473659382508,3.394982564585588,0.9628998293102308,28.247873363787,71.75212663621299,29.706808761388647,0.007788092523726069,2.763532434178005,-65.16545269066505,232.63157709251095,-0.00034883317300812443,597,243,40.7035175879397,26,46.15384615384615,177424.0,-0.07320661459417983,0.9206143316055104,49.13427721165118,21129.0,0.286924278845641,1.2627294006587333,48.55885276160727,2687.0,0.3318077029739798,1.6513504456194756,63.08150353554149
bear_body20_range22_vol20_cp20__long_counter_trend__slip0bps__ds5atr__time72,bear_body20_range22_vol20_cp20,long_counter_trend,0.0,5.0,5atr,72,198553,198553,100.0,89375,109178,0,45.01317028702664,-0.017191790663651764,0.0628333426734176,3.882468355419988,0.9852046358902257,39.444883733814144,60.55511626618586,53.47899553267893,0.007788092523726069,2.763532434178005,-65.16545269066505,230.01881938325988,-0.00017191790663651765,597,277,46.39865996649916,26,46.15384615384615,177424.0,-0.05796535617078203,0.949343650193921,44.93473261790964,21129.0,0.3251911468410612,1.248146854206422,45.67182545316863,2687.0,0.41820164644687136,1.606982658730888,56.90360997394864
bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time6,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,6,198584,198584,100.0,102461,96123,0,51.59579825162148,-0.022573357908827682,0.05744962193994829,3.8409146854014664,0.9611310000356755,0.0,100.0,6.0,0.00781203953211905,0.0,-87.37218117231097,371.8989361063894,-0.00022573357908827683,597,238,39.86599664991625,26,46.15384615384615,177425.0,-0.03848466270565628,0.9269653283061159,51.74186275891222,21159.0,0.11084803504817942,1.1074072288768768,50.37100051987334,2687.0,0.0032458176395424943,1.010496233549559,52.4004465947153
bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time12,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,12,198584,198584,100.0,101902,96682,0,51.31430528139226,0.015283723324883855,0.09532185206571002,3.6489505445479202,1.0228239522710973,0.0,100.0,12.0,0.00781203953211905,0.0,-82.71277106881737,336.450129140932,0.00015283723324883855,597,275,46.06365159128978,26,50.0,177425.0,-0.024415858239514837,0.9617987739108929,51.432999859095396,21159.0,0.34817744510112253,1.3762600048496156,50.31901318587835,2687.0,0.09590868011583846,1.2564662362682035,58.913286192780056
bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time24,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,24,198584,198584,100.0,103411,95173,0,52.074185231438584,-0.01776221930653526,0.062262685767771844,4.648214703812797,0.9797412066634871,0.0,100.0,24.0,0.00781203953211905,0.0,-90.52024212464255,358.23192619199614,-0.00017762219306535263,597,260,43.551088777219434,26,53.84615384615385,177425.0,0.006553422735394287,1.0084899532574858,52.14541355502325,21159.0,-0.2216566750600842,0.873777049982238,51.476912897584945,2687.0,0.18192113916892233,1.4199431831105678,59.2110160029773
bear_body20_range22_vol20_cp20__long_counter_trend__slip1bps__dsno_stop__time36,bear_body20_range22_vol20_cp20,long_counter_trend,1.0,0.0,no_stop,36,198584,198584,100.0,103127,95457,0,51.93117270273536,0.026530271852721544,0.10657290101312683,4.5635698978120836,1.0279822912963057,0.0,100.0,36.0,0.00781203953211905,0.0,-92.97892451549748,346.70038657672694,0.00026530271852721546,597,283,47.403685092127304,26,53.84615384615385,177425.0,0.018493728284734192,1.0212703219558357,52.040016908552914,21159.0,0.09391926672725015,1.0584221878135571,51.01847913417459,2687.0,0.3626424373213198,1.7609252968111575,63.751395608485296
