duration_threshold,failure_horizon,first_break_dir,events,up_break_rate_pct,down_break_rate_pct,avg_first_break_bars,med_first_break_bars,avg_box_width_pct,med_box_width_pct,avg_breakbar_close_slip_pct,reentry_rate_pct,avg_reentry_bars,med_reentry_bars,opposite_touch_rate_pct,avg_opposite_touch_bars,mid_back_rate_pct,avg_dir_ret_pct,med_dir_ret_pct,dir_win_rate_pct,avg_dir_mfe_pct,avg_dir_mae_pct,avg_max_favorable_r,med_max_favorable_r,avg_max_adverse_r,med_max_adverse_r,p75_max_favorable_r,p90_max_favorable_r,p75_max_adverse_r,p90_max_adverse_r
5,3,down,89512,0.0,100.0,2.150672535525963,1.0,0.5391685157406093,0.4708776406651016,0.04204755974925885,61.480025024577714,1.4077264137229248,1.0,19.520287782643667,2.000057231156642,30.627178478863172,0.04034496221017812,0.016320757295207322,51.121637322370184,0.37181939114519164,-0.27061539284539543,0.8513648615100798,0.5671641791044848,0.49484792225279806,0.4285714285714257,1.063829787234033,1.7500000000000868,0.8399999999999843,1.3437500000000302
5,3,up,93571,100.0,0.0,2.106208120037191,1.0,0.5342801137269675,0.4686847934255667,0.04157139006786402,61.57783928781353,1.4073482705357607,1.0,19.85016725267444,1.9922472273069882,30.774492096910365,0.034951885960469144,0.011017766147913832,50.65458315076252,0.36016607587776545,-0.27162364738508615,0.8713753578771305,0.5555555555555644,0.4852410600093911,0.4351145038167931,1.0378469569645867,1.7142857142857086,0.8536585365853817,1.3461538461538713
5,6,down,89512,0.0,100.0,2.150672535525963,1.0,0.5391685157406093,0.4708776406651016,0.04204755974925885,71.71217266958621,1.8969637488121387,1.0,33.622307623558854,3.218666932482722,44.88448476181964,0.04629836593024126,0.016920001473419433,50.92166413441773,0.5286969084059192,-0.417073566579261,1.1852420845278926,0.7972972972972618,0.8077409992566502,0.6491228070175421,1.4666666666667225,2.365384615384576,1.2083333333333377,1.9607058823529615
5,6,up,93571,100.0,0.0,2.106208120037191,1.0,0.5342801137269675,0.4686847934255667,0.04157139006786402,71.87376430731743,1.8967927081319793,1.0,34.322599950839475,3.2284842446132767,45.503414519455816,0.02885175756007184,0.0,49.714120828034325,0.5054643692215023,-0.4185645290110094,1.2079374916598964,0.7714285714285369,0.7941892773450439,0.6666666666666502,1.428571428571474,2.3333333333333335,1.2222222222221948,1.944444444444435
5,12,down,89512,0.0,100.0,2.150672535525963,1.0,0.5391685157406093,0.4708776406651016,0.04204755974925885,80.05071945660916,2.6470169562486916,1.0,49.42577531504156,5.124768319696217,59.078112431852716,0.051293986172128964,0.01340937017119126,50.475913843953876,0.7589928183671706,-0.632949197685891,1.64718288421365,1.1212121212121304,1.2752381943861444,0.9705882352941215,2.01999999999997,3.2857142857143606,1.793184393718703,2.8749999999999347
5,12,up,93571,100.0,0.0,2.106208120037191,1.0,0.5342801137269675,0.4686847934255667,0.04157139006786402,80.06647358690192,2.6314820005606054,1.0,49.823128960896,5.073637923637923,59.36561541503244,0.025368418365338655,0.0,49.332592363018456,0.7187101804240431,-0.6306033972595879,1.673984737439384,1.0799999999999546,1.2525079508894075,0.9852941176470444,2.0,3.2608695652174386,1.7777777777777435,2.8351063829786916
5,36,down,89512,0.0,100.0,2.150672535525963,1.0,0.5391685157406093,0.4708776406651016,0.04204755974925885,89.16569845383859,4.566654972811787,2.0,71.26977388506569,10.210878595501216,76.8734918223255,0.10523237961292528,0.03195654420597993,50.94289033872553,1.4378793304388786,-1.2366464814805427,3.009894088205289,2.0491803278688554,2.615222701986359,1.8666666666666274,3.7177224736048755,6.0431150914411695,3.409090909090926,5.5625000000000195
5,36,up,93571,100.0,0.0,2.106208120037191,1.0,0.5342801137269675,0.4686847934255667,0.04157139006786402,89.33750841606908,4.588690575878651,2.0,72.51819473982324,10.266122376797925,77.88096739374379,0.009492160059303506,-0.023408239700384303,48.550298703658186,1.3472625950989099,-1.2585390660113405,3.0420604240136155,1.9983870967742259,2.620526006897531,1.9090909090909183,3.6428571428571646,6.057692307692345,3.454545454545491,5.5833333333333055
5,72,down,89512,0.0,100.0,2.150672535525963,1.0,0.5391685157406093,0.4708776406651016,0.04204755974925885,92.61439806953258,6.2849060928094955,2.0,80.5780230583609,14.927780165541337,84.19429797122173,0.18489517063411762,0.07927072192598361,51.88131200285995,2.188532349717152,-1.8705419565037014,4.521891004944793,3.0471740097908055,4.070464655233111,2.7931034482758923,5.575078451882872,9.06666666666666,5.166666666666743,8.533333333333415
5,72,up,93571,100.0,0.0,2.106208120037191,1.0,0.5342801137269675,0.4686847934255667,0.04157139006786402,93.0437849333661,6.4390549263743075,2.0,82.23488046510137,15.118222695846546,85.50833057250644,-0.016765238856800622,-0.0808756133067301,47.55746972886899,2.0200610025197223,-1.9367900630272454,4.500270088619586,2.8749999999998788,4.116589497170504,2.933333333333304,5.390243902438877,9.025125628140689,5.31578947368422,8.545454545454591
