symbol,failure_horizon,events,up_break_rate_pct,down_break_rate_pct,avg_first_break_bars,med_first_break_bars,avg_box_width_pct,med_box_width_pct,avg_breakbar_close_slip_pct,reentry_rate_pct,avg_reentry_bars,med_reentry_bars,opposite_touch_rate_pct,avg_opposite_touch_bars,mid_back_rate_pct,avg_dir_ret_pct,med_dir_ret_pct,dir_win_rate_pct,avg_dir_mfe_pct,avg_dir_mae_pct,avg_max_favorable_r,med_max_favorable_r,avg_max_adverse_r,med_max_adverse_r,p75_max_favorable_r,p90_max_favorable_r,p75_max_adverse_r,p90_max_adverse_r
GALA,12,975,51.69230769230769,48.30769230769231,2.1651282051282053,1.0,0.5867756377151319,0.5110890843761595,0.047477763868150176,81.53846153846153,2.771069182389937,1.0,48.41025641025641,5.504237288135593,59.692307692307686,-0.013416213586988118,-0.04258943781941804,46.76923076923077,0.7269602471711982,-0.6746595789209643,1.3428606786997597,0.982456140350884,1.2356850828673833,0.9249999999999953,1.833333333333367,2.968903654485032,1.7142857142857062,2.6565517241379193
GALA,36,975,51.69230769230769,48.30769230769231,2.1651282051282053,1.0,0.5867756377151319,0.5110890843761595,0.047477763868150176,89.53846153846153,4.373424971363115,2.0,71.07692307692308,10.507936507936508,76.92307692307693,0.017522767377768936,0.0,49.23076923076923,1.4027847958058608,-1.3279546027084745,2.533688871125968,1.8181818181818554,2.477115476848632,1.8571428571428394,3.392307692307665,5.617854909318232,3.2330316742081435,5.469247009148492
GALA,72,975,51.69230769230769,48.30769230769231,2.1651282051282053,1.0,0.5867756377151319,0.5110890843761595,0.047477763868150176,92.92307692307692,6.145695364238411,2.0,79.8974358974359,15.11168164313222,84.3076923076923,-0.06172375732040555,-0.06605019815060231,48.0,2.061998002766637,-2.0225986119817887,3.7612559577858757,2.619047619047572,3.8260141193657122,2.692307692307682,4.924999999999951,8.119047619047526,5.018987341772172,8.262242562929163
GAS,3,405,56.04938271604938,43.95061728395061,2.3358024691358024,1.0,0.5193267068448925,0.4296235679214444,0.02942045812897791,62.46913580246913,1.4782608695652173,1.0,15.06172839506173,1.9672131147540983,26.666666666666668,-0.0020580892178457912,0.0,48.641975308641975,0.29951106312207154,-0.27853362345317384,0.6427731579301716,0.48275862068963404,0.5116411810587808,0.4117647058823253,0.8965517241379268,1.4913043478260999,0.7499999999999908,1.1818181818182074
GAS,6,405,56.04938271604938,43.95061728395061,2.3358024691358024,1.0,0.5193267068448925,0.4296235679214444,0.02942045812897791,74.32098765432099,2.0299003322259135,1.0,30.864197530864196,3.56,44.93827160493827,-0.007429956501437513,-0.026917900403766737,46.17283950617284,0.42780740987898447,-0.4103808434151494,0.9183630336824925,0.7058823529411753,0.8056539012393027,0.6666666666666666,1.3333333333332347,2.117052631578926,1.1111111111110452,1.6791666666666614
GAS,12,405,56.04938271604938,43.95061728395061,2.3358024691358024,1.0,0.5193267068448925,0.4296235679214444,0.02942045812897791,83.4567901234568,2.7958579881656807,2.0,48.888888888888886,5.717171717171717,60.49382716049383,-0.006983448775082312,0.0,47.901234567901234,0.6252095336818051,-0.6121726209244194,1.3719300074124634,0.9999999999999739,1.1881693062846825,0.9473684210526365,1.8064516129033257,3.0000000000001172,1.6000000000000356,2.4646153846154215
GAS,36,405,56.04938271604938,43.95061728395061,2.3358024691358024,1.0,0.5193267068448925,0.4296235679214444,0.02942045812897791,91.60493827160494,4.407008086253369,2.0,74.32098765432099,11.322259136212624,79.01234567901234,0.1412871652820287,-0.01575051189164345,49.382716049382715,1.3943632066963616,-1.1836879531837716,2.941423667568029,1.9230769230768652,2.4719968728165718,1.722222222222225,3.7142857142857446,6.395238095238191,3.160000000000057,5.191489361702155
GAS,72,405,56.04938271604938,43.95061728395061,2.3358024691358024,1.0,0.5193267068448925,0.4296235679214444,0.02942045812897791,94.5679012345679,5.906005221932115,2.0,86.41975308641975,17.068571428571428,88.14814814814815,0.2352833160193989,0.019535065442477517,50.123456790123456,2.179041491255738,-1.8173255777904627,4.650596017078653,3.095238095238085,3.8935943754835622,2.9430894308942834,5.550000000000151,9.551231527093503,5.124999999999986,8.20000000000007
GHST,3,118,44.91525423728814,55.08474576271186,2.110169491525424,1.0,0.4980163572059438,0.43771806400833,0.03421050330338339,65.2542372881356,1.4545454545454546,1.0,19.491525423728813,2.5217391304347827,31.35593220338983,0.05400383659433751,0.0,49.152542372881356,0.30371447420417197,-0.22451173812909633,0.6812029967193393,0.47390243902438756,0.49096018913644,0.4188311688311762,0.9999999999999617,1.712500000000052,0.8195652173913076,1.191250000000004
GHST,6,118,44.91525423728814,55.08474576271186,2.110169491525424,1.0,0.4980163572059438,0.43771806400833,0.03421050330338339,71.1864406779661,1.75,1.0,28.8135593220339,3.235294117647059,38.13559322033898,0.048932961430109556,0.03566375443339043,53.38983050847458,0.47831009729584445,-0.33918866431253697,1.0598065571047546,0.8000000000000037,0.7396119944550043,0.5147058823529392,1.2483108108107859,2.5214285714285003,1.1404761904761789,1.7025974025974209
GHST,12,118,44.91525423728814,55.08474576271186,2.110169491525424,1.0,0.4980163572059438,0.43771806400833,0.03421050330338339,77.96610169491525,2.358695652173913,1.0,45.76271186440678,5.425925925925926,55.08474576271186,0.03334045464545083,-0.08529647163369458,46.61016949152542,0.6588979490106912,-0.5327341089245685,1.456786859227148,0.9484126984126889,1.2047181491650445,0.898989898989909,1.8961038961039067,3.5690909090908782,1.567812499999992,3.2954545454545907
GHST,36,118,44.91525423728814,55.08474576271186,2.110169491525424,1.0,0.4980163572059438,0.43771806400833,0.03421050330338339,88.13559322033898,4.211538461538462,2.0,70.33898305084746,10.421686746987952,76.27118644067797,0.06596609529990748,-0.041262550534293396,46.61016949152542,1.0439955802302021,-0.9570471960567243,2.3376967197942453,1.4488651900465208,2.1089297670276896,1.636363636363673,3.299592391304387,4.945909090909145,3.194117647058847,4.447619047619089
GHST,72,118,44.91525423728814,55.08474576271186,2.110169491525424,1.0,0.4980163572059438,0.43771806400833,0.03421050330338339,91.52542372881356,6.0,2.0,81.35593220338984,15.479166666666666,83.89830508474576,0.2834316900926241,0.21726531594652432,56.779661016949156,1.6571292684753964,-1.3550914211865,3.67038163854667,2.879227053140103,3.063849261143218,2.7096036585366026,4.843749999999874,8.338571428571528,4.253668763102654,6.109790209790286
GIGGLE,3,116,50.0,50.0,2.439655172413793,2.0,1.2081397010126975,1.089216462150111,0.006759479567951589,67.24137931034483,1.4871794871794872,1.0,15.517241379310345,1.8333333333333333,29.310344827586203,-0.014562971186231392,-0.05158947208407372,44.827586206896555,0.7074452131465658,-0.526268427504629,0.617607215582717,0.508364544319589,0.5029649245755088,0.39794263966754456,0.7913967896367222,1.4814974182444083,0.7058982683982603,1.187500000000007
GIGGLE,6,116,50.0,50.0,2.439655172413793,2.0,1.2081397010126975,1.089216462150111,0.006759479567951589,80.17241379310344,2.0,1.0,28.448275862068968,3.212121212121212,43.96551724137931,-0.03205775260129316,-0.05904091574160386,44.827586206896555,0.919024562383823,-0.8547787073227486,0.8026968594213388,0.6139058265582578,0.7871000283781523,0.5957350272232281,1.002016129032262,1.886725663716814,1.158820346320345,1.6183471816752704
GIGGLE,12,116,50.0,50.0,2.439655172413793,2.0,1.2081397010126975,1.089216462150111,0.006759479567951589,89.65517241379311,2.701923076923077,1.5,44.827586206896555,5.384615384615385,56.03448275862068,-0.15784246595966184,0.0,48.275862068965516,1.2142323069301988,-1.3361676551779935,1.019404389820111,0.7994084507042243,1.2786167472000398,0.8159167876148903,1.425855780022454,1.9934996220710515,1.6684397163120654,2.477380952380968
GIGGLE,36,116,50.0,50.0,2.439655172413793,2.0,1.2081397010126975,1.089216462150111,0.006759479567951589,93.96551724137932,3.8256880733944953,2.0,73.27586206896551,12.83529411764706,80.17241379310344,-0.248707170398034,-0.231569765393691,45.689655172413794,2.2549387732788593,-2.4904141817019267,1.9943139747530971,1.4119341563786105,2.4256311717400094,1.7360126083530338,2.529637832204258,3.806341958396771,3.0934009227780583,4.740095628415279
GIGGLE,72,116,50.0,50.0,2.439655172413793,2.0,1.2081397010126975,1.089216462150111,0.006759479567951589,95.6896551724138,4.54954954954955,2.0,84.48275862068965,17.551020408163264,86.20689655172413,0.024619653144602703,-0.2983189717740531,43.96551724137931,3.992034017015907,-3.8139687382166114,3.132312455247999,1.9684798038456452,3.8406223047320704,2.359678782755708,3.647584269662905,6.957338308457743,4.507988721804514,8.700383141762467
GLM,3,355,48.16901408450705,51.83098591549295,2.1577464788732392,1.0,0.4638726565244503,0.431750249086682,0.026783809750650808,61.408450704225345,1.4311926605504588,1.0,16.901408450704224,2.0166666666666666,26.76056338028169,0.03713464539292688,0.01570598397988565,51.267605633802816,0.2954262233424178,-0.21047664690606346,0.6988242409808554,0.49999999999997685,0.4832238024483589,0.35593220338983766,1.0087719298245705,1.559713212700634,0.7476923076923097,1.2357431192660557
GLM,6,355,48.16901408450705,51.83098591549295,2.1577464788732392,1.0,0.4638726565244503,0.431750249086682,0.026783809750650808,69.85915492957746,1.8629032258064515,1.0,28.732394366197184,3.2058823529411766,40.28169014084507,-0.0014443539134465844,0.018171906232966606,51.267605633802816,0.41295831921835313,-0.3427017372957987,0.9757483637410553,0.7312500000000072,0.7986804098330944,0.5561497326203313,1.319249318515403,2.1274193548387537,1.0654970760233882,1.8928571428571608
