symbol,file,bars,raw_duration_events,kept_failure_rows,first_ts,last_ts
TST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TST_5m.csv,95133,168,840,2025-02-09 22:00:00,2026-01-12 07:15:00
TURBO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURBO_5m.csv,168564,391,1925,2024-05-31 00:30:00,2026-01-12 08:05:00
TURTLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TURTLE_5m.csv,21659,36,175,2025-10-23 00:00:00,2026-01-12 06:35:00
TUT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TUT_5m.csv,83947,172,840,2025-03-20 18:00:00,2026-01-12 07:10:00
TWT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\TWT_5m.csv,228787,221,1105,2023-11-03 23:30:00,2026-01-12 08:45:00
UAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UAI_5m.csv,15649,32,160,2025-11-18 22:35:00,2026-01-12 06:35:00
UB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UB_5m.csv,33234,109,480,2025-09-12 19:30:00,2026-01-12 06:40:00
UMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UMA_5m.csv,279805,423,2085,2023-05-10 21:30:00,2026-01-12 09:30:00
UNFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNFI_5m.csv,514902,847,4140,2021-02-19 16:00:00,2026-01-12 12:25:00
UNI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UNI_5m.csv,559265,1084,5335,2020-09-18 16:00:00,2026-01-12 13:20:00
USDC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USDC_5m.csv,296751,349,1615,2023-03-13 02:00:00,2026-01-12 09:50:00
USELESS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USELESS_5m.csv,41278,81,400,2025-08-15 21:15:00,2026-01-12 06:45:00
USTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USTC_5m.csv,221894,376,1850,2023-11-27 21:30:00,2026-01-12 08:35:00
USUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\USUAL_5m.csv,110401,188,930,2024-12-18 22:00:00,2026-01-12 07:25:00
UXLINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\UXLINK_5m.csv,137458,267,1305,2024-09-16 00:00:00,2026-01-12 07:45:00
VANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANA_5m.csv,110972,170,840,2024-12-16 22:30:00,2026-01-12 07:25:00
VANRY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VANRY_5m.csv,191007,227,1100,2024-03-14 02:30:00,2026-01-12 08:10:00
VELODROME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELODROME_5m.csv,111803,107,525,2024-12-14 01:15:00,2026-01-12 07:25:00
VELVET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VELVET_5m.csv,50243,79,395,2025-07-15 18:15:00,2026-01-12 06:50:00
VET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VET_5m.csv,621765,962,4725,2020-02-14 17:00:00,2026-01-12 14:40:00
VFY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VFY_5m.csv,28033,48,240,2025-09-30 21:00:00,2026-01-12 06:40:00
VIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIC_5m.csv,86156,114,565,2025-03-13 02:00:00,2026-01-12 07:10:00
VIDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIDT_5m.csv,144151,133,640,2024-08-23 18:30:00,2026-01-12 07:55:00
VINE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VINE_5m.csv,99778,201,990,2025-01-24 19:00:00,2026-01-12 07:15:00
VIRTUAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VIRTUAL_5m.csv,112712,280,1365,2024-12-10 21:30:00,2026-01-12 07:25:00
VOXEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VOXEL_5m.csv,145004,176,855,2024-08-20 19:30:00,2026-01-12 07:55:00
VTHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VTHO_5m.csv,100360,99,485,2025-01-22 18:30:00,2026-01-12 07:15:00
VVV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\VVV_5m.csv,98359,140,690,2025-01-29 17:15:00,2026-01-12 07:15:00
W,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\W_5m.csv,184982,338,1690,2024-04-04 00:30:00,2026-01-12 08:10:00
WAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAL_5m.csv,81852,118,585,2025-03-28 00:30:00,2026-01-12 07:05:00
WAVES,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAVES_5m.csv,569928,940,4565,2020-08-12 16:00:00,2026-01-12 13:55:00
WAXP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WAXP_5m.csv,233395,219,1065,2023-10-18 23:45:00,2026-01-12 08:55:00
WCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WCT_5m.csv,76434,157,775,2025-04-15 20:00:00,2026-01-12 07:05:00
WIF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WIF_5m.csv,206893,518,2555,2024-01-18 23:15:00,2026-01-12 08:25:00
WLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLD_5m.csv,258206,685,3390,2023-07-24 21:00:00,2026-01-12 09:20:00
WLFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WLFI_5m.csv,39019,110,510,2025-08-23 17:30:00,2026-01-12 06:45:00
WOO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\WOO_5m.csv,395980,534,2620,2022-04-08 12:30:00,2026-01-12 10:45:00
XAI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAI_5m.csv,209488,368,1815,2024-01-09 23:00:00,2026-01-12 08:25:00
XAN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XAN_5m.csv,28339,64,320,2025-09-29 19:30:00,2026-01-12 06:40:00
XCN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XCN_5m.csv,77532,78,365,2025-04-12 00:30:00,2026-01-12 07:05:00
XEM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XEM_5m.csv,511445,372,1825,2021-03-03 16:00:00,2026-01-12 12:20:00
XLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XLM_5m.csv,628972,1004,4925,2020-01-20 17:00:00,2026-01-12 15:15:00
XMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XMR_5m.csv,624939,638,3115,2020-02-03 17:00:00,2026-01-12 15:10:00
XNY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XNY_5m.csv,41860,122,585,2025-08-13 20:45:00,2026-01-12 06:45:00
XPIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPIN_5m.csv,33264,102,500,2025-09-12 17:00:00,2026-01-12 06:40:00
XPL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XPL_5m.csv,39295,114,560,2025-08-22 18:30:00,2026-01-12 06:45:00
XRP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XRP_5m.csv,633003,1730,8515,2020-01-06 17:20:00,2026-01-12 15:30:00
XTZ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XTZ_5m.csv,624073,718,3555,2020-02-06 17:00:00,2026-01-12 15:00:00
XVG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVG_5m.csv,263678,427,2125,2023-07-05 21:00:00,2026-01-12 09:20:00
XVS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\XVS_5m.csv,287704,322,1555,2023-04-13 11:30:00,2026-01-12 09:40:00
YALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YALA_5m.csv,43531,65,320,2025-08-08 01:30:00,2026-01-12 06:45:00
YB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YB_5m.csv,25118,40,195,2025-10-10 23:45:00,2026-01-12 06:35:00
YFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YFI_5m.csv,564453,757,3745,2020-08-31 16:00:00,2026-01-12 13:40:00
YGG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\YGG_5m.csv,254850,515,2550,2023-08-05 12:30:00,2026-01-12 09:15:00
ZBT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZBT_5m.csv,23141,60,285,2025-10-17 20:30:00,2026-01-12 06:35:00
ZEC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEC_5m.csv,624361,857,4160,2020-02-05 17:00:00,2026-01-12 15:00:00
ZEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEN_5m.csv,539962,742,3625,2020-11-24 16:00:00,2026-01-12 12:45:00
ZEREBRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZEREBRO_5m.csv,106067,170,840,2025-01-02 23:00:00,2026-01-12 07:20:00
ZETA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZETA_5m.csv,202640,308,1495,2024-02-02 17:30:00,2026-01-12 08:20:00
ZIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZIL_5m.csv,585749,793,3905,2020-06-18 18:00:00,2026-01-12 14:20:00
ZK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZK_5m.csv,163432,300,1465,2024-06-17 20:05:00,2026-01-12 08:00:00
ZKC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKC_5m.csv,32328,63,310,2025-09-15 23:00:00,2026-01-12 06:40:00
ZKJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZKJ_5m.csv,68385,85,425,2025-05-13 18:30:00,2026-01-12 06:55:00
ZORA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZORA_5m.csv,47341,147,730,2025-07-25 20:00:00,2026-01-12 06:45:00
ZRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRC_5m.csv,46204,25,125,2025-07-29 18:45:00,2026-01-12 06:45:00
ZRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRO_5m.csv,162526,359,1755,2024-06-20 23:30:00,2026-01-12 08:00:00
ZRX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ZRX_5m.csv,584020,803,3940,2020-06-24 18:00:00,2026-01-12 14:15:00
币安人生,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\币安人生_5m.csv,22283,80,390,2025-10-20 20:00:00,2026-01-12 06:35:00
