candidate_key,slippage_per_side,FULL_TRAIN_TO_2025_END
V3MIX07_N02_stop255_rr630_t375,0.0,5.540389442518634
V4R00_top1_ref_stop260_rr625_t390_ff15,0.0,5.720325910870394
V4R01_stop260_rr625_t405_ff15,0.0,5.9841084077871916
V4R02_stop260_rr625_t420_ff16,0.0,6.1025412354138275
V4R03_stop260_rr630_t390_ff15,0.0,5.707026019005069
V4R04_stop258_rr625_t390_ff15,0.0,5.787879370794835
V4R05_stop262_rr620_t390_ff15,0.0,5.692488096031778
V4R06_stop262_rr625_t405_ff16,0.0,5.943243185226487
V4R07_stop255_rr625_t390_ff15,0.0,5.8736177959023745
V4R08_stop260_rr615_t390_ff15,0.0,5.74691319792211
