candidate_key,slippage_per_side,FULL_TRAIN_TO_2025_END
V3MIX07_N02_stop255_rr630_t375,0.0,14.046920216852365
V4R00_top1_ref_stop260_rr625_t390_ff15,0.0,14.055582246906905
V4R01_stop260_rr625_t405_ff15,0.0,14.055582246906795
V4R02_stop260_rr625_t420_ff16,0.0,14.056110950300448
V4R03_stop260_rr630_t390_ff15,0.0,14.055582246906884
V4R04_stop258_rr625_t390_ff15,0.0,14.052127980213601
V4R05_stop262_rr620_t390_ff15,0.0,14.059033930133126
V4R06_stop262_rr625_t405_ff16,0.0,14.059562616333531
V4R07_stop255_rr625_t390_ff15,0.0,14.046920216852477
V4R08_stop260_rr615_t390_ff15,0.0,14.055582246906795
