strategy,axis,family,description,audit_mode,slippage_per_side,slippage_per_side_pct,round_trip_slippage,round_trip_slippage_pct,total_round_trip_cost,total_round_trip_cost_pct,entry_mode,precompute_signals,initial_asset,position_fraction,leverage,fee_per_side,round_trip_fee,environment_lock_pass,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_close_min_equity,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,mtm_worstbar_min_equity,generated_signals,executed_entries,blocked_entries,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,short_dev,short_wick_mult,score_min_short,score_dev_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,range_spike_min,dist_roll_high20_min,climax_score_min,period_label,target_retest_strategy,target_expected_trades,target_expected_max_return_pct,target_expected_max_drawdown_pct,target_expected_official_cd_value,target_expected_profit_factor,delta_vs_target_expected_trades,delta_vs_target_expected_max_return_pct,delta_vs_target_expected_max_drawdown_pct,delta_vs_target_expected_official_cd_value,delta_vs_target_expected_profit_factor,delta_vs_target_expected_mtm_worstbar_max_drawdown_pct,delta_vs_target_expected_mtm_worstbar_cd_value,period_start,period_end,period_days,period_loaded_symbols,period_timeline_count,load_errors,candidate_key,strategy_elapsed_seconds,strategy_elapsed_minutes,strategy_started_at,strategy_finished_at,parent_reference_source,parent_strategy,parent_trades,parent_max_return_pct,parent_max_drawdown_pct,parent_official_cd_value,parent_profit_factor,parent_mtm_close_max_drawdown_pct,parent_mtm_worstbar_max_drawdown_pct,parent_mtm_worstbar_cd_value,source_retest_strategy,source_trades,source_max_return_pct,source_max_drawdown_pct,source_official_cd_value,source_profit_factor,delta_vs_source_trades,delta_vs_source_max_return_pct,delta_vs_source_max_drawdown_pct,delta_vs_source_official_cd_value,delta_vs_source_profit_factor,delta_vs_source_mtm_close_max_drawdown_pct,delta_vs_source_mtm_worstbar_max_drawdown_pct,delta_vs_source_mtm_worstbar_cd_value,gate_beats_v4_cd,gate_beats_v4_mtm_worstbar_cd,gate_realized_mdd_better_or_equal_v4,gate_mtm_worstbar_mdd_better_or_equal_v4,gate_mdd_under_10,gate_mtm_close_mdd_under_10,gate_mtm_worstbar_mdd_under_10,gate_mtm_worstbar_mdd_under_15,gate_active_leftover_zero,gate_pending_leftover_zero,gate_environment_lock_pass,gate_realized_mdd10_pass,gate_mtm_audit_pass,total_elapsed_seconds,total_elapsed_minutes,load_elapsed_seconds,load_elapsed_minutes,run_started_at,run_finished_at,delta_vs_same_period_baseline_official_cd_value,delta_vs_same_period_baseline_max_return_pct,delta_vs_same_period_baseline_max_drawdown_pct,delta_vs_same_period_baseline_profit_factor,delta_vs_same_period_baseline_mtm_close_cd_value,delta_vs_same_period_baseline_mtm_close_max_drawdown_pct,delta_vs_same_period_baseline_mtm_worstbar_cd_value,delta_vs_same_period_baseline_mtm_worstbar_max_drawdown_pct,gate_improve_vs_same_period_baseline,gate_mtm_worstbar_improve_vs_same_period_baseline,gate_baseline_exact_retest_pass,gate_target_exact_retest_pass,gate_run_valid_for_development,full_cd_value,exq4_cd_value,q4_only_cd_value,exq4_to_full_cd_ratio,q4_to_full_cd_ratio,full_mtm_worstbar_cd_value,exq4_mtm_worstbar_cd_value,q4_only_mtm_worstbar_cd_value,exq4_to_full_mtm_worstbar_cd_ratio,q4_to_full_mtm_worstbar_cd_ratio,q4_dependency_flag
SM2V4TOPPARAM_V4R05_stop262_rr620_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R05_stop262_rr620_t390_ff15 | stop을 2.62로 더 넓히고 rr을 6.20으로 낮춘 안정형 payoff 후보 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148281,10414,137867,7.023151988454354,129234.32408204528,129234.32408204528,5.692488096031778,121971.9830795917,1.998821411024562,129425.12865516917,14.81208179975927,110339.76064752208,99.71860530345107,129251.72583305926,14.059033930133126,111166.12280897668,99.71362290388764,267412,148281,0,364,364,6944,0,0,0.025,1.3,2.35,1.3,2.62,6.2,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-870,16086.40197086506,0.15209865351314367,14998.436888931028,0.04442447041483777,0.012113713280760052,13813.056911573382,,2025-12-31 23:59:59,,597,664093,0,V4R05_stop262_rr620_t390_ff15,263.23097530000086,4.387182921666681,2026-06-04T12:36:20,2026-06-04T12:40:43,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-870,16086.40197086506,0.15209865351314367,14998.436888931028,0.04442447041483777,0.008567478248412641,0.012113713280760052,13813.056911573382,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,14998.436888931028,16086.40197086506,0.15209865351314367,0.04442447041483777,13714.603359182089,0.008567478248412641,13813.056911573382,0.012113713280760052,True,True,False,False,True,121971.9830795917,,,,,111166.12280897668,,,,,UNKNOWN
SM2V4TOPPARAM_V4R06_stop262_rr625_t405_ff16_slip000000,short_main,short_main2_v4_topparam_refinement,"v4 top parameter refinement from short_main2/v4: V4R06_stop262_rr625_t405_ff16 | stop262, rr625, timeout405, fail_fast16의 완만한 확장 후보 | slippage_per_side=0.0",realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148008,10271,137737,6.939489757310416,128476.74303670917,128476.74303670917,5.943243185226487,120935.11451839378,2.0089665142565702,128664.50183490297,14.812651359764095,109691.06510296176,99.735008370119,128489.69548281557,14.059562616333531,110510.5467282565,99.73002515098302,267412,148008,0,364,364,6932,0,0,0.025,1.3,2.35,1.3,2.62,6.25,405,3,0.0,16,0.092,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-1143,15328.820925528955,0.4028537427078529,13961.568327733112,0.054569573646846115,0.012642399481165967,13157.480830853194,,2025-12-31 23:59:59,,597,664093,0,V4R06_stop262_rr625_t405_ff16,261.028945500002,4.350482425000034,2026-06-04T12:40:54,2026-06-04T12:45:15,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-1143,15328.820925528955,0.4028537427078529,13961.568327733112,0.054569573646846115,0.009137038253237861,0.012642399481165967,13157.480830853194,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,13961.568327733112,15328.820925528955,0.4028537427078529,0.054569573646846115,13065.907814621765,0.009137038253237861,13157.480830853194,0.012642399481165967,True,True,False,False,True,120935.11451839378,,,,,110510.5467282565,,,,,UNKNOWN
SM2V4TOPPARAM_V4R03_stop260_rr630_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R03_stop260_rr630_t390_ff15 | V4N01에서 rr만 6.25 -> 6.30으로 올린 후보 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148437,10426,138011,7.023855238249224,127087.26384141122,127087.26384141122,5.707026019005069,119928.65360112124,1.9925282840370782,127274.45561592278,14.809636320289844,108510.76197425563,99.72253226963302,127103.37361927518,14.055582246906884,109324.1988193777,99.71754967386032,267412,148437,0,364,364,7089,0,0,0.025,1.3,2.35,1.3,2.6,6.3,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-714,13939.341730230997,0.16663657648643415,12955.10741046058,0.038131343427354025,0.008662030054518155,11971.132921974408,,2025-12-31 23:59:59,,597,664093,0,V4R03_stop260_rr630_t390_ff15,261.9445299000072,4.365742165000119,2026-06-04T12:27:10,2026-06-04T12:31:32,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-714,13939.341730230997,0.16663657648643415,12955.10741046058,0.038131343427354025,0.006121998778986892,0.008662030054518155,11971.132921974408,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,12955.10741046058,13939.341730230997,0.16663657648643415,0.038131343427354025,11885.604685915634,0.006121998778986892,11971.132921974408,0.008662030054518155,True,True,False,False,True,119928.65360112124,,,,,109324.1988193777,,,,,UNKNOWN
SM2V4TOPPARAM_V4R00_top1_ref_stop260_rr625_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R00_top1_ref_stop260_rr625_t390_ff15 | 직전 1위 V4N01 참조 후보. 이번 국소 탐색의 기준점 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148453,10429,138024,7.02511906125171,125345.02580301308,125345.02580301308,5.720325910870394,118269.16148810525,1.9903199261653526,125529.65210163752,14.809636320289865,107024.3575149396,99.72253226963302,125360.91082288278,14.055582246906905,107826.64931445396,99.71754967386032,267412,148453,0,364,364,7090,0,0,0.025,1.3,2.35,1.3,2.6,6.25,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-698,12197.103691832861,0.1799364683517597,11295.615297444587,0.03592298555562845,0.008662030054539471,10473.583417050657,,2025-12-31 23:59:59,,597,664093,0,V4R00_top1_ref_stop260_rr625_t390_ff15,262.3425042000017,4.372375070000029,2026-06-04T12:13:20,2026-06-04T12:17:43,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-698,12197.103691832861,0.1799364683517597,11295.615297444587,0.03592298555562845,0.006121998779008209,0.008662030054539471,10473.583417050657,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,11295.615297444587,12197.103691832861,0.1799364683517597,0.03592298555562845,10399.200226599613,0.006121998779008209,10473.583417050657,0.008662030054539471,True,True,False,False,True,118269.16148810525,,,,,107826.64931445396,,,,,UNKNOWN
SM2V4TOPPARAM_V4R08_stop260_rr615_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R08_stop260_rr615_t390_ff15 | V4N01보다 rr을 더 낮춰 hit 가능성과 MDD 안정성 확인 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148522,10439,138083,7.0285883572804035,125306.37607185681,125306.37607185681,5.74691319792211,118199.38049434744,1.9878702187218689,125490.94296206733,14.809636320289755,106991.38105816262,99.72253226963302,125322.24816126958,14.055582246906795,107793.42091504279,99.71754967386032,267412,148522,0,364,364,7093,0,0,0.025,1.3,2.35,1.3,2.6,6.15,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-629,12158.45396067659,0.20652375540347556,11225.834303686774,0.03347327811214473,0.008662030054429337,10440.355017639493,,2025-12-31 23:59:59,,597,664093,0,V4R08_stop260_rr615_t390_ff15,260.23176499998954,4.337196083333159,2026-06-04T12:50:07,2026-06-04T12:54:27,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-629,12158.45396067659,0.20652375540347556,11225.834303686774,0.03347327811214473,0.0061219987788980745,0.008662030054429337,10440.355017639493,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,11225.834303686774,12158.45396067659,0.20652375540347556,0.03347327811214473,10366.223769822624,0.0061219987788980745,10440.355017639493,0.008662030054429337,True,True,False,False,True,118199.38049434744,,,,,107793.42091504279,,,,,UNKNOWN
SM2V4TOPPARAM_V4R04_stop258_rr625_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R04_stop258_rr625_t390_ff15 | V4N01보다 stop을 2.58로 줄여 MDD 완화 가능성 확인 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148660,10443,138217,7.024754473294767,122533.12024610754,122533.12024610754,5.787879370794835,115535.26317762106,1.9774293480961767,122713.17612054666,14.807188944868898,104627.9970831827,99.72646128372172,122547.67367766064,14.052127980213601,105413.06560772103,99.72147849163743,267412,148660,0,364,364,7247,0,0,0.025,1.3,2.35,1.3,2.58,6.25,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-491,9385.198134927326,0.24748992827620064,8561.716986960397,0.023032407486452522,0.005207763361235962,8059.99971031773,,2025-12-31 23:59:59,,597,664093,0,V4R04_stop258_rr625_t390_ff15,264.80660630000057,4.413443438333343,2026-06-04T12:31:44,2026-06-04T12:36:09,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-491,9385.198134927326,0.24748992827620064,8561.716986960397,0.023032407486452522,0.0036746233580409182,0.005207763361235962,8059.99971031773,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,8561.716986960397,9385.198134927326,0.24748992827620064,0.023032407486452522,8002.839794842701,0.0036746233580409182,8059.99971031773,0.005207763361235962,True,True,False,False,True,115535.26317762106,,,,,105413.06560772103,,,,,UNKNOWN
SM2V4TOPPARAM_V4R01_stop260_rr625_t405_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R01_stop260_rr625_t405_ff15 | V4N01에서 timeout만 390 -> 405로 늘려 보유 연장 효과 확인 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148196,10287,137909,6.941482901022969,122261.49969735152,122261.49969735152,5.9841084077871916,115039.25490606781,1.9957720351029034,122439.75143057207,14.809636320289743,104392.05989591731,99.73893594642547,122272.85236626769,14.055582246906795,105172.63545404111,99.73395253104974,267412,148196,0,364,364,7079,0,0,0.025,1.3,2.35,1.3,2.6,6.25,405,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-955,9113.577586171305,0.44371896526855714,8065.708715407149,0.04137509449317922,0.008662030054429337,7819.569556637813,,2025-12-31 23:59:59,,597,664093,0,V4R01_stop260_rr625_t405_ff15,267.32986450000317,4.455497741666719,2026-06-04T12:17:56,2026-06-04T12:22:23,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-955,9113.577586171305,0.44371896526855714,8065.708715407149,0.04137509449317922,0.00612199877888564,0.008662030054429337,7819.569556637813,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,8065.708715407149,9113.577586171305,0.44371896526855714,0.04137509449317922,7766.9026075773145,0.00612199877888564,7819.569556637813,0.008662030054429337,True,True,False,False,True,115039.25490606781,,,,,105172.63545404111,,,,,UNKNOWN
SM2V4TOPPARAM_V4R02_stop260_rr625_t420_ff16_slip000000,short_main,short_main2_v4_topparam_refinement,"v4 top parameter refinement from short_main2/v4: V4R02_stop260_rr625_t420_ff16 | V4N01과 V4N08 사이. timeout420, fail_fast16으로 긴 보유 확인 | slippage_per_side=0.0",realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,147975,10132,137843,6.847102551106605,120005.39082558146,120005.39082558146,6.1025412354138275,112775.90982449542,1.998238426388517,120179.9692543302,14.81020589207953,102466.25816083392,99.80004502967576,120015.51163395598,14.056110950300448,103231.94205016608,99.79505856100953,267412,147975,0,364,364,7071,0,0,0.025,1.3,2.35,1.3,2.6,6.25,420,3,0.0,16,0.092,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-1176,6857.468714401242,0.5621517928951931,5802.363633834757,0.043841485778792766,0.009190733448082966,5878.876152762779,,2025-12-31 23:59:59,,597,664093,0,V4R02_stop260_rr625_t420_ff16,260.8784323,4.3479738716666665,2026-06-04T12:22:36,2026-06-04T12:26:56,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-1176,6857.468714401242,0.5621517928951931,5802.363633834757,0.043841485778792766,0.0066915705686732,0.009190733448082966,5878.876152762779,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,5802.363633834757,6857.468714401242,0.5621517928951931,0.043841485778792766,5841.100872493931,0.0066915705686732,5878.876152762779,0.009190733448082966,True,True,False,False,True,112775.90982449542,,,,,103231.94205016608,,,,,UNKNOWN
SM2V4TOPPARAM_V4R07_stop255_rr625_t390_ff15_slip000000,short_main,short_main2_v4_topparam_refinement,v4 top parameter refinement from short_main2/v4: V4R07_stop255_rr625_t390_ff15 | v4 기준선 stop255를 유지하고 V4N01의 rr625/t390 조합만 적용 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,148967,10460,138507,7.021689367443797,115653.75630460282,115653.75630460282,5.8736177959023745,108954.8230748702,1.96025928844352,115823.09777969244,14.803514321510969,98762.4053979365,99.73235864846534,115666.10381882096,14.046920216852477,99504.53157723258,99.72737556172162,267412,148967,0,364,364,7465,0,0,0.025,1.3,2.35,1.3,2.55,6.25,390,3,0.0,15,0.09,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-184,2505.8341934226046,0.33322835338374013,1981.2768842095393,0.0058623478337958,1.1191048088221578e-13,2151.4656798292854,,2025-12-31 23:59:59,,597,664093,0,V4R07_stop255_rr625_t390_ff15,260.78867509998963,4.346477918333161,2026-06-04T12:45:28,2026-06-04T12:49:49,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,-184,2505.8341934226046,0.33322835338374013,1981.2768842095393,0.0058623478337958,1.1191048088221578e-13,1.1191048088221578e-13,2151.4656798292854,True,True,False,False,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,1981.2768842095393,2505.8341934226046,0.33322835338374013,0.0058623478337958,2137.248109596505,1.1191048088221578e-13,2151.4656798292854,1.1191048088221578e-13,True,True,False,False,True,108954.8230748702,,,,,99504.53157723258,,,,,UNKNOWN
SM2V4_OFFICIAL_V3MIX07_BASELINE_slip000000,short_main,short_main2_v4_official_frozen_baseline,official independent frozen baseline: V3MIX07_N02_stop255_rr630_t375 | slippage_per_side=0.0,realism_audit_no_position_limit,0.0,0.0,0.0,0.0,0.0008,0.08,climax_exhaustion,True,100.0,0.01,1.0,0.0004,0.0008,True,149151,10603,138548,7.108903057974804,113147.92211118022,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,113314.48713387063,14.803514321510857,96625.15728834,99.74158925481962,113163.03390526188,14.046920216852365,97353.0658974033,99.7366057068724,267412,149151,0,364,364,7479,0,0,0.025,1.3,2.35,1.3,2.55,6.3,375,3,0.0,15,0.088,3,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0,-0.08,2.7,FULL_TRAIN_TO_2025_END,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,0,0.0,0.0,0.0,0.0,0.0,0.0,,2025-12-31 23:59:59,,597,664093,0,V3MIX07_N02_stop255_rr630_t375,299.8482897999929,4.997471496666549,2026-06-04T12:08:09,2026-06-04T12:13:09,fixed_official_short_main2_v4_reference,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,14.803514321510857,14.046920216852365,97353.0658974033,V3MIX07_N02_stop255_rr630_t375,149151,113147.92211118022,5.540389442518634,106973.54619066067,1.9543969406097241,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,False,False,True,True,True,True,True,True,3269.0660320000025,54.484433866666706,415.87675539999327,6.931279256666555,2026-06-04T12:00:10,2026-06-04T12:54:39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,True,True,True,106973.54619066067,,,,,97353.0658974033,,,,,UNKNOWN
