strategy,trades,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,active_leftover,pending_leftover,load_errors
smv9_topcombo1_01_tr4_stop205_rr550,64339,3689.4315334640614,4.629389056231814,3614.004004760479,1.726703002070718,0,0,0
