rank_by_cd_mdd10_first,strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max_v10_cd,better_than_current_top_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max_v10,mdd_delta_vs_short_max_v10,cd_delta_vs_current_top,mdd_delta_vs_current_top,load_errors
1,smv10_entrycombo_01_entrymix01_dev0315_wick125_score240_devw135,short_max,short_max/v10,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,67595,7188,60407,10.63392262741327,3694.388110627794,3594.388110627794,3694.388110627794,3594.388110627794,4.675427505147689,3521.659672756596,1.7221298971731642,308,308,3901,0,0,904,68499,67595,0.0004,0.01,0.0315,1.25,2.4,1.35,0.8,0.7,2.1,5.5,200,4,10,0.0,999.0,-999.0,999.0,0.0,inf,0.03,5,edge_current,False,False,True,True,True,-92.34433200388276,0.046038448915875385,-343.03928665440026,0.2864890458607494,0
