run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,rsi_max,ema20_min,ret20_min,ret60_min,block_ret3_max,block_ret12_max,block_atr_spike_max,block_vol_spike_max,block_range_atr_max,block_upper_max,atrp_max,range20_max,stop_atr,rr,hold,cooldown,verdict,note
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_001,volatility_block,atr_range_block,long,6517023,2171443,4345580,33.31955403563867,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_001,72,0.84,-0.16,-0.32,0.07,0.16,1.6,4.0,3.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_002,volatility_block,atr_range_block,long,6517278,2171459,4345819,33.31849585056829,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_002,72,0.84,-0.16,-0.32,0.07,0.16,1.6,4.0,4.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_003,volatility_block,atr_range_block,long,6525154,2174113,4351041,33.31895308524519,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_003,72,0.84,-0.16,-0.32,0.07,0.16,2.0,4.0,3.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_004,volatility_block,atr_range_block,long,6525429,2174143,4351286,33.3180086703878,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_004,72,0.84,-0.16,-0.32,0.07,0.16,2.0,4.0,4.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_005,volatility_block,atr_range_block,long,6526043,2174497,4351546,33.320298379891156,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_005,72,0.84,-0.16,-0.32,0.07,0.16,2.4,4.0,3.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_A_006,volatility_block,atr_range_block,long,6526323,2174525,4351798,33.31929786496929,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_A_006,72,0.84,-0.16,-0.32,0.07,0.16,2.4,4.0,4.5,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_007,pump_block,recent_pump_block,long,6524375,2173859,4350516,33.31903822205192,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_007,72,0.84,-0.16,-0.32,0.04,0.12,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_008,pump_block,recent_pump_block,long,6524583,2173906,4350677,33.31869638258874,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_008,72,0.84,-0.16,-0.32,0.04,0.18,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_009,pump_block,recent_pump_block,long,6525190,2174094,4351096,33.31847808263054,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_009,72,0.84,-0.16,-0.32,0.07,0.12,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_010,pump_block,recent_pump_block,long,6525403,2174145,4351258,33.318172073050505,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_010,72,0.84,-0.16,-0.32,0.07,0.18,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_011,pump_block,recent_pump_block,long,6525262,2174136,4351126,33.31875409753662,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_011,72,0.84,-0.16,-0.32,0.1,0.12,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_B_012,pump_block,recent_pump_block,long,6525483,2174179,4351304,33.31828463885355,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_B_012,72,0.84,-0.16,-0.32,0.1,0.18,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_013,volume_wick_block,volume_upper_block,long,6492311,2163673,4328638,33.326699845401734,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_013,72,0.84,-0.16,-0.32,0.07,0.16,2.0,2.5,4.0,0.65,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_014,volume_wick_block,volume_upper_block,long,6492311,2163673,4328638,33.326699845401734,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_014,72,0.84,-0.16,-0.32,0.07,0.16,2.0,2.5,4.0,0.85,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_015,volume_wick_block,volume_upper_block,long,6519872,2172071,4347801,33.31462642211381,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_015,72,0.84,-0.16,-0.32,0.07,0.16,2.0,3.5,4.0,0.65,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_016,volume_wick_block,volume_upper_block,long,6519872,2172071,4347801,33.31462642211381,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_016,72,0.84,-0.16,-0.32,0.07,0.16,2.0,3.5,4.0,0.85,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_017,volume_wick_block,volume_upper_block,long,6530844,2175961,4354883,33.318220432152415,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_017,72,0.84,-0.16,-0.32,0.07,0.16,2.0,5.0,4.0,0.65,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_C_018,volume_wick_block,volume_upper_block,long,6530844,2175961,4354883,33.318220432152415,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_C_018,72,0.84,-0.16,-0.32,0.07,0.16,2.0,5.0,4.0,0.85,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_D_019,base_state,state_filter,long,6282156,2097621,4184535,33.3901450393782,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_D_019,64,0.82,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_D_020,base_state,state_filter,long,6282155,2097619,4184536,33.39011851824732,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_D_020,64,0.88,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_D_021,base_state,state_filter,long,6525376,2174139,4351237,33.31821798468012,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_D_021,72,0.82,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_D_022,base_state,state_filter,long,6525376,2174139,4351237,33.31821798468012,-100.0,0.006765648513540334,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_D_022,72,0.88,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.85,2.0,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_E_023,exit_light,exit_grid,long,6871987,2405008,4466979,34.99727225910061,-100.0,0.005208014996060939,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_E_023,72,0.84,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.75,1.8,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_E_024,exit_light,exit_grid,long,6610243,1978175,4632068,29.92590438808377,-100.0,0.0072106866614074505,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_E_024,72,0.84,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.75,2.4,12,12,invalid_ruin,MDD >= 100
LONG_NEGATIVE_FILTER_V23_LIGHT2_SAFE_1H,NF23S_E_025,exit_light,exit_grid,long,6509260,2297046,4212214,35.28889612644141,-100.0,0.006409617995251082,100.0,0.0,597,0,0.01,0.0004,0.08,NF23S_E_025,72,0.84,-0.16,-0.32,0.07,0.16,2.0,4.0,4.0,0.8,0.095,0.34,0.9,1.8,12,12,invalid_ruin,MDD >= 100
