combo,run_label,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,split_n,rank_metric,rank_by_final_return
short_max_v9_L20_SPLIT100,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,264.7032429981853,267.82211281443614,28.87637824756581,261.60840823995136,26,68,0,0,True,False,20.0,0.01,0.2,0.0004,100,264.7032429981853,14
short_max_v9_L25_SPLIT125,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,264.7032429981853,267.82211281443614,28.87637824756581,261.60840823995136,26,68,0,0,True,False,25.0,0.008,0.2,0.0004,125,264.7032429981853,15
short_max_v9_L30_SPLIT150,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,264.7032429981853,267.82211281443614,28.87637824756581,261.60840823995136,26,68,0,0,True,False,30.0,0.006666666666666667,0.2,0.0004,150,264.7032429981853,16
short_max_v9_L25_SPLIT150,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,198.9429475542467,201.07130465710102,24.70170550335709,226.7015576255889,26,68,0,0,True,False,25.0,0.006666666666666667,0.16666666666666669,0.0004,150,198.9429475542467,17
short_max_v9_L12_SPLIT75,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,187.08503191172673,189.04682845109306,23.838722398509873,220.14175741493995,26,68,0,0,True,False,12.0,0.013333333333333334,0.16,0.0004,75,187.08503191172673,18
short_max_v9_L20_SPLIT125,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,187.08503191172673,189.04682845109306,23.838722398509873,220.14175741493995,26,68,0,0,True,False,20.0,0.008,0.16,0.0004,125,187.08503191172673,19
short_max_v9_L15_SPLIT100,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,170.05046529975104,171.78001735245988,22.526243030226496,210.558190136053,26,68,0,0,True,False,15.0,0.01,0.15,0.0004,100,170.05046529975104,20
short_max_v9_L30_SPLIT200,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,170.05046529975104,171.78001735245988,22.526243030226496,210.558190136053,26,68,0,0,True,False,30.0,0.005,0.15,0.0004,200,170.05046529975104,21
short_max_v9_L7_SPLIT50,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,153.88430866804325,155.40148265023453,21.191847259202262,201.27719054925885,26,68,0,0,True,False,7.0,0.02,0.14,0.0004,50,153.88430866804325,22
short_max_v9_L10_SPLIT75,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,143.57077868651095,144.95674110639092,20.289899406891806,195.2552647455038,26,68,0,0,True,False,10.0,0.013333333333333334,0.13333333333333333,0.0004,75,143.57077868651095,23
short_max_v9_L20_SPLIT150,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,143.57077868651095,144.95674110639092,20.289899406891806,195.2552647455038,26,68,0,0,True,False,20.0,0.006666666666666667,0.13333333333333333,0.0004,150,143.57077868651095,24
short_max_v9_L25_SPLIT200,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,131.18179885788587,132.41475110075604,19.14838310180147,187.91108417488493,26,68,0,0,True,False,25.0,0.005,0.125,0.0004,200,131.18179885788587,25
short_max_v9_L12_SPLIT100,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,124.0087632224649,125.15550572167822,18.45588247550863,183.60107019854817,26,68,0,0,True,False,12.0,0.01,0.12,0.0004,100,124.0087632224649,26
short_max_v9_L15_SPLIT125,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,124.0087632224649,125.15550572167822,18.45588247550863,183.60107019854817,26,68,0,0,True,False,15.0,0.008,0.12,0.0004,125,124.0087632224649,27
short_max_v9_L30_SPLIT250,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,124.0087632224649,125.15550572167822,18.45588247550863,183.60107019854817,26,68,0,0,True,False,30.0,0.004,0.12,0.0004,250,124.0087632224649,28
short_max_v9_L5_SPLIT50,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,97.1742408617419,98.01489643875372,15.627923874819134,167.06927916250334,26,68,0,0,True,False,5.0,0.02,0.1,0.0004,50,97.1742408617419,29
short_max_v9_L10_SPLIT100,SHORT_MAX_V9_2026_ONLY_LEVERAGE_SPLIT_SWEEP_V1,868,146,722,16.82027649769585,97.1742408617419,98.01489643875372,15.627923874819134,167.06927916250334,26,68,0,0,True,False,10.0,0.01,0.1,0.0004,100,97.1742408617419,30
