combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sx1,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sx1,short,869,136,733,15.65017261219793,0.00842186482376399,7.318600531850908,62
