combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,long_key,short_key
lx2_sx1,WARMUP2025_ENTRY2026_LONGMAX2V5_SHORT1_SHORT2_LV10_SPLIT100_NOCAP_V1,1195,326,869,396,799,33.13807531380753,164.7898450738313,165.50622492616992,9.177343996075571,241.1398053337012,27,125,0,0,True,False,10.0,0.01,0.1,0.0004,long_max2,short_max1
