period,scenario,selected_after_cap,selected_before_cap,spec
2026_ENTRY_ONLY,btc_rb_z4.25_gap0_cd144_h120_k1_short_cap50,1212,1403,btc_rb_z4.25_gap0_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,90730,90730,btc_rb_z4.25_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,82771,82771,btc_rb_z4.25_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,81633,81633,btc_rb_z4.25_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,7959,7959,btc_rb_z4.25_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd120_h120_k1_short_capnone,1138,1138,btc_rb_z4.25_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,90546,90730,btc_rb_z4.25_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,82689,82771,btc_rb_z4.25_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,81588,81633,btc_rb_z4.25_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,7862,7959,btc_rb_z4.25_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd120_h120_k1_short_cap50,1101,1138,btc_rb_z4.25_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,88590,88590,btc_rb_z4.25_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,80766,80766,btc_rb_z4.25_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,7824,7824,btc_rb_z4.25_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h120_k1_short_capnone,1110,1110,btc_rb_z4.25_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,88445,88590,btc_rb_z4.25_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,80707,80766,btc_rb_z4.25_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,79626,79656,btc_rb_z4.25_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,7744,7824,btc_rb_z4.25_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h120_k1_short_cap50,1081,1110,btc_rb_z4.25_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,104577,104577,btc_rb_z4.25_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,94636,94636,btc_rb_z4.25_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,93233,93233,btc_rb_z4.25_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,9941,9941,btc_rb_z4.25_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,1403,1403,btc_rb_z4.25_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,100441,104577,btc_rb_z4.25_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,92400,94636,btc_rb_z4.25_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,91337,93233,btc_rb_z4.25_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,8045,9941,btc_rb_z4.25_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,1063,1403,btc_rb_z4.25_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,104577,104577,btc_rb_z4.25_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,94636,94636,btc_rb_z4.25_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,93233,93233,btc_rb_z4.25_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,9941,9941,btc_rb_z4.25_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0_cd144_h144_k1_short_capnone,1403,1403,btc_rb_z4.25_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,100441,104577,btc_rb_z4.25_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,92400,94636,btc_rb_z4.25_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,91337,93233,btc_rb_z4.25_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,8045,9941,btc_rb_z4.25_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,1063,1403,btc_rb_z4.25_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,88585,88585,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,80766,80766,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,7819,7819,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,1110,1110,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,87745,88585,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,80396,80766,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,79393,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,7355,7819,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,1003,1110,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,88585,88585,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,80766,80766,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,79656,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,7819,7819,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,1110,1110,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,87745,88585,btc_rb_z4.25_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,80396,80766,btc_rb_z4.25_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,79393,79656,btc_rb_z4.25_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,7355,7819,btc_rb_z4.25_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.25_gap1_cd144_h144_k1_short_cap50,1003,1110,btc_rb_z4.25_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,103690,103690,btc_rb_z4.5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,93709,93709,btc_rb_z4.5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,92261,92261,btc_rb_z4.5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,9981,9981,btc_rb_z4.5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd72_h72_k1_short_capnone,1448,1448,btc_rb_z4.5_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,103685,103690,btc_rb_z4.5_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,93707,93709,btc_rb_z4.5_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,92261,92261,btc_rb_z4.5_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,9978,9981,btc_rb_z4.5_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd72_h72_k1_short_cap50,1446,1448,btc_rb_z4.5_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,95327,95327,btc_rb_z4.5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,86041,86041,btc_rb_z4.5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,9286,9286,btc_rb_z4.5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h72_k1_short_capnone,1333,1333,btc_rb_z4.5_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,95327,95327,btc_rb_z4.5_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,86041,86041,btc_rb_z4.5_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,84708,84708,btc_rb_z4.5_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,9286,9286,btc_rb_z4.5_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h72_k1_short_cap50,1333,1333,btc_rb_z4.5_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,87567,87567,btc_rb_z4.5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,79745,79745,btc_rb_z4.5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,78606,78606,btc_rb_z4.5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,7822,7822,btc_rb_z4.5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd72_h72_k1_short_capnone,1139,1139,btc_rb_z4.5_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,87567,87567,btc_rb_z4.5_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,79745,79745,btc_rb_z4.5_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,78606,78606,btc_rb_z4.5_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,7822,7822,btc_rb_z4.5_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd72_h72_k1_short_cap50,1139,1139,btc_rb_z4.5_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,81357,81357,btc_rb_z4.5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,73969,73969,btc_rb_z4.5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,7388,7388,btc_rb_z4.5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h72_k1_short_capnone,1072,1072,btc_rb_z4.5_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,81357,81357,btc_rb_z4.5_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,73969,73969,btc_rb_z4.5_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,72897,72897,btc_rb_z4.5_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,7388,7388,btc_rb_z4.5_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h72_k1_short_cap50,1072,1072,btc_rb_z4.5_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,100544,100544,btc_rb_z4.5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,90838,90838,btc_rb_z4.5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,89425,89425,btc_rb_z4.5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,9706,9706,btc_rb_z4.5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd96_h96_k1_short_capnone,1413,1413,btc_rb_z4.5_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,100316,100544,btc_rb_z4.5_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,90729,90838,btc_rb_z4.5_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,89372,89425,btc_rb_z4.5_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,9587,9706,btc_rb_z4.5_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd96_h96_k1_short_cap50,1357,1413,btc_rb_z4.5_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,95320,95320,btc_rb_z4.5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,86041,86041,btc_rb_z4.5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,9279,9279,btc_rb_z4.5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h96_k1_short_capnone,1333,1333,btc_rb_z4.5_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,95199,95320,btc_rb_z4.5_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,85991,86041,btc_rb_z4.5_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,84688,84708,btc_rb_z4.5_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,9211,9279,btc_rb_z4.5_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h96_k1_short_cap50,1303,1333,btc_rb_z4.5_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,85270,85270,btc_rb_z4.5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,77614,77614,btc_rb_z4.5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,76491,76491,btc_rb_z4.5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,7656,7656,btc_rb_z4.5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd96_h96_k1_short_capnone,1123,1123,btc_rb_z4.5_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,85270,85270,btc_rb_z4.5_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,77614,77614,btc_rb_z4.5_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,76491,76491,btc_rb_z4.5_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,7656,7656,btc_rb_z4.5_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd96_h96_k1_short_cap50,1123,1123,btc_rb_z4.5_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,81353,81353,btc_rb_z4.5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,73969,73969,btc_rb_z4.5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,7384,7384,btc_rb_z4.5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h96_k1_short_capnone,1072,1072,btc_rb_z4.5_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,81353,81353,btc_rb_z4.5_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,73969,73969,btc_rb_z4.5_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,72897,72897,btc_rb_z4.5_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,7384,7384,btc_rb_z4.5_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h96_k1_short_cap50,1072,1072,btc_rb_z4.5_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.5_gap0_cd120_h120_k1_short_capnone,97741,97741,btc_rb_z4.5_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_capnone,88274,88274,btc_rb_z4.5_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_capnone,86901,86901,btc_rb_z4.5_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_capnone,9467,9467,btc_rb_z4.5_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd120_h120_k1_short_capnone,1373,1373,btc_rb_z4.5_gap0_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap0_cd120_h120_k1_short_cap50,96498,97741,btc_rb_z4.5_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_cap50,87712,88274,btc_rb_z4.5_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_cap50,86509,86901,btc_rb_z4.5_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd120_h120_k1_short_cap50,8790,9467,btc_rb_z4.5_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd120_h120_k1_short_cap50,1203,1373,btc_rb_z4.5_gap0_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h120_k1_short_capnone,95317,95317,btc_rb_z4.5_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_capnone,86041,86041,btc_rb_z4.5_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_capnone,9276,9276,btc_rb_z4.5_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h120_k1_short_capnone,1333,1333,btc_rb_z4.5_gap0_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h120_k1_short_cap50,94258,95317,btc_rb_z4.5_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_cap50,85585,86041,btc_rb_z4.5_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_cap50,84392,84708,btc_rb_z4.5_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h120_k1_short_cap50,8677,9276,btc_rb_z4.5_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h120_k1_short_cap50,1193,1333,btc_rb_z4.5_gap0_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,83154,83154,btc_rb_z4.5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,75652,75652,btc_rb_z4.5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,74555,74555,btc_rb_z4.5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,7502,7502,btc_rb_z4.5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd120_h120_k1_short_capnone,1097,1097,btc_rb_z4.5_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,83047,83154,btc_rb_z4.5_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,75606,75652,btc_rb_z4.5_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,74527,74555,btc_rb_z4.5_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,7448,7502,btc_rb_z4.5_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd120_h120_k1_short_cap50,1079,1097,btc_rb_z4.5_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,81349,81349,btc_rb_z4.5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,73969,73969,btc_rb_z4.5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,7380,7380,btc_rb_z4.5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h120_k1_short_capnone,1072,1072,btc_rb_z4.5_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,81263,81349,btc_rb_z4.5_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,73937,73969,btc_rb_z4.5_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,72879,72897,btc_rb_z4.5_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,7334,7380,btc_rb_z4.5_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h120_k1_short_cap50,1058,1072,btc_rb_z4.5_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,95311,95311,btc_rb_z4.5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,86041,86041,btc_rb_z4.5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,9270,9270,btc_rb_z4.5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,1333,1333,btc_rb_z4.5_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,92366,95311,btc_rb_z4.5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,84536,86041,btc_rb_z4.5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,83480,84708,btc_rb_z4.5_gap0_cd144_h144_k1_short
