period,scenario,selected_after_cap,selected_before_cap,spec
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,7841,9270,btc_rb_z4.5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,1056,1333,btc_rb_z4.5_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,95311,95311,btc_rb_z4.5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,86041,86041,btc_rb_z4.5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,84708,84708,btc_rb_z4.5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,9270,9270,btc_rb_z4.5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h144_k1_short_capnone,1333,1333,btc_rb_z4.5_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,92366,95311,btc_rb_z4.5_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,84536,86041,btc_rb_z4.5_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,83480,84708,btc_rb_z4.5_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,7841,9270,btc_rb_z4.5_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap0_cd144_h144_k1_short_cap50,1056,1333,btc_rb_z4.5_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,81344,81344,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,73969,73969,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,7375,7375,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,1072,1072,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,80765,81344,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,73709,73969,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,72722,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,7061,7375,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,987,1072,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,81344,81344,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,73969,73969,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,72897,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,7375,7375,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_capnone,1072,1072,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,80765,81344,btc_rb_z4.5_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,73709,73969,btc_rb_z4.5_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,72722,72897,btc_rb_z4.5_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,7061,7375,btc_rb_z4.5_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.5_gap1_cd144_h144_k1_short_cap50,987,1072,btc_rb_z4.5_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0_cd72_h72_k1_short_capnone,93784,93784,btc_rb_z4.75_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_capnone,84526,84526,btc_rb_z4.75_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_capnone,83179,83179,btc_rb_z4.75_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_capnone,9258,9258,btc_rb_z4.75_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd72_h72_k1_short_capnone,1347,1347,btc_rb_z4.75_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.75_gap0_cd72_h72_k1_short_cap50,93784,93784,btc_rb_z4.75_gap0_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_cap50,84526,84526,btc_rb_z4.75_gap0_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_cap50,83179,83179,btc_rb_z4.75_gap0_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd72_h72_k1_short_cap50,9258,9258,btc_rb_z4.75_gap0_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd72_h72_k1_short_cap50,1347,1347,btc_rb_z4.75_gap0_cd72_h72_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h72_k1_short_capnone,86856,86856,btc_rb_z4.75_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_capnone,78191,78191,btc_rb_z4.75_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_capnone,76934,76934,btc_rb_z4.75_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_capnone,8665,8665,btc_rb_z4.75_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h72_k1_short_capnone,1257,1257,btc_rb_z4.75_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h72_k1_short_cap50,86856,86856,btc_rb_z4.75_gap0_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_cap50,78191,78191,btc_rb_z4.75_gap0_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_cap50,76934,76934,btc_rb_z4.75_gap0_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h72_k1_short_cap50,8665,8665,btc_rb_z4.75_gap0_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h72_k1_short_cap50,1257,1257,btc_rb_z4.75_gap0_cd144_h72_k1_short
BASE,btc_rb_z4.75_gap1_cd72_h72_k1_short_capnone,80593,80593,btc_rb_z4.75_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_capnone,73163,73163,btc_rb_z4.75_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_capnone,72073,72073,btc_rb_z4.75_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_capnone,7430,7430,btc_rb_z4.75_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd72_h72_k1_short_capnone,1090,1090,btc_rb_z4.75_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.75_gap1_cd72_h72_k1_short_cap50,80593,80593,btc_rb_z4.75_gap1_cd72_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_cap50,73163,73163,btc_rb_z4.75_gap1_cd72_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_cap50,72073,72073,btc_rb_z4.75_gap1_cd72_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd72_h72_k1_short_cap50,7430,7430,btc_rb_z4.75_gap1_cd72_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd72_h72_k1_short_cap50,1090,1090,btc_rb_z4.75_gap1_cd72_h72_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h72_k1_short_capnone,75317,75317,btc_rb_z4.75_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_capnone,68275,68275,btc_rb_z4.75_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_capnone,7042,7042,btc_rb_z4.75_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h72_k1_short_capnone,1036,1036,btc_rb_z4.75_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h72_k1_short_cap50,75317,75317,btc_rb_z4.75_gap1_cd144_h72_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_cap50,68275,68275,btc_rb_z4.75_gap1_cd144_h72_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_cap50,67239,67239,btc_rb_z4.75_gap1_cd144_h72_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h72_k1_short_cap50,7042,7042,btc_rb_z4.75_gap1_cd144_h72_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h72_k1_short_cap50,1036,1036,btc_rb_z4.75_gap1_cd144_h72_k1_short
BASE,btc_rb_z4.75_gap0_cd96_h96_k1_short_capnone,91202,91202,btc_rb_z4.75_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_capnone,82172,82172,btc_rb_z4.75_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_capnone,80855,80855,btc_rb_z4.75_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_capnone,9030,9030,btc_rb_z4.75_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd96_h96_k1_short_capnone,1317,1317,btc_rb_z4.75_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.75_gap0_cd96_h96_k1_short_cap50,91087,91202,btc_rb_z4.75_gap0_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_cap50,82122,82172,btc_rb_z4.75_gap0_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_cap50,80829,80855,btc_rb_z4.75_gap0_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd96_h96_k1_short_cap50,8966,9030,btc_rb_z4.75_gap0_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd96_h96_k1_short_cap50,1293,1317,btc_rb_z4.75_gap0_cd96_h96_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h96_k1_short_capnone,86850,86850,btc_rb_z4.75_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_capnone,78191,78191,btc_rb_z4.75_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_capnone,76934,76934,btc_rb_z4.75_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_capnone,8659,8659,btc_rb_z4.75_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h96_k1_short_capnone,1257,1257,btc_rb_z4.75_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h96_k1_short_cap50,86788,86850,btc_rb_z4.75_gap0_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_cap50,78166,78191,btc_rb_z4.75_gap0_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_cap50,76921,76934,btc_rb_z4.75_gap0_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h96_k1_short_cap50,8625,8659,btc_rb_z4.75_gap0_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h96_k1_short_cap50,1245,1257,btc_rb_z4.75_gap0_cd144_h96_k1_short
BASE,btc_rb_z4.75_gap1_cd96_h96_k1_short_capnone,78643,78643,btc_rb_z4.75_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_capnone,71358,71358,btc_rb_z4.75_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_capnone,70282,70282,btc_rb_z4.75_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_capnone,7285,7285,btc_rb_z4.75_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd96_h96_k1_short_capnone,1076,1076,btc_rb_z4.75_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.75_gap1_cd96_h96_k1_short_cap50,78643,78643,btc_rb_z4.75_gap1_cd96_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_cap50,71358,71358,btc_rb_z4.75_gap1_cd96_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_cap50,70282,70282,btc_rb_z4.75_gap1_cd96_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd96_h96_k1_short_cap50,7285,7285,btc_rb_z4.75_gap1_cd96_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd96_h96_k1_short_cap50,1076,1076,btc_rb_z4.75_gap1_cd96_h96_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h96_k1_short_capnone,75313,75313,btc_rb_z4.75_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_capnone,68275,68275,btc_rb_z4.75_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_capnone,7038,7038,btc_rb_z4.75_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h96_k1_short_capnone,1036,1036,btc_rb_z4.75_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h96_k1_short_cap50,75313,75313,btc_rb_z4.75_gap1_cd144_h96_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_cap50,68275,68275,btc_rb_z4.75_gap1_cd144_h96_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_cap50,67239,67239,btc_rb_z4.75_gap1_cd144_h96_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h96_k1_short_cap50,7038,7038,btc_rb_z4.75_gap1_cd144_h96_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h96_k1_short_cap50,1036,1036,btc_rb_z4.75_gap1_cd144_h96_k1_short
BASE,btc_rb_z4.75_gap0_cd120_h120_k1_short_capnone,88873,88873,btc_rb_z4.75_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_capnone,80054,80054,btc_rb_z4.75_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_capnone,78765,78765,btc_rb_z4.75_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_capnone,8819,8819,btc_rb_z4.75_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd120_h120_k1_short_capnone,1289,1289,btc_rb_z4.75_gap0_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap0_cd120_h120_k1_short_cap50,88108,88873,btc_rb_z4.75_gap0_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_cap50,79736,80054,btc_rb_z4.75_gap0_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_cap50,78562,78765,btc_rb_z4.75_gap0_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd120_h120_k1_short_cap50,8376,8819,btc_rb_z4.75_gap0_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd120_h120_k1_short_cap50,1174,1289,btc_rb_z4.75_gap0_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h120_k1_short_capnone,86846,86846,btc_rb_z4.75_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_capnone,78191,78191,btc_rb_z4.75_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_capnone,76934,76934,btc_rb_z4.75_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_capnone,8655,8655,btc_rb_z4.75_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h120_k1_short_capnone,1257,1257,btc_rb_z4.75_gap0_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h120_k1_short_cap50,86192,86846,btc_rb_z4.75_gap0_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_cap50,77933,78191,btc_rb_z4.75_gap0_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_cap50,76772,76934,btc_rb_z4.75_gap0_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h120_k1_short_cap50,8263,8655,btc_rb_z4.75_gap0_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h120_k1_short_cap50,1161,1257,btc_rb_z4.75_gap0_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,76842,76842,btc_rb_z4.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,69701,69701,btc_rb_z4.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,68644,68644,btc_rb_z4.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,7141,7141,btc_rb_z4.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd120_h120_k1_short_capnone,1057,1057,btc_rb_z4.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,76766,76842,btc_rb_z4.75_gap1_cd120_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,69675,69701,btc_rb_z4.75_gap1_cd120_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,68627,68644,btc_rb_z4.75_gap1_cd120_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,7102,7141,btc_rb_z4.75_gap1_cd120_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd120_h120_k1_short_cap50,1048,1057,btc_rb_z4.75_gap1_cd120_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,75309,75309,btc_rb_z4.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,68275,68275,btc_rb_z4.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,7034,7034,btc_rb_z4.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h120_k1_short_capnone,1036,1036,btc_rb_z4.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,75244,75309,btc_rb_z4.75_gap1_cd144_h120_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,68255,68275,btc_rb_z4.75_gap1_cd144_h120_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,67226,67239,btc_rb_z4.75_gap1_cd144_h120_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,7000,7034,btc_rb_z4.75_gap1_cd144_h120_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h120_k1_short_cap50,1029,1036,btc_rb_z4.75_gap1_cd144_h120_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,86840,86840,btc_rb_z4.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,78191,78191,btc_rb_z4.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,76934,76934,btc_rb_z4.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,8649,8649,btc_rb_z4.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,1257,1257,btc_rb_z4.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,84823,86840,btc_rb_z4.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,77240,78191,btc_rb_z4.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,76204,76934,btc_rb_z4.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,7592,8649,btc_rb_z4.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,1036,1257,btc_rb_z4.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,86840,86840,btc_rb_z4.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,78191,78191,btc_rb_z4.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,76934,76934,btc_rb_z4.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,8649,8649,btc_rb_z4.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h144_k1_short_capnone,1257,1257,btc_rb_z4.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,84823,86840,btc_rb_z4.75_gap0_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,77240,78191,btc_rb_z4.75_gap0_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,76204,76934,btc_rb_z4.75_gap0_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,7592,8649,btc_rb_z4.75_gap0_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0_cd144_h144_k1_short_cap50,1036,1257,btc_rb_z4.75_gap0_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,75304,75304,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,68275,68275,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,7029,7029,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,1036,1036,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,74890,75304,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,68100,68275,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,67130,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,6798,7029,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,970,1036,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,75304,75304,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,68275,68275,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,7029,7029,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,1036,1036,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,74890,75304,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,68100,68275,btc_rb_z4.75_gap1_cd144_h144_k1_short
