avg_trade_net_return_pct,bankrupt,cd_value,cooldown_bars,entries,exits,fee_per_side,final_equity,final_return_pct,flats,gap_min,horizon,leverage,losses,max_concurrent_cap,max_concurrent_positions,max_drawdown_pct,max_gross_exposure_pct,min_equity,mtm_mode,peak_equity,period,position_fraction,profit_factor_contribution,return_over_mdd,scenario,selected_after_cap,selected_before_cap,slippage_bps,spec,win_rate_pct,wins,z_threshold
0.16455458622799,False,537.5286289789029,144,114769,114769,0.0004,651.7724220301292,551.7724220301292,0,0.0,72,1.0,52919,50,1,-17.775949761799847,1.0,83.79823751905492,quick_exit_order,653.7365009649873,EX_2025Q4,0.01,1.132831334057367,31.04039049524526,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,114769,114769,1.0,btc_rb_z3.75_gap0_cd144_h72_k1_short,53.890859029877404,61850,3.75
0.16486210138264124,False,525.5389560929816,144,113191,113191,0.0004,637.3833795621466,537.3833795621466,0,0.0,72,1.0,52187,50,1,-17.775949761799847,1.0,83.79823751905492,quick_exit_order,639.1547905637267,PRE_2025Q4,0.01,1.1335165329074701,30.23092362226251,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,113191,113191,1.0,btc_rb_z3.75_gap0_cd144_h72_k1_short,53.89474428178919,61004,3.75
0.6234228469589675,False,193.5193821328564,144,11252,11252,0.0004,201.13452197088952,101.1345219708895,0,0.0,72,1.0,4642,50,1,-4.311146514974162,1.0,97.05995978198654,quick_exit_order,202.23816576832522,ONLY_2025Q4,0.01,1.3878277239785954,23.458845951909296,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,11252,11252,1.0,btc_rb_z3.75_gap0_cd144_h72_k1_short,58.745111980092425,6610,3.75
0.14249631761574108,False,98.2347148746291,144,1578,1578,0.0004,102.2575176776443,2.257517677644305,0,0.0,72,1.0,732,50,1,-4.222611916741603,1.0,95.94453751718055,quick_exit_order,102.56566486155853,2026_ENTRY_ONLY,0.01,1.1114673769854926,0.5346258955727876,btc_rb_z3.75_gap0_cd144_h72_k1_short_cap50,1578,1578,1.0,btc_rb_z3.75_gap0_cd144_h72_k1_short,53.61216730038023,846,3.75
0.2362226437179604,False,1392.2596558351247,72,120502,120502,0.0004,1693.0037862463553,1593.0037862463553,0,1.0,72,1.0,54630,0,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,1693.6212903290334,BASE,0.01,1.2281181303803306,89.5251690711188,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,120502,120502,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.66465286883205,65872,3.75
0.19982490578520132,False,741.6936880698486,72,110802,110802,0.0004,901.9080721577549,801.9080721577549,0,1.0,72,1.0,50691,0,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,902.2370329795099,EX_2025Q4,0.01,1.1663375996085201,45.066406219021744,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,110802,110802,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.25082579736827,60111,3.75
0.1996599694636997,False,722.1346239634065,72,109437,109437,0.0004,876.1845496131184,776.1845496131183,0,1.0,72,1.0,50065,0,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,878.4443106588227,PRE_2025Q4,0.01,1.1664313189545732,43.620770794425724,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,109437,109437,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.25221817118525,59372,3.75
0.6519898765453389,False,180.33264911910823,72,9700,9700,0.0004,187.71356399948382,87.71356399948382,0,1.0,72,1.0,3939,0,1,-4.586248389119407,1.0,95.71650072468738,quick_exit_order,189.00069023021607,ONLY_2025Q4,0.01,1.3796492658049935,19.1253409230034,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,9700,9700,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,59.39175257731959,5761,3.75
0.21304844880071128,False,100.3217778787545,72,1365,1365,0.0004,102.93585667037766,2.9358566703776567,0,1.0,72,1.0,626,0,1,-2.575056715633417,1.0,98.14584315344375,quick_exit_order,102.97340136594441,2026_ENTRY_ONLY,0.01,1.1635585141315694,1.1401134012131804,btc_rb_z3.75_gap1_cd72_h72_k1_short_capnone,1365,1365,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.13919413919414,739,3.75
0.2362226437179604,False,1392.2596558351247,72,120502,120502,0.0004,1693.0037862463553,1593.0037862463553,0,1.0,72,1.0,54630,50,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,1693.6212903290334,BASE,0.01,1.2281181303803306,89.5251690711188,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,120502,120502,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.66465286883205,65872,3.75
0.19982490578520132,False,741.6936880698486,72,110802,110802,0.0004,901.9080721577549,801.9080721577549,0,1.0,72,1.0,50691,50,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,902.2370329795099,EX_2025Q4,0.01,1.1663375996085201,45.066406219021744,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,110802,110802,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.25082579736827,60111,3.75
0.1996599694636997,False,722.1346239634065,72,109437,109437,0.0004,876.1845496131184,776.1845496131183,0,1.0,72,1.0,50065,50,1,-17.793921003163625,1.0,84.03089005059705,quick_exit_order,878.4443106588227,PRE_2025Q4,0.01,1.1664313189545732,43.620770794425724,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,109437,109437,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.25221817118525,59372,3.75
0.6519898765453389,False,180.33264911910823,72,9700,9700,0.0004,187.71356399948382,87.71356399948382,0,1.0,72,1.0,3939,50,1,-4.586248389119407,1.0,95.71650072468738,quick_exit_order,189.00069023021607,ONLY_2025Q4,0.01,1.3796492658049935,19.1253409230034,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,9700,9700,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,59.39175257731959,5761,3.75
0.21304844880071128,False,100.3217778787545,72,1365,1365,0.0004,102.93585667037766,2.9358566703776567,0,1.0,72,1.0,626,50,1,-2.575056715633417,1.0,98.14584315344375,quick_exit_order,102.97340136594441,2026_ENTRY_ONLY,0.01,1.1635585141315694,1.1401134012131804,btc_rb_z3.75_gap1_cd72_h72_k1_short_cap50,1365,1365,1.0,btc_rb_z3.75_gap1_cd72_h72_k1_short,54.13919413919414,739,3.75
0.23415809523131959,False,1081.6437047274815,144,109176,109176,0.0004,1269.1918187125311,1169.1918187125311,0,1.0,72,1.0,49399,0,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,1270.1216569223411,BASE,0.01,1.2225824733109263,78.7898973195501,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,109176,109176,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.75287608998315,59777,3.75
0.1972635440377448,False,606.5013286848583,144,100149,100149,0.0004,711.663666178359,611.663666178359,0,1.0,72,1.0,45760,0,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,712.1850468393353,EX_2025Q4,0.01,1.162877240028438,41.218999894611514,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,100149,100149,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.30808095937054,54389,3.75
0.19742398646038412,False,593.3254218236148,144,98883,98883,0.0004,695.3053894005437,595.3053894005437,0,1.0,72,1.0,45178,0,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,696.7132194890588,PRE_2025Q4,0.01,1.1635409899008222,40.11664275609844,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,98883,98883,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.311661256232114,53705,3.75
0.6434803958278987,False,170.8935596260103,144,9027,9027,0.0004,178.34152269260986,78.34152269260986,0,1.0,72,1.0,3639,0,1,-4.634448539010572,1.0,95.80365856161184,quick_exit_order,179.1984180953608,ONLY_2025Q4,0.01,1.387095481691659,16.90417361055331,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,9027,9027,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,59.687603855101365,5388,3.75
0.1847319262827335,False,99.6802836926198,144,1266,1266,0.0004,102.35267510178794,2.3526751017879377,0,1.0,72,1.0,582,0,1,-2.682261055546864,1.0,97.76280199689785,quick_exit_order,102.42766095245508,2026_ENTRY_ONLY,0.01,1.1419162320805105,0.8771238343570813,btc_rb_z3.75_gap1_cd144_h72_k1_short_capnone,1266,1266,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.02843601895735,684,3.75
0.23415809523131959,False,1081.6437047274815,144,109176,109176,0.0004,1269.1918187125311,1169.1918187125311,0,1.0,72,1.0,49399,50,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,1270.1216569223411,BASE,0.01,1.2225824733109263,78.7898973195501,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,109176,109176,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.75287608998315,59777,3.75
0.1972635440377448,False,606.5013286848583,144,100149,100149,0.0004,711.663666178359,611.663666178359,0,1.0,72,1.0,45760,50,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,712.1850468393353,EX_2025Q4,0.01,1.162877240028438,41.218999894611514,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,100149,100149,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.30808095937054,54389,3.75
0.19742398646038412,False,593.3254218236148,144,98883,98883,0.0004,695.3053894005437,595.3053894005437,0,1.0,72,1.0,45178,50,1,-14.839362132566459,1.0,87.12155472049538,quick_exit_order,696.7132194890588,PRE_2025Q4,0.01,1.1635409899008222,40.11664275609844,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,98883,98883,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.311661256232114,53705,3.75
0.6434803958278987,False,170.8935596260103,144,9027,9027,0.0004,178.34152269260986,78.34152269260986,0,1.0,72,1.0,3639,50,1,-4.634448539010572,1.0,95.80365856161184,quick_exit_order,179.1984180953608,ONLY_2025Q4,0.01,1.387095481691659,16.90417361055331,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,9027,9027,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,59.687603855101365,5388,3.75
0.1847319262827335,False,99.6802836926198,144,1266,1266,0.0004,102.35267510178794,2.3526751017879377,0,1.0,72,1.0,582,50,1,-2.682261055546864,1.0,97.76280199689785,quick_exit_order,102.42766095245508,2026_ENTRY_ONLY,0.01,1.1419162320805105,0.8771238343570813,btc_rb_z3.75_gap1_cd144_h72_k1_short_cap50,1266,1266,1.0,btc_rb_z3.75_gap1_cd144_h72_k1_short,54.02843601895735,684,3.75
0.25689227972346157,False,2374.660165532759,96,135111,135111,0.0004,3140.912227230794,3040.912227230794,0,0.0,96,1.0,61958,0,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,3147.8918321528863,BASE,0.01,1.2492944148683447,123.79812125692996,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,135111,135111,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,54.14288992013974,73153,3.75
0.20588570914007764,False,936.4707865202923,96,123198,123198,0.0004,1238.6498862106107,1138.6498862106107,0,0.0,96,1.0,57043,0,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,1241.402362630549,EX_2025Q4,0.01,1.1519788379572802,46.355404611812276,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,123198,123198,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,53.69811198233737,66155,3.75
0.20707172367225363,False,920.7797215999642,96,121510,121510,0.0004,1213.9496313267791,1113.9496313267791,0,0.0,96,1.0,56263,0,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,1220.6020073555449,PRE_2025Q4,0.01,1.15474104645342,45.349836242622516,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,121510,121510,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,53.696815076948404,65247,3.75
0.7843754898914905,False,238.69164542022796,96,11913,11913,0.0004,253.57546649761798,153.57546649761798,0,0.0,96,1.0,4915,0,1,-6.5151961358203,1.0,95.15925215265013,quick_exit_order,255.32667936813925,ONLY_2025Q4,0.01,1.438110697077661,23.57188690809566,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,11913,11913,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,58.74255015529254,6998,3.75
0.1205109308197574,False,97.28640004586865,96,1688,1688,0.0004,102.0347017904554,2.0347017904553955,0,0.0,96,1.0,780,0,1,-4.8650195746893115,1.0,95.32057584072336,quick_exit_order,102.26143907418682,2026_ENTRY_ONLY,0.01,1.0841971449842915,0.4182309565702693,btc_rb_z3.75_gap0_cd96_h96_k1_short_capnone,1688,1688,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,53.79146919431279,908,3.75
0.25267779317547223,False,2175.865181954609,96,133891,133891,0.0004,2877.970352980475,2777.970352980475,0,0.0,96,1.0,61440,50,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,2884.365659371768,BASE,0.01,1.2406693181305282,113.09353408059813,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,133891,135111,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,54.11192686588344,72451,3.75
0.20669948182052267,False,934.8926009229301,96,122627,122627,0.0004,1236.5624538649054,1136.5624538649054,0,0.0,96,1.0,56775,50,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,1239.3102916792332,EX_2025Q4,0.01,1.1534094557953174,46.270423466899516,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,122627,123198,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,53.70106094090209,65852,3.75
0.20717639366418855,False,914.4313853484363,96,121112,121112,0.0004,1205.5800286180122,1105.5800286180122,0,0.0,96,1.0,56082,50,1,-24.563476378770734,1.0,80.89563955516847,quick_exit_order,1212.186539692423,PRE_2025Q4,0.01,1.15450927491229,45.00910260298182,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,121112,121510,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,53.69410132769667,65030,3.75
0.748948372667957,False,217.7206181918874,96,11271,11271,0.0004,231.7412664132643,131.74126641326433,0,0.0,96,1.0,4669,50,1,-6.912618993125797,1.0,96.00846441135727,quick_exit_order,233.88843454067037,ONLY_2025Q4,0.01,1.417699313557296,19.05808298479541,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,11271,11913,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,58.575104249844735,6602,3.75
0.16857423613731334,False,99.26962853713974,96,1515,1515,0.0004,102.56991858785233,2.569918587852338,0,0.0,96,1.0,693,50,1,-3.432189326415802,1.0,96.75620134605117,quick_exit_order,102.79784520815963,2026_ENTRY_ONLY,0.01,1.1223356459540363,0.7487694714487315,btc_rb_z3.75_gap0_cd96_h96_k1_short_cap50,1515,1688,1.0,btc_rb_z3.75_gap0_cd96_h96_k1_short,54.25742574257426,822,3.75
0.2570758082783347,False,1906.8426031307176,144,126011,126011,0.0004,2496.4834652594177,2396.4834652594177,0,0.0,96,1.0,57765,0,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,2502.605798551988,BASE,0.01,1.2469766645458191,100.66841091201212,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,126011,126011,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,54.158763917435785,68246,3.75
0.2051837912427911,False,790.1640308515589,144,114769,114769,0.0004,1034.5014500016507,934.5014500016507,0,0.0,96,1.0,53111,0,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,1037.038443639579,EX_2025Q4,0.01,1.1510285235538453,39.2553411406299,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,114769,114769,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,53.72356646829719,61658,3.75
0.2062027389392285,False,776.0990399397207,144,113191,113191,0.0004,1013.3487542908853,913.3487542908853,0,0.0,96,1.0,52385,0,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,1018.5790659464459,PRE_2025Q4,0.01,1.153223755034201,38.36678576581634,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,113191,113191,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,53.71981871350195,60806,3.75
0.7868387422004395,False,226.5944981475484,144,11242,11242,0.0004,241.32237468158442,141.32237468158442,0,0.0,96,1.0,4654,0,1,-6.685210231076244,1.0,96.20260947120454,quick_exit_order,242.82806477801253,ONLY_2025Q4,0.01,1.4481833874098908,21.139555795066315,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,11242,11242,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,58.60167230030243,6588,3.75
0.1320939885131053,False,97.15908735626267,144,1578,1578,0.0004,102.08740531048132,2.087405310481305,0,0.0,96,1.0,726,0,1,-5.0603757803154075,1.0,95.13110373999368,quick_exit_order,102.33776271479901,2026_ENTRY_ONLY,0.01,1.0933068702618254,0.412500059501747,btc_rb_z3.75_gap0_cd144_h96_k1_short_capnone,1578,1578,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,53.99239543726235,852,3.75
0.25301375810538557,False,1781.5542334899637,144,125339,125339,0.0004,2332.452966526107,2232.452966526107,0,0.0,96,1.0,57483,50,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,2338.1730342329597,BASE,0.01,1.2381636036750139,93.77802761166262,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,125339,126011,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,54.137977804195025,67856,3.75
0.20583785357740797,False,791.6094811080125,144,114491,114491,0.0004,1036.3938676868688,936.3938676868688,0,0.0,96,1.0,52975,50,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,1038.9355022575164,EX_2025Q4,0.01,1.1522097892577707,39.33483540124733,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,114491,114769,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,53.729987509935285,61516,3.75
0.20618668216378322,False,773.0901337463716,144,113010,113010,0.0004,1009.420040059973,909.420040059973,0,0.0,96,1.0,52302,50,1,-23.805714658136722,1.0,82.06153065860978,quick_exit_order,1014.6300739979698,PRE_2025Q4,0.01,1.1530021252076341,38.201753365515366,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,113010,113191,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,53.71913989912397,60708,3.75
0.750323651156238,False,210.66157889247293,144,10852,10852,0.0004,224.97754142392364,124.97754142392364,0,0.0,96,1.0,4506,50,1,-7.097923828962072,1.0,96.94895773146767,quick_exit_order,226.7565888459082,ONLY_2025Q4,0.01,1.425786634266914,17.607619415972103,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,10852,11242,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,58.47769996314044,6346,3.75
0.1792199477392797,False,98.4059379935624,144,1481,1481,0.0004,102.67221043335893,2.6722104333589236,0,0.0,96,1.0,673,50,1,-4.389708835862338,1.0,95.80312332288267,quick_exit_order,102.92400200374388,2026_ENTRY_ONLY,0.01,1.1295848212312323,0.608744345758864,btc_rb_z3.75_gap0_cd144_h96_k1_short_cap50,1481,1578,1.0,btc_rb_z3.75_gap0_cd144_h96_k1_short,54.55773126266037,808,3.75
0.2888231517791494,False,2184.730347899122,96,116171,116171,0.0004,2804.6486941995877,2704.6486941995877,0,1.0,96,1.0,52833,0,1,-22.104897690028203,1.0,84.05844926906539,quick_exit_order,2804.7082333948515,BASE,0.01,1.2651471213955645,122.35517812053429,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,116171,116171,1.0,btc_rb_z3.75_gap1_cd96_h96_k1_short,54.52135214468326,63338,3.75
0.24354562294261958,False,1028.9215278961558,96,106731,106731,0.0004,1320.8785342423607,1220.8785342423607,0,1.0,96,1.0,49024,0,1,-22.104897690028203,1.0,84.05844926906539,quick_exit_order,1320.906574846924,EX_2025Q4,0.01,1.18435065882028,55.23113254639104,btc_rb_z3.75_gap1_cd96_h96_k1_short_capnone,106731,106731,1.0,btc_rb_z3.75_gap1_cd96_h96_k1_short,54.06770291667837,57707,3.75
