avg_trade_net_return_pct,bankrupt,cd_value,cooldown_bars,entries,exits,final_equity,final_return_pct,flats,gap_min,horizon,losses,max_concurrent_cap,max_concurrent_positions,max_drawdown_pct,max_gross_exposure_pct,min_equity,mtm_mode,peak_equity,period,profit_factor_contribution,return_over_mdd,scenario,selected_after_cap,spec,win_rate_pct,wins,z_threshold
0.4053140689170229,False,3175.461662880787,144,97703,97703,4450.334610553693,4350.334610553693,0,1.0,144,44563,0,76,-28.860829938483555,76.0,75.4278089463593,bar_close_mtm,4463.731668692309,BASE,1.347211756175571,150.73491025124255,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97703,btc_rb_z4_gap1_cd144_h144_k1_short,54.389322743416265,53140,4.0
0.32920098801280495,False,1189.8094484028004,144,89358,89358,1663.6222251307179,1563.6222251307179,0,1.0,144,41233,0,70,-28.860829938483555,70.0,75.4278089463593,bar_close_mtm,1672.5095996677105,EX_2025Q4,1.2152490228389112,54.178006261897394,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,89358,btc_rb_z4_gap1_cd144_h144_k1_short,53.856397860292304,48125,4.0
0.33181858822793153,False,1189.8094484028004,144,88183,88183,1638.8613991133261,1538.8613991133261,0,1.0,144,40690,0,70,-28.860829938483555,70.0,75.4278089463593,bar_close_mtm,1672.5095996677105,PRE_2025Q4,1.2218563261387438,53.32006745451836,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,88183,btc_rb_z4_gap1_cd144_h144_k1_short,53.85731943798692,47493,4.0
1.2203305678312357,False,197.5450132076537,144,8345,8345,267.4778041360129,167.4778041360129,0,1.0,144,3330,0,70,-27.042255069832542,70.0,96.20108405203862,bar_close_mtm,270.7663365921421,ONLY_2025Q4,1.582142596030625,6.193189277429961,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,8345,btc_rb_z4_gap1_cd144_h144_k1_short,60.09586578789694,5015,4.0
0.13275176267620264,False,96.38637220846476,144,1175,1175,101.51085540429426,1.5108554042942535,0,1.0,144,543,0,69,-5.333192095413041,69.0,95.38031628309716,bar_close_mtm,101.816438456033,2026_ENTRY_ONLY,1.075501695832404,0.28329289049867645,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,1175,btc_rb_z4_gap1_cd144_h144_k1_short,53.78723404255319,632,4.0
0.4053140689170229,False,3175.461662880787,144,97703,97703,4450.334610553693,4350.334610553693,0,1.0,144,44563,0,76,-28.860829938483555,76.0,75.4278089463593,bar_close_mtm,4463.731668692309,BASE,1.347211756175571,150.73491025124255,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97703,btc_rb_z4_gap1_cd144_h144_k1_short,54.389322743416265,53140,4.0
0.32920098801280495,False,1189.8094484028004,144,89358,89358,1663.6222251307179,1563.6222251307179,0,1.0,144,41233,0,70,-28.860829938483555,70.0,75.4278089463593,bar_close_mtm,1672.5095996677105,EX_2025Q4,1.2152490228389112,54.178006261897394,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,89358,btc_rb_z4_gap1_cd144_h144_k1_short,53.856397860292304,48125,4.0
0.33181858822793153,False,1189.8094484028004,144,88183,88183,1638.8613991133261,1538.8613991133261,0,1.0,144,40690,0,70,-28.860829938483555,70.0,75.4278089463593,bar_close_mtm,1672.5095996677105,PRE_2025Q4,1.2218563261387438,53.32006745451836,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,88183,btc_rb_z4_gap1_cd144_h144_k1_short,53.85731943798692,47493,4.0
1.2203305678312357,False,197.5450132076537,144,8345,8345,267.4778041360129,167.4778041360129,0,1.0,144,3330,0,70,-27.042255069832542,70.0,96.20108405203862,bar_close_mtm,270.7663365921421,ONLY_2025Q4,1.582142596030625,6.193189277429961,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,8345,btc_rb_z4_gap1_cd144_h144_k1_short,60.09586578789694,5015,4.0
0.13275176267620264,False,96.38637220846476,144,1175,1175,101.51085540429426,1.5108554042942535,0,1.0,144,543,0,69,-5.333192095413041,69.0,95.38031628309716,bar_close_mtm,101.816438456033,2026_ENTRY_ONLY,1.075501695832404,0.28329289049867645,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,1175,btc_rb_z4_gap1_cd144_h144_k1_short,53.78723404255319,632,4.0
0.3968987625382457,False,2800.718230977021,144,96347,96347,3930.7936897332393,3830.793689733239,0,1.0,144,43985,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,3936.9565719633015,BASE,1.333232584833677,132.73331702166988,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96347,btc_rb_z4_gap1_cd144_h144_k1_short,54.347307129438384,52362,4.0
0.3319764668884792,False,1191.1834922976807,144,88704,88704,1671.8199292774705,1571.8199292774707,0,1.0,144,40907,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,1674.4410867706554,EX_2025Q4,1.2205045337661111,54.46204882630826,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,88704,btc_rb_z4_gap1_cd144_h144_k1_short,53.883703102453104,47797,4.0
0.3336458638279515,False,1190.4863756688944,144,87670,87670,1640.161252748635,1540.161252748635,0,1.0,144,40432,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,1673.461153172634,PRE_2025Q4,1.2251221510835195,53.365106132826625,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,87670,btc_rb_z4_gap1_cd144_h144_k1_short,53.88160146002053,47238,4.0
1.1501452464955124,False,177.75371231833157,144,7650,7650,235.2116593532905,135.21165935329046,0,1.0,144,3083,50,50,-25.35415427614758,50.0,96.10982546670675,bar_close_mtm,238.129410410755,ONLY_2025Q4,1.553999310236127,5.332919326774528,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,7650,btc_rb_z4_gap1_cd144_h144_k1_short,59.69934640522876,4567,4.0
0.19043291787151564,False,97.19028676071022,144,1034,1034,101.9302173170951,1.9302173170951065,0,1.0,144,475,50,50,-4.799432032642759,50.0,95.9088980046776,bar_close_mtm,102.09002828012036,2026_ENTRY_ONLY,1.1103699148355668,0.40217619584295927,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,1034,btc_rb_z4_gap1_cd144_h144_k1_short,54.06189555125726,559,4.0
0.3968987625382457,False,2800.718230977021,144,96347,96347,3930.7936897332393,3830.793689733239,0,1.0,144,43985,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,3936.9565719633015,BASE,1.333232584833677,132.73331702166988,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96347,btc_rb_z4_gap1_cd144_h144_k1_short,54.347307129438384,52362,4.0
0.3319764668884792,False,1191.1834922976807,144,88704,88704,1671.8199292774705,1571.8199292774707,0,1.0,144,40907,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,1674.4410867706554,EX_2025Q4,1.2205045337661111,54.46204882630826,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,88704,btc_rb_z4_gap1_cd144_h144_k1_short,53.883703102453104,47797,4.0
0.3336458638279515,False,1190.4863756688944,144,87670,87670,1640.161252748635,1540.161252748635,0,1.0,144,40432,50,50,-28.860829938483555,50.0,75.4278089463593,bar_close_mtm,1673.461153172634,PRE_2025Q4,1.2251221510835195,53.365106132826625,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,87670,btc_rb_z4_gap1_cd144_h144_k1_short,53.88160146002053,47238,4.0
1.1501452464955124,False,177.75371231833157,144,7650,7650,235.2116593532905,135.21165935329046,0,1.0,144,3083,50,50,-25.35415427614758,50.0,96.10982546670675,bar_close_mtm,238.129410410755,ONLY_2025Q4,1.553999310236127,5.332919326774528,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,7650,btc_rb_z4_gap1_cd144_h144_k1_short,59.69934640522876,4567,4.0
0.19043291787151564,False,97.19028676071022,144,1034,1034,101.9302173170951,1.9302173170951065,0,1.0,144,475,50,50,-4.799432032642759,50.0,95.9088980046776,bar_close_mtm,102.09002828012036,2026_ENTRY_ONLY,1.1103699148355668,0.40217619584295927,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,1034,btc_rb_z4_gap1_cd144_h144_k1_short,54.06189555125726,559,4.0
0.31964886677739685,False,2624.988266893736,120,118243,118243,3671.19731691353,3571.19731691353,0,0.0,120,54168,0,79,-28.721929748212325,79.0,75.16099546519575,bar_close_mtm,3682.7431741923465,BASE,1.289878419758705,124.33695605483486,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,118243,btc_rb_z4_gap0_cd120_h120_k1_short,54.18925433218034,64075,4.0
0.25095106136932904,False,926.027853328185,120,107382,107382,1295.1033013753474,1195.1033013753474,0,0.0,120,49722,0,79,-28.721929748212325,79.0,75.16099546519575,bar_close_mtm,1299.1763806974839,EX_2025Q4,1.1675585758023423,41.60943612953902,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,107382,btc_rb_z4_gap0_cd120_h120_k1_short,53.69615019276974,57660,4.0
0.2532282592164341,False,924.550184477495,120,105856,105856,1278.002831632807,1178.002831632807,0,0.0,120,49013,0,79,-28.721929748212325,79.0,75.16099546519575,bar_close_mtm,1297.1032762412742,PRE_2025Q4,1.1725211572134127,41.014055878544404,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,105856,btc_rb_z4_gap0_cd120_h120_k1_short,53.69842049576784,56843,4.0
0.9988595969430479,False,209.71676396275984,120,10861,10861,283.44999555788735,183.44999555788735,0,0.0,120,4446,0,76,-26.97417822422966,76.0,95.45183460288814,bar_close_mtm,287.1816555611059,ONLY_2025Q4,1.5065234859585623,6.800948449028288,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,10861,btc_rb_z4_gap0_cd120_h120_k1_short,59.0645428597735,6415,4.0
0.0929857564524521,False,95.11867202402928,120,1526,1526,101.33806196037104,1.3380619603710286,0,0.0,120,709,0,77,-6.431540786941636,77.0,93.91275700211852,bar_close_mtm,101.65676855642245,2026_ENTRY_ONLY,1.0561986047639893,0.20804687472211641,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,1526,btc_rb_z4_gap0_cd120_h120_k1_short,53.53866317169069,817,4.0
0.33465416655372365,False,2645.8284894457956,120,112391,112391,3702.513949020962,3602.5139490209626,0,1.0,120,51315,0,69,-28.723432200554953,69.0,75.95753497080804,bar_close_mtm,3712.0593360927737,BASE,1.298026378050949,125.4207339800903,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,112391,btc_rb_z3.75_gap1_cd120_h120_k1_short,54.34242955396784,61076,3.75
0.27628252030620654,False,1096.0903275426147,120,103186,103186,1533.8445947278885,1433.8445947278885,0,1.0,120,47600,0,62,-28.723432200554953,62.0,75.95753497080804,bar_close_mtm,1537.7989729061403,EX_2025Q4,1.194799916771824,49.91898547208386,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,103186,btc_rb_z3.75_gap1_cd120_h120_k1_short,53.869711007307195,55586,3.75
0.2776660888617932,False,1087.0189612036622,120,101887,101887,1501.5242163676887,1401.5242163676887,0,1.0,120,46982,0,62,-28.723432200554953,62.0,75.95753497080804,bar_close_mtm,1525.0719763362758,PRE_2025Q4,1.1985694657046648,48.79375857947124,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,101887,btc_rb_z3.75_gap1_cd120_h120_k1_short,53.88813096862211,54905,3.75
0.9889873213279006,False,187.34338088292927,120,9205,9205,241.378072832955,141.378072832955,0,1.0,120,3715,0,68,-23.25233323889291,68.0,93.93646229358596,bar_close_mtm,244.1030311267626,ONLY_2025Q4,1.4937448512785598,6.080167154859093,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,9205,btc_rb_z3.75_gap1_cd120_h120_k1_short,59.64149918522542,5490,3.75
0.16776238988044878,False,97.60073698250055,120,1299,1299,102.152504635482,2.152504635482,0,1.0,120,618,0,62,-4.701542466498476,62.0,96.02792322758413,bar_close_mtm,102.4158622380532,2026_ENTRY_ONLY,1.1068455365890517,0.4578294572089871,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,1299,btc_rb_z3.75_gap1_cd120_h120_k1_short,52.42494226327945,681,3.75
0.30024155986135126,False,2508.0841141601795,144,126004,126004,3616.1533006708346,3516.1533006708346,0,0.0,120,57964,0,78,-31.10265814176313,78.0,73.30111308309885,bar_close_mtm,3640.320579160821,BASE,1.2785644340289661,113.0499291939783,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,126004,btc_rb_z3.75_gap0_cd144_h120_k1_short,53.998285768705756,68040,3.75
0.23304107079819064,False,867.8320057812399,144,114769,114769,1250.2319261788743,1150.2319261788743,0,0.0,120,53349,0,78,-31.10265814176313,78.0,73.30111308309885,bar_close_mtm,1259.6015787762763,EX_2025Q4,1.1554581223535259,36.98178853190683,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,114769,btc_rb_z3.75_gap0_cd144_h120_k1_short,53.516193397171705,61420,3.75
