avg_trade_net_return_pct,bankrupt,cd_value,cooldown_bars,entries,ex_q4_final_return_pct,ex_q4_mdd_pct,ex_q4_pf,exits,fee_per_side,final_equity,final_return_pct,flats,gap_min,horizon,leverage,losses,max_concurrent_cap,max_concurrent_positions,max_drawdown_pct,max_gross_exposure_pct,min_equity,mtm_mode,peak_equity,period,position_fraction,profit_factor_contribution,rank,return_over_mdd,robust_pass,scenario,selected_after_cap,selected_before_cap,slippage_bps,spec,win_rate_pct,wins,y2026_final_return_pct,y2026_mdd_pct,y2026_pf,z_threshold
0.4053140689170229,False,3708.89404553928,144,97703,1755.183040053359,-27.46878509515286,1.2236566534321882,97703,0.0004,5112.173194795349,5012.173194795349,0,1.0,144,1.0,44563,0,1,-27.46878509515286,1.0,76.04351461221503,quick_exit_order,5113.514299195092,BASE,0.01,1.3610120504045207,1,182.46796053895363,True,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97703,97703,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.389322743416265,53140,1.5530516071270206,-4.719909744160688,1.0776360614149396,4.0
0.4053140689170229,False,3708.89404553928,144,97703,1755.183040053359,-27.46878509515286,1.2236566534321882,97703,0.0004,5112.173194795349,5012.173194795349,0,1.0,144,1.0,44563,0,1,-27.46878509515286,1.0,76.04351461221503,quick_exit_order,5113.514299195092,BASE,0.01,1.3610120504045207,2,182.46796053895363,True,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,97703,97703,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.389322743416265,53140,1.5530516071270206,-4.719909744160688,1.0776360614149396,4.0
0.3968987625382457,False,3239.2078887467533,144,96347,1761.1879688444963,-27.46878509515286,1.2289062588923154,96347,0.0004,4464.778863428822,4364.778863428822,0,1.0,144,1.0,43985,50,1,-27.46878509515286,1.0,76.04351461221503,quick_exit_order,4465.950133327055,BASE,0.01,1.345098209871508,3,158.8995963348605,True,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96347,97703,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.347307129438384,52362,1.9712152228864355,-4.306081166715636,1.1126920490443017,4.0
0.3968987625382457,False,3239.2078887467533,144,96347,1761.1879688444963,-27.46878509515286,1.2289062588923154,96347,0.0004,4464.778863428822,4364.778863428822,0,1.0,144,1.0,43985,50,1,-27.46878509515286,1.0,76.04351461221503,quick_exit_order,4465.950133327055,BASE,0.01,1.345098209871508,4,158.8995963348605,True,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,96347,97703,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.347307129438384,52362,1.9712152228864355,-4.306081166715636,1.1126920490443017,4.0
0.31964886677739685,False,3125.223110845315,120,118243,1349.827997482035,-26.821141091435273,1.1751116809997115,118243,0.0004,4270.2188460465095,4170.2188460465095,0,0.0,120,1.0,54168,0,1,-26.821141091435273,1.0,75.76886198119384,quick_exit_order,4270.663901373768,BASE,0.01,1.3038893865063104,5,155.48252894348985,True,btc_rb_z4_gap0_cd120_h120_k1_short_capnone,118243,118243,1.0,btc_rb_z4_gap0_cd120_h120_k1_short,54.18925433218034,64075,1.4075029432533137,-5.594499481084025,1.0591682876085895,4.0
0.33465416655372365,False,3049.7458351863033,120,112391,1595.2276826312275,-27.395635271214182,1.2019751335478386,112391,0.0004,4196.873616425334,4096.873616425334,0,1.0,120,1.0,51315,0,1,-27.395635271214182,1.0,76.55774485368488,quick_exit_order,4200.4993041102325,BASE,0.01,1.3092214973469523,6,149.54475688797413,True,btc_rb_z3.75_gap1_cd120_h120_k1_short_capnone,112391,112391,1.0,btc_rb_z3.75_gap1_cd120_h120_k1_short,54.34242955396784,61076,2.1851880075519636,-3.8956450744053295,1.1084403281132869,3.75
0.30024155986135126,False,3027.406847465388,144,126004,1320.3161914690947,-29.37931852167017,1.163521636989156,126004,0.0004,4284.719146777981,4184.719146777981,0,0.0,120,1.0,57964,0,1,-29.37931852167017,1.0,73.92511198251694,quick_exit_order,4286.855895598172,BASE,0.01,1.293848372313359,7,142.437583897371,True,btc_rb_z3.75_gap0_cd144_h120_k1_short_capnone,126004,126004,1.0,btc_rb_z3.75_gap0_cd144_h120_k1_short,53.998285768705756,68040,0.9772401442276868,-6.352696880156927,1.0402866299297688,3.75
0.37357370598795253,False,2997.620201303033,144,100441,1382.9084657953058,-27.837184926351398,1.1962726154388097,100441,0.0004,4153.630340809032,4053.630340809032,0,0.0,144,1.0,46185,50,1,-27.837184926351398,1.0,75.45770787207623,quick_exit_order,4153.967937979822,BASE,0.01,1.3522801358596226,8,145.61926256313944,True,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,100441,104577,1.0,btc_rb_z4.25_gap0_cd144_h144_k1_short,54.017781583218,54256,0.10073068610154667,-5.848913153625801,1.0055469432244808,4.25
0.37357370598795253,False,2997.620201303033,144,100441,1382.9084657953058,-27.837184926351398,1.1962726154388097,100441,0.0004,4153.630340809032,4053.630340809032,0,0.0,144,1.0,46185,50,1,-27.837184926351398,1.0,75.45770787207623,quick_exit_order,4153.967937979822,BASE,0.01,1.3522801358596226,9,145.61926256313944,True,btc_rb_z4.25_gap0_cd144_h144_k1_short_cap50,100441,104577,1.0,btc_rb_z4.25_gap0_cd144_h144_k1_short,54.017781583218,54256,0.10073068610154667,-5.848913153625801,1.0055469432244808,4.25
0.41687159392305284,False,2927.151042669341,144,88585,1365.8130019374357,-25.325739115229208,1.2221448487497963,88585,0.0004,3918.8890061570187,3818.8890061570182,0,1.0,144,1.0,40253,0,1,-25.325739115229208,1.0,78.25419970445255,quick_exit_order,3919.892889447145,BASE,0.01,1.3609013837261352,10,150.79082149514022,True,btc_rb_z4.25_gap1_cd144_h144_k1_short_capnone,88585,88585,1.0,btc_rb_z4.25_gap1_cd144_h144_k1_short,54.56002709262291,48332,1.348675764703966,-4.928924549046954,1.0712090254352078,4.25
