bucket,end_equity,marks,max_drawdown_pct,min_equity,peak_equity,period,return_pct,scenario,spec,start_equity
2019Q4,99.96494383113425,3059,-0.14479735340392486,99.90421099836709,100.04907941746858,BASE,-0.0323969119798484,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,99.99733988131779
2020Q1,104.33421047838438,21774,-3.272972155205023,97.955261643439,105.46646417308548,BASE,4.343094068315212,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,99.99148617356025
2020Q2,101.78681246075668,25455,-3.557546932831912,100.94376593348173,104.66735625563015,BASE,-2.446608145260387,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,104.33959345290708
2020Q3,99.75877979223176,26280,-7.856466798736195,93.85090298125233,101.85294585596063,BASE,-1.9903140303311084,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,101.78461323006806
2020Q4,104.69952630940685,26496,-5.398121698016444,97.4774235543709,106.02851970459359,BASE,4.975789772950567,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,99.7368312597207
2021Q1,80.50238296226726,25920,-23.240485946457568,80.38610718715903,104.72461710881457,BASE,-23.041934194706904,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,104.60551745926337
2021Q2,100.95746892750626,26208,-12.792000881843324,75.4278089463593,105.16268478246812,BASE,25.453479917218004,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,80.47402829648429
2021Q3,103.72448866694172,26496,-12.70457319743068,93.18222186560082,106.7435320252747,BASE,2.567299401474221,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,101.12822436802003
2021Q4,124.14895164613637,26496,-6.672971132186866,99.94966657855937,127.57118908966258,BASE,19.654811984171538,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,103.75592054129785
2022Q1,150.2882796124223,25920,-8.290100995686267,123.44631633919545,162.2356264609343,BASE,21.052122445468168,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,124.15170967376015
2022Q2,216.6625341052566,26208,-5.330611908122462,150.13576719693904,219.5828599510352,BASE,43.754106661297556,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,150.71745714766976
2022Q3,242.0552506181052,26496,-7.342790599364745,204.1599530982198,243.50962074690983,BASE,11.704221617750022,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,216.69301939761436
2022Q4,289.36643445618563,26496,-6.860847769000722,232.65523309624507,289.6823657374982,BASE,19.607265718956967,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,241.93048199606403
2023Q1,291.7628790982288,25920,-8.555261057428076,265.5988354282418,298.1742981364766,BASE,0.850046989283415,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,289.3036620292624
2023Q2,331.9064801674263,26208,-5.613710158237706,282.6818287330185,342.6126640900031,BASE,13.846724649917896,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,291.53801410453286
2023Q3,346.93786550525766,26496,-4.23226801922495,323.5123812803902,359.2054998311348,BASE,4.573597767295734,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,331.764300848946
2023Q4,321.34603949282115,26496,-11.233781580180224,313.4653492315164,353.13586047901947,BASE,-7.4288664861921205,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,347.1341737917569
2024Q1,323.79993042157207,26208,-15.329963046984307,301.968639496131,356.6416767524226,BASE,0.8324645379287121,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,321.1266648151527
2024Q2,402.8378016090135,26208,-4.451303215330449,321.67012461953175,404.7977973207883,BASE,24.377839167635496,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,323.8822963197422
2024Q3,428.9688884530151,26496,-10.167808106733812,396.47791193145434,466.10377977297503,BASE,6.495147201669393,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,402.806043021546
2024Q4,515.6032815652711,26496,-10.895520779390589,424.9144426488886,528.1364862893656,BASE,20.333742494642458,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,428.4777244323029
2025Q1,851.6480220465038,25920,-5.282527893101474,492.4771589804071,860.6913623378763,BASE,65.22725553010818,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,btc_rb_z4_gap1_cd144_h144_k1_short,515.4403971149385
