run_label,method,raw_trades_from_strategy_code,generated_trades_before_guard,blocked_by_same_symbol,blocked_by_guard,trades,expected_trades,trades_match,wins,losses,win_rate_pct,same_bar_trades,expected_same_bar_trades,max_conc,expected_max_conc,active_leftover,final_return_pct,expected_final_return_pct,max_return_pct,expected_max_return_pct,max_drawdown_pct,expected_max_drawdown_pct,official_cd_value,expected_official_cd_value
SHORT_MAIN_V6_COPY_PASTE_STRATEGY_CODE_REPRO_V2,strategy_code_py_exact_copy_plus_minimal_portfolio_runner,52481,36856,15625,314,36542,33989,0,5020,31522,13.73761698867057,3938,3112,284,277,0,526.7453307093567,931.1433546380067,527.0510931351978,931.6464095007982,4.992791082502089,4.506694290977831,595.7437420744117,985.153259660748
