strategy,axis,baseline_version,source_strategy,source_folder,engine,data_scope,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_return_pct,mtm_close_max_drawdown_pct,mtm_close_cd_value,mtm_worstbar_max_return_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,blocked_entries,same_bar_trades,max_conc,max_conc_unique_symbols,active_leftover,pending_leftover,load_errors,initial_asset,fee_per_side,round_trip_fee,leverage,position_fraction,entry_mode,precompute_signals,short_dev,ret12_min,ret3_min,volume_spike_min,upper_range_ratio_min,close_position_max,green_streak_min,ema20_slope12_min,ema20_slope12_max,atr_pct_min,atr_pct_max,range_spike_min,dist_roll_high20_min,climax_score_min,climax_dev_weight,climax_ret_weight,climax_vol_weight,climax_wick_weight,climax_streak_weight,ret12_ref,volume_spike_ref,upper_range_ratio_ref,atr_stop_mult,rr_mult,time_reduce_bars,time_reduce_to_risk_frac,timeout_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,previous_strategy,previous_axis,previous_version,previous_trades,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,delta_pf_vs_previous,q4_dependency_diagnosis,excl_2025_q4_cd,excl_2025_q4_mdd,q4_only_cd,q4_only_mdd,slip005_full_cd,slip005_excl_q4_cd,slip005_q4_only_cd,gate_target_exact_retest_pass,gate_realized_mdd10_pass,gate_mtm_worstbar_mdd_under_15,official_runner
SM60_C03_stop240_score270_timeout315,short_main2,short_main2/v2,C03_stop240_score270_timeout315,local_results/short_main/SHORT_MAIN2_V2_C03_SINGLE_RETEST_V1_3_ENVLOCKED,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,152030,11364,140666,7.4748404920081555,73746.55353592646,5.888592725709996,69498.03075622236,1.8286053579584032,73855.85996080964,15.017466599306728,62849.56339296499,73760.00634635029,14.23277215250176,63347.67993125091,267412,152030,0,8883,364,364,0,0,0,100.0,0.0004,0.0008,1.0,0.01,climax_exhaustion,True,0.025,0.03,0.004,0.75,0.16,0.94,0,-0.025,0.095,0.0008,0.135,0.0,-0.08,2.7,1.05,0.75,0.15,0.55,0.1,0.07,2.0,0.38,2.4,6.2,3,0.0,315,12,0.08,3,SM52_B04_stop230_score270_single_retest,short_main2,short_main2/v1,154015,53676.46264218497,5.923149464550481,50591.202383140204,1.7648350795085153,18906.828373082157,-0.034556738840485046,-1985,0.06377027844988792,GENERAL_EDGE_CONFIRMED,16979.64262769056,5.888592725709996,390.894405739309,4.995144920443351,15177.194065003236,4617.4606705665265,310.33515316809167,True,True,True,short_main2_v2_C03_single_retest_v1_3_envlocked.py
