batch_label,strategy_name,parent,family,group,side,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,old_ratio_cd_value,official_pass_mdd_lt_5,verdict,description
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I080_raw_official_conversion_r080,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,1027,541,486,52.677702,6.048853,9.631121,3.525059,105.766559516,2.732187,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r080; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I064_safe_reclaim_quality_s064,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,244,120,124,49.180328,1.291308,1.71378,0.549898,101.154457654,3.11654,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s064; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I095_raw_official_conversion_r095,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,169,90,79,53.254438,1.269955,1.91749,0.754275,101.148751959,2.542164,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r095; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I041_safe_dd_brake_s041,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,1203,527,676,43.807149,1.582373,2.663136,1.478305,101.145461753,1.80148,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s041; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I022_raw_cluster_cover_r022,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,2163,976,1187,45.122515,2.042081,6.036683,4.620232,101.137542686,1.306576,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r022; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I042_safe_dd_brake_s042,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,170,79,91,46.470588,1.32432,1.410789,0.311669,101.094722587,4.526555,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s042; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I012_safe_density_release_s012,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,2414,860,1554,35.625518,2.12283,5.815736,4.462941,101.093242553,1.303117,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s012; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I047_safe_dd_brake_s047,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,496,248,248,50.0,1.348537,1.772927,0.725964,101.034092504,2.44217,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s047; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I008_raw_cluster_cover_r008,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,286,123,163,43.006993,1.189141,1.613239,0.590056,101.013663836,2.734043,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r008; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I048_safe_dd_brake_s048,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,414,191,223,46.135266,1.35205,1.486267,0.47034,101.008936417,3.159985,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s048; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I037_safe_dd_brake_s037,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,548,266,282,48.540146,1.145383,1.715956,0.735194,100.968146194,2.334017,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s037; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I006_safe_density_release_s006,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,830,352,478,42.409639,1.120676,1.888403,0.9343,100.936459087,2.021195,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s006; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I058_raw_return_extend_r058,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,612,271,341,44.281046,0.941708,2.984715,2.012651,100.911991899,1.482977,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r058; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I009_safe_density_release_s009,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,256,113,143,44.140625,1.414992,1.433997,0.523468,100.903021771,2.739414,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s009; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I067_raw_return_extend_r067,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,608,225,383,37.006579,0.886918,3.380513,2.412055,100.88691818,1.401507,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r067; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I086_raw_official_conversion_r086,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,1021,498,523,48.77571,1.102794,2.148814,1.263933,100.857721221,1.700101,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r086; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I045_raw_safe_graft_r045,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,168,87,81,51.785714,0.93129,1.714775,0.884177,100.81543655,1.939403,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r045; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I061_safe_reclaim_quality_s061,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,692,342,350,49.421965,1.020627,1.626408,0.817757,100.795351472,1.988865,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s061; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I031_raw_safe_graft_r031,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,508,212,296,41.732283,1.334797,1.716966,0.910353,100.790982192,1.886044,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r031; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I091_raw_official_conversion_r091,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,450,201,249,44.666667,0.992647,1.673274,0.87638,100.782229295,1.909301,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r091; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I038_safe_dd_brake_s038,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,626,263,363,42.01278,1.167074,1.619064,0.830509,100.775109202,1.949485,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s038; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I013_raw_cluster_cover_r013,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,73,44,29,60.273973,0.848068,1.014432,0.249409,100.762492517,4.067338,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r013; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I043_safe_dd_brake_s043,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,360,131,229,36.388889,0.813386,1.476782,0.710843,100.755441726,2.077508,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s043; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I022_safe_density_release_s022,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,1515,677,838,44.686469,1.283636,3.117464,2.300963,100.74476981,1.354852,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s022; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I009_raw_cluster_cover_r009,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,307,128,179,41.693811,0.858674,2.375286,1.602033,100.735200077,1.48267,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r009; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I037_raw_safe_graft_r037,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,818,379,439,46.332518,0.806862,2.363557,1.610476,100.715015973,1.467614,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r037; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I063_raw_return_extend_r063,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,74,32,42,43.243243,0.78686,0.879224,0.225643,100.651597324,3.896528,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r063; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I070_raw_return_extend_r070,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,168,87,81,51.785714,0.719624,1.600703,0.963696,100.621581289,1.661004,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r070; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I044_raw_safe_graft_r044,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,198,88,110,44.444444,0.688131,1.591628,0.959862,100.616487886,1.658183,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r044; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I096_raw_official_conversion_r096,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,689,343,346,49.782293,0.828696,1.29155,0.675613,100.607210401,1.91167,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r096; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I015_raw_cluster_cover_r015,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,23,17,6,73.913043,0.730198,0.730198,0.125997,100.603280379,5.795346,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r015; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I078_raw_official_conversion_r078,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,640,331,309,51.71875,2.105027,2.581874,1.928796,100.603278595,1.338593,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r078; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I011_raw_cluster_cover_r011,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,1042,481,561,46.161228,0.827348,2.119668,1.502864,100.584948088,1.410419,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r011; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I087_raw_official_conversion_r087,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,232,120,112,51.724138,0.616613,1.08724,0.504798,100.576953659,2.153813,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r087; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I082_raw_official_conversion_r082,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,303,131,172,43.234323,0.985716,1.290669,0.728781,100.552482098,1.770998,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r082; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I016_raw_cluster_cover_r016,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,595,225,370,37.815126,0.803804,2.017649,1.479704,100.508090336,1.363549,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r016; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I005_raw_cluster_cover_r005,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,341,181,160,53.079179,2.737881,2.773829,2.209528,100.503012921,1.255395,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r005; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I049_raw_safe_graft_r049,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,174,83,91,47.701149,1.254569,1.254569,0.771679,100.473209105,1.625766,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r049; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I010_raw_cluster_cover_r010,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,88,49,39,55.681818,1.122218,1.241451,0.798885,100.432648691,1.553981,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r010; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I021_raw_cluster_cover_r021,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,1341,610,731,45.488441,0.507747,1.968186,1.524626,100.41355237,1.29093,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r021; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I088_raw_official_conversion_r088,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,37,21,16,56.756757,0.513379,0.545004,0.136929,100.407329031,3.980199,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r088; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I084_raw_official_conversion_r084,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,260,102,158,39.230769,0.536716,1.985125,1.550466,100.403880392,1.280341,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r084; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I035_raw_safe_graft_r035,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,77,42,35,54.545455,0.494206,0.727066,0.322325,100.402397551,2.255694,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r035; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I033_safe_dd_brake_s033,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,843,323,520,38.31554,0.693022,2.367994,1.930428,100.391853142,1.226668,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s033; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I069_raw_return_extend_r069,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,199,89,110,44.723618,0.439815,1.45705,1.052548,100.389166215,1.384308,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r069; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I036_raw_safe_graft_r036,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,930,424,506,45.591398,0.547616,2.043727,1.624825,100.385695452,1.257814,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r036; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I059_safe_reclaim_quality_s059,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,438,155,283,35.388128,0.443721,1.620493,1.218816,100.381925684,1.329563,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s059; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I050_raw_safe_graft_r050,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,83,43,40,51.807229,0.594481,0.869053,0.504862,100.35980314,1.721367,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r050; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I060_safe_reclaim_quality_s060,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_reclaim_quality,long,5m,597,407,146,261,35.872236,0.577062,1.45987,1.104095,100.339657018,1.322233,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_reclaim_quality; tag=s060; focus=reclaim quality / spring / EMA repair mix
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I059_raw_return_extend_r059,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,207,96,111,46.376812,0.376264,1.190829,0.877375,100.303006046,1.357264,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r059; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I034_raw_safe_graft_r034,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,86,38,48,44.186047,0.401254,0.675882,0.381462,100.291841578,1.771819,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r034; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I032_raw_safe_graft_r032,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,137,52,85,37.956204,0.284405,0.884567,0.603805,100.275421194,1.464988,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r032; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I024_raw_cluster_cover_r024,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,179,84,95,46.927374,0.787591,1.03869,0.789321,100.241169968,1.315928,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r024; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I047_raw_safe_graft_r047,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_safe_graft,long,5m,597,192,78,114,40.625,0.567543,0.679163,0.462568,100.21345363,1.468245,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_safe_graft; tag=r047; focus=graft strict/lowanchor safe branch only onto risky V51 contexts
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I060_raw_return_extend_r060,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_return_extend,long,5m,597,161,70,91,43.478261,0.217331,0.928743,0.734986,100.186930949,1.26362,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_return_extend; tag=r060; focus=preserve raw max_return by extending winners and blocking only adverse shock
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I001_safe_density_release_s001,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,3467,1581,1886,45.601384,1.431333,4.844987,4.446006,100.183572716,1.089739,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s001; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I025_raw_cluster_cover_r025,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,7,6,1,85.714286,0.176906,0.176906,0.01414,100.162741014,12.511319,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r025; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I020_safe_density_release_s020,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,23,13,10,56.521739,0.256987,0.295542,0.138311,100.156822449,2.136793,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s020; focus=safe baseline density release without blind parameter tuning
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I099_raw_official_conversion_r099,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_official_conversion,long,5m,597,160,76,84,47.5,0.60246,0.752632,0.600685,100.147425846,1.252956,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_official_conversion; tag=r099; focus=convert V51 raw leader into MDD<5 official-pass candidate
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I044_safe_dd_brake_s044,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_dd_brake,long,5m,597,29,13,16,44.827586,0.252829,0.333589,0.189217,100.143740807,1.762998,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_dd_brake; tag=s044; focus=official MDD guard through loss cluster and symbol DD brakes
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_RAWV51_I019_raw_cluster_cover_r019,8V4_V51_V002_core_rare22_c1,unrestricted_cd_leader_v51,raw_cluster_cover,long,5m,597,62,26,36,41.935484,0.132704,0.527375,0.404662,100.120578932,1.303248,True,official_mdd_pass,8V8 long dual-best improvement from 8V4_V51_V002_core_rare22_c1; group=raw_cluster_cover; tag=r019; focus=cover V51 loss clusters while preserving rare22 engine
8V8_LONG_DUAL_BEST_200_UNTRIED,8V8_SAFE6V2_I019_safe_density_release_s019,6V2_L01_doubleflush_core,official_mdd5_cd_leader_6v2,safe_density_release,long,5m,597,29,13,16,44.827586,0.165072,0.286335,0.189217,100.09657638,1.513264,True,official_mdd_pass,8V8 long dual-best improvement from 6V2_L01_doubleflush_core; group=safe_density_release; tag=s019; focus=safe baseline density release without blind parameter tuning
