combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,long_key,short_key
lx_sm,FOUR_INTEGRATED_2026_ONLY_LV10_SPLIT100_NOCAP_STANDALONE_V3,998,309,689,231,767,23.146292585170343,68.23464375341484,68.58705373390268,16.748075089425996,140.3519673834977,27,119,0,0,True,False,10.0,0.01,0.1,0.0004,long_max,short_main
