run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,range_ratio_max,body_ratio_max,release_range_min,release_body_min,close_pos_min,upper_wick_max,release_vol_min,atr_ratio_max,vol_ratio_max,stop_atr,rr,hold,cooldown,ret20_min,ret60_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,rsi_min,rsi_max,ema20_min,ema50_min,ema100_min,fail_bars,fail_pnl,verdict,note
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_056,release_quality,release_grid,long,20799,6690,14109,32.16500793307371,-20.791173984167333,0.0,53.4561694388424,46.5438305611576,597,0,0.01,0.0004,0.08,RB22_B_056,0.72,0.8,1.3,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_057,release_quality,release_grid,long,19864,6367,13497,32.05296012887636,-20.195216459543218,0.0,52.05954218918741,47.94045781081259,597,0,0.01,0.0004,0.08,RB22_B_057,0.72,0.8,1.3,0.55,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_058,release_quality,release_grid,long,18244,5821,12423,31.90638017978513,-19.283093272805495,0.0,49.45705809148491,50.54294190851509,597,0,0.01,0.0004,0.08,RB22_B_058,0.72,0.8,1.3,0.7,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_059,release_quality,release_grid,long,10881,3443,7438,31.64231228747358,-12.638632629563562,0.0,33.882113640518305,66.11788635948169,597,0,0.01,0.0004,0.08,RB22_B_059,0.72,0.8,1.5,0.35,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_060,release_quality,release_grid,long,10586,3331,7255,31.46608728509352,-12.450532204196186,0.0,33.2725822835651,66.7274177164349,597,0,0.01,0.0004,0.08,RB22_B_060,0.72,0.8,1.5,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_061,release_quality,release_grid,long,10292,3227,7065,31.354450058297704,-12.371406910432848,0.0,32.66718310328661,67.33281689671338,597,0,0.01,0.0004,0.08,RB22_B_061,0.72,0.8,1.5,0.55,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_B_062,release_quality,release_grid,long,9780,3051,6729,31.196319018404907,-12.19786625081002,0.0,31.555381609942234,68.44461839005777,597,0,0.01,0.0004,0.08,RB22_B_062,0.72,0.8,1.5,0.7,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_063,close_quality,close_upper_grid,long,37865,12486,25379,32.97504291562129,-29.664285531903133,0.0,73.6329939843152,26.36700601568479,597,0,0.01,0.0004,0.08,RB22_C_063,0.72,0.8,1.1,0.45,0.54,0.45,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_064,close_quality,close_upper_grid,long,38133,12576,25557,32.97930925969633,-29.736246139673682,0.0,73.88886296471374,26.11113703528626,597,0,0.01,0.0004,0.08,RB22_C_064,0.72,0.8,1.1,0.45,0.54,0.55,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_065,close_quality,close_upper_grid,long,38133,12576,25557,32.97930925969633,-29.736246139673682,0.0,73.88886296471374,26.11113703528626,597,0,0.01,0.0004,0.08,RB22_C_065,0.72,0.8,1.1,0.45,0.54,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_066,close_quality,close_upper_grid,long,38133,12576,25557,32.97930925969633,-29.736246139673682,0.0,73.88886296471374,26.11113703528626,597,0,0.01,0.0004,0.08,RB22_C_066,0.72,0.8,1.1,0.45,0.54,0.72,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_067,close_quality,close_upper_grid,long,36499,12051,24448,33.01734294090249,-28.827608088291846,0.0,72.42956910424114,27.570430895758857,597,0,0.01,0.0004,0.08,RB22_C_067,0.72,0.8,1.1,0.45,0.58,0.45,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_068,close_quality,close_upper_grid,long,36499,12051,24448,33.01734294090249,-28.827608088291846,0.0,72.42956910424114,27.570430895758857,597,0,0.01,0.0004,0.08,RB22_C_068,0.72,0.8,1.1,0.45,0.58,0.55,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_069,close_quality,close_upper_grid,long,36499,12051,24448,33.01734294090249,-28.827608088291846,0.0,72.42956910424114,27.570430895758857,597,0,0.01,0.0004,0.08,RB22_C_069,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_070,close_quality,close_upper_grid,long,36499,12051,24448,33.01734294090249,-28.827608088291846,0.0,72.42956910424114,27.570430895758857,597,0,0.01,0.0004,0.08,RB22_C_070,0.72,0.8,1.1,0.45,0.58,0.72,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_071,close_quality,close_upper_grid,long,34600,11393,23207,32.92774566473988,-28.045760060251467,0.0,70.61743096321055,29.38256903678945,597,0,0.01,0.0004,0.08,RB22_C_071,0.72,0.8,1.1,0.45,0.62,0.45,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_072,close_quality,close_upper_grid,long,34600,11393,23207,32.92774566473988,-28.045760060251467,0.0,70.61743096321055,29.38256903678945,597,0,0.01,0.0004,0.08,RB22_C_072,0.72,0.8,1.1,0.45,0.62,0.55,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_073,close_quality,close_upper_grid,long,34600,11393,23207,32.92774566473988,-28.045760060251467,0.0,70.61743096321055,29.38256903678945,597,0,0.01,0.0004,0.08,RB22_C_073,0.72,0.8,1.1,0.45,0.62,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_074,close_quality,close_upper_grid,long,34600,11393,23207,32.92774566473988,-28.045760060251467,0.0,70.61743096321055,29.38256903678945,597,0,0.01,0.0004,0.08,RB22_C_074,0.72,0.8,1.1,0.45,0.62,0.72,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_075,close_quality,close_upper_grid,long,31268,10290,20978,32.90904439043111,-26.361999420154923,0.0,67.0397142212504,32.9602857787496,597,0,0.01,0.0004,0.08,RB22_C_075,0.72,0.8,1.1,0.45,0.68,0.45,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_076,close_quality,close_upper_grid,long,31268,10290,20978,32.90904439043111,-26.361999420154923,0.0,67.0397142212504,32.9602857787496,597,0,0.01,0.0004,0.08,RB22_C_076,0.72,0.8,1.1,0.45,0.68,0.55,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_077,close_quality,close_upper_grid,long,31268,10290,20978,32.90904439043111,-26.361999420154923,0.0,67.0397142212504,32.9602857787496,597,0,0.01,0.0004,0.08,RB22_C_077,0.72,0.8,1.1,0.45,0.68,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_078,close_quality,close_upper_grid,long,31268,10290,20978,32.90904439043111,-26.361999420154923,0.0,67.0397142212504,32.9602857787496,597,0,0.01,0.0004,0.08,RB22_C_078,0.72,0.8,1.1,0.45,0.68,0.72,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_079,close_quality,close_upper_grid,long,27480,9078,18402,33.03493449781659,-23.100916664740257,0.0,61.96559462700137,38.03440537299863,597,0,0.01,0.0004,0.08,RB22_C_079,0.72,0.8,1.1,0.45,0.74,0.45,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_080,close_quality,close_upper_grid,long,27480,9078,18402,33.03493449781659,-23.100916664740257,0.0,61.96559462700137,38.03440537299863,597,0,0.01,0.0004,0.08,RB22_C_080,0.72,0.8,1.1,0.45,0.74,0.55,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_081,close_quality,close_upper_grid,long,27480,9078,18402,33.03493449781659,-23.100916664740257,0.0,61.96559462700137,38.03440537299863,597,0,0.01,0.0004,0.08,RB22_C_081,0.72,0.8,1.1,0.45,0.74,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_C_082,close_quality,close_upper_grid,long,27480,9078,18402,33.03493449781659,-23.100916664740257,0.0,61.96559462700137,38.03440537299863,597,0,0.01,0.0004,0.08,RB22_C_082,0.72,0.8,1.1,0.45,0.74,0.72,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_083,exit_geometry,stop_rr_grid,long,36500,13327,23173,36.512328767123286,-29.92461055573924,0.0,63.943385687037726,36.056614312962274,597,0,0.01,0.0004,0.08,RB22_D_083,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.65,1.6,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_084,exit_geometry,stop_rr_grid,long,36499,11685,24814,32.014575741801146,-29.541888139484087,0.0,66.25423681854774,33.74576318145226,597,0,0.01,0.0004,0.08,RB22_D_084,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.65,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_085,exit_geometry,stop_rr_grid,long,36499,10606,25893,29.058330365215486,-28.62977339246642,0.0,67.66034344865508,32.339656551344916,597,0,0.01,0.0004,0.08,RB22_D_085,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.65,2.4,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_086,exit_geometry,stop_rr_grid,long,36499,9539,26960,26.134962601715117,-27.480858868215698,0.0,68.90470548432437,31.095294515675633,597,0,0.01,0.0004,0.08,RB22_D_086,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.65,3.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_087,exit_geometry,stop_rr_grid,long,36499,8685,27814,23.795172470478644,-27.058038340987355,0.0,69.8552029316806,30.144797068319406,597,0,0.01,0.0004,0.08,RB22_D_087,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.65,4.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_088,exit_geometry,stop_rr_grid,long,36499,13350,23149,36.576344557385134,-30.21359603301532,0.0,67.72325285501346,32.27674714498654,597,0,0.01,0.0004,0.08,RB22_D_088,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.75,1.6,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_089,exit_geometry,stop_rr_grid,long,36499,11858,24641,32.48856133044741,-29.023818044374007,0.0,69.68128464900441,30.318715350995586,597,0,0.01,0.0004,0.08,RB22_D_089,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.75,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_090,exit_geometry,stop_rr_grid,long,36499,10846,25653,29.715882626921285,-28.419392005527467,0.0,70.92648344434058,29.073516555659427,597,0,0.01,0.0004,0.08,RB22_D_090,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.75,2.4,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_091,exit_geometry,stop_rr_grid,long,36499,9998,26501,27.392531302227457,-27.446154796377233,0.0,71.85576428609775,28.144235713902244,597,0,0.01,0.0004,0.08,RB22_D_091,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.75,3.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_092,exit_geometry,stop_rr_grid,long,36499,9376,27123,25.688375023973258,-27.211357982394713,0.0,72.54033518147942,27.45966481852058,597,0,0.01,0.0004,0.08,RB22_D_092,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.75,4.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_093,exit_geometry,stop_rr_grid,long,36499,13425,23074,36.781829639168194,-29.944327050689722,0.0,70.70462268355186,29.295377316448135,597,0,0.01,0.0004,0.08,RB22_D_093,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,1.6,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_094,exit_geometry,stop_rr_grid,long,36499,12051,24448,33.01734294090249,-28.827608088291846,0.0,72.42956910424114,27.570430895758857,597,0,0.01,0.0004,0.08,RB22_D_094,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_095,exit_geometry,stop_rr_grid,long,36499,11218,25281,30.735088632565276,-27.9857809397013,0.0,73.36697121849313,26.633028781506862,597,0,0.01,0.0004,0.08,RB22_D_095,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.4,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_096,exit_geometry,stop_rr_grid,long,36499,10533,25966,28.858324885613307,-27.5250847245903,0.0,74.11138778092618,25.888612219073824,597,0,0.01,0.0004,0.08,RB22_D_096,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,3.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_097,exit_geometry,stop_rr_grid,long,36499,10086,26413,27.633633798186253,-26.583186283540595,0.0,74.59059859062697,25.409401409373032,597,0,0.01,0.0004,0.08,RB22_D_097,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,4.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_098,exit_geometry,stop_rr_grid,long,36499,13578,22921,37.20101920600564,-29.282021064622377,0.0,74.00910855634208,25.990891443657915,597,0,0.01,0.0004,0.08,RB22_D_098,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.0,1.6,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_099,exit_geometry,stop_rr_grid,long,36499,12440,24059,34.083125565083975,-28.151066304627026,0.0,75.28084148185377,24.719158518146234,597,0,0.01,0.0004,0.08,RB22_D_099,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.0,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_100,exit_geometry,stop_rr_grid,long,36499,11808,24691,32.351571275925366,-27.674957336368422,0.0,75.96791090846939,24.032089091530608,597,0,0.01,0.0004,0.08,RB22_D_100,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.0,2.4,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_101,exit_geometry,stop_rr_grid,long,36499,11328,25171,31.036466752513768,-27.954841987433266,0.0,76.47933343646793,23.520666563532078,597,0,0.01,0.0004,0.08,RB22_D_101,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.0,3.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_102,exit_geometry,stop_rr_grid,long,36499,11068,25431,30.32411846899915,-26.1840386276619,0.0,76.75626280135916,23.243737198640847,597,0,0.01,0.0004,0.08,RB22_D_102,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.0,4.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_103,exit_geometry,stop_rr_grid,long,36499,13787,22712,37.77363763390778,-28.16324860316496,0.0,76.73542106232867,23.26457893767133,597,0,0.01,0.0004,0.08,RB22_D_103,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.2,1.6,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_104,exit_geometry,stop_rr_grid,long,36499,12939,23560,35.45028630921395,-27.62235387523858,0.0,77.63035344799971,22.36964655200029,597,0,0.01,0.0004,0.08,RB22_D_104,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.2,2.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_105,exit_geometry,stop_rr_grid,long,36499,12516,23983,34.291350447957484,-27.704843762488128,0.0,78.0661281181963,21.9338718818037,597,0,0.01,0.0004,0.08,RB22_D_105,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.2,2.4,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_106,exit_geometry,stop_rr_grid,long,36499,12242,24257,33.54064494917669,-26.409818293694286,0.0,78.33556780837178,21.664432191628226,597,0,0.01,0.0004,0.08,RB22_D_106,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.2,3.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_D_107,exit_geometry,stop_rr_grid,long,36499,12097,24402,33.14337379106277,-25.473918351567136,0.0,78.49497533009242,21.50502466990758,597,0,0.01,0.0004,0.08,RB22_D_107,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,1.2,4.0,12,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_E_108,hold_density,hold_cooldown_grid,long,36527,12569,23958,34.410162345662116,-28.000908525749736,0.0,70.65380777194919,29.346192228050818,597,0,0.01,0.0004,0.08,RB22_E_108,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,8,12,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_E_109,hold_density,hold_cooldown_grid,long,36499,12558,23941,34.40642209375599,-27.985966213991464,0.0,70.63013921714966,29.369860782850342,597,0,0.01,0.0004,0.08,RB22_E_109,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,8,24,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_E_110,hold_density,hold_cooldown_grid,long,36466,12548,23918,34.41013546865573,-27.926451874684112,0.0,70.59309070137805,29.406909298621954,597,0,0.01,0.0004,0.08,RB22_E_110,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,8,36,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
LONG_RANGE_BODY_COMPRESSION_V22_1H,RB22_E_111,hold_density,hold_cooldown_grid,long,36326,12495,23831,34.396850740516435,-27.826158559092264,0.0,70.44854521937822,29.55145478062178,597,0,0.01,0.0004,0.08,RB22_E_111,0.72,0.8,1.1,0.45,0.58,0.62,1.05,1.1,1.2,0.85,2.0,8,48,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,5,-0.42,invalid_no_peak,max_return <= 0
